configs,runtime_traj,F1,F2
"{'x0': 0.5, 'x1': 0.5, 'x2': 0.5, 'x3': 0.5, 'x4': 0.5, 'x5': 0.5, 'x6': 0.5, 'x7': 0.5, 'x8': 0.5, 'x9': 0.5, 'problem': 'zdt4'}",5.1122583280011895,0.5,1.975
"{'x0': 0.4547010522213721, 'x1': 0.8326320323149597, 'x2': 0.0690513408736042, 'x3': 0.3194472510397673, 'x4': 0.4851871929759633, 'x5': 0.2982616313651307, 'x6': 0.2124262739922225, 'x7': 0.166746837969808, 'x8': 0.1762213066051411, 'x9': 0.3185452432219371, 'problem': 'zdt4'}",5.112266838001233,0.455,114.734
"{'x0': 0.3490676632113582, 'x1': 0.9992508603400948, 'x2': 0.5066846142238558, 'x3': 0.2370594899692707, 'x4': 0.3892532123452717, 'x5': 0.4727371361363963, 'x6': 0.8569679300356892, 'x7': 0.9737427100419668, 'x8': 0.4593411615050131, 'x9': 0.9523800798479476, 'problem': 'zdt4'}",5.112286777999543,0.349,45.814
"{'x0': 0.456999189044563, 'x1': 0.9244771851038424, 'x2': 0.8843779857073643, 'x3': 0.0908425359373984, 'x4': 0.4553655200041342, 'x5': 0.8086086697963959, 'x6': 0.8278239540993878, 'x7': 0.5231105620516908, 'x8': 0.1000869470874845, 'x9': 0.7008267271590665, 'problem': 'zdt4'}",5.112248568000723,0.457,77.632
"{'x0': 0.4954821142245852, 'x1': 0.5370109866459574, 'x2': 0.2142623470150187, 'x3': 0.3801995708087384, 'x4': 0.7568975107185656, 'x5': 0.0290827555957817, 'x6': 0.7338229146578721, 'x7': 0.8675894114994239, 'x8': 0.4763598883145462, 'x9': 0.242493594164022, 'problem': 'zdt4'}",5.112238898000214,0.495,97.582
"{'x0': 0.2545043119344724, 'x1': 0.6310352531309374, 'x2': 0.9077030823627612, 'x3': 0.9080674343169032, 'x4': 0.1391109386275602, 'x5': 0.5183845338474369, 'x6': 0.4809709331325417, 'x7': 0.4743489883221538, 'x8': 0.8342985769974867, 'x9': 0.884844526336571, 'problem': 'zdt4'}",5.112223297999663,0.255,60.435
"{'x0': 0.8108223286605837, 'x1': 0.4550454892119476, 'x2': 0.6412347337395637, 'x3': 0.3554585461149567, 'x4': 0.4384043127129445, 'x5': 0.0075511985216114, 'x6': 0.1050572181508943, 'x7': 0.4857206177001312, 'x8': 0.1947206545631372, 'x9': 0.9703428603133232, 'problem': 'zdt4'}",5.112191617999997,0.811,51.253
"{'x0': 0.7070521055127708, 'x1': 0.226685014656593, 'x2': 0.7186651170409628, 'x3': 0.992740598974496, 'x4': 0.8385877913407604, 'x5': 0.340515591094038, 'x6': 0.7863075197138795, 'x7': 0.8850108914598614, 'x8': 0.0205609936267548, 'x9': 0.4100138853552519, 'problem': 'zdt4'}",5.11221058800038,0.707,97.539
"{'x0': 0.4910146039568336, 'x1': 0.0027174684449031, 'x2': 0.1576593480333815, 'x3': 0.1056316911778103, 'x4': 0.3284737365582608, 'x5': 0.343606465211753, 'x6': 0.7159049160279196, 'x7': 0.5161690474106864, 'x8': 0.2909168623996662, 'x9': 0.2886450385763304, 'problem': 'zdt4'}",5.1122777680011495,0.491,102.66
"{'x0': 0.3383249231115152, 'x1': 0.4744612970314763, 'x2': 0.1584776132425805, 'x3': 0.7324101821798787, 'x4': 0.5207924024966477, 'x5': 0.7191186251146555, 'x6': 0.9267085751451296, 'x7': 0.2282340961958042, 'x8': 0.3058757717844199, 'x9': 0.6302051030133915, 'problem': 'zdt4'}",5.112294608001321,0.338,103.695
"{'x0': 0.1473669641628799, 'x1': 0.9044084082625898, 'x2': 0.4851608397230628, 'x3': 0.510629744222773, 'x4': 0.1586865753183545, 'x5': 0.8952655297526855, 'x6': 0.1840519525387769, 'x7': 0.400301613644508, 'x8': 0.7517600136231037, 'x9': 0.3502828967410732, 'problem': 'zdt4'}",10.728720664999855,0.147,85.327
"{'x0': 0.1089574459623413, 'x1': 0.5200791308844108, 'x2': 0.5214366093225381, 'x3': 0.5921259534612158, 'x4': 0.9535967469613436, 'x5': 0.1844443833507129, 'x6': 0.2438440319631176, 'x7': 0.4975342730068894, 'x8': 0.2835158152756702, 'x9': 0.7687448824911055, 'problem': 'zdt4'}",10.728696455000318,0.109,84.657
"{'x0': 0.0358314857726391, 'x1': 0.3129523236153885, 'x2': 0.5274418978222772, 'x3': 0.2377276350972513, 'x4': 0.3766428566067675, 'x5': 0.524409540551082, 'x6': 0.983053835732349, 'x7': 0.4038789072747734, 'x8': 0.3843313559009831, 'x9': 0.4588018275760966, 'problem': 'zdt4'}",10.72871102499994,0.036,66.355
"{'x0': 0.0011751167319054, 'x1': 0.4040309748936529, 'x2': 0.4272073033517137, 'x3': 0.9149168311867136, 'x4': 0.2905641035189523, 'x5': 0.6727414739576137, 'x6': 0.7489726855053809, 'x7': 0.4254757283681353, 'x8': 0.8501458029417276, 'x9': 0.4416356778810094, 'problem': 'zdt4'}",10.728729844000554,0.001,93.663
"{'x0': 0.057280280638168, 'x1': 0.4088662881732384, 'x2': 0.4572439868179914, 'x3': 0.8784174542930747, 'x4': 0.162381102047968, 'x5': 0.8284050479079055, 'x6': 0.5528134503430557, 'x7': 0.4741844273516106, 'x8': 0.0108822994866766, 'x9': 0.9842201537437678, 'problem': 'zdt4'}",10.728738014000555,0.057,52.436
"{'x0': 0.0292240222519537, 'x1': 0.6921652847135923, 'x2': 0.4426066560448265, 'x3': 0.6236392500148076, 'x4': 0.5969670558798421, 'x5': 0.7469300034607731, 'x6': 0.5843387068599138, 'x7': 0.4402467642399735, 'x8': 0.0609349655122933, 'x9': 0.390517373317907, 'problem': 'zdt4'}",10.728754064000896,0.029,77.141
"{'x0': 0.0038908233134635, 'x1': 0.029232306887132, 'x2': 0.4950785259495504, 'x3': 0.1949111416371726, 'x4': 0.813099488512227, 'x5': 0.2858632616631265, 'x6': 0.9466956809459562, 'x7': 0.3482790497267027, 'x8': 0.2489588469968251, 'x9': 0.6508784223491006, 'problem': 'zdt4'}",10.728761673999545,0.004,105.939
"{'x0': 0.0088954936956245, 'x1': 0.2103647680527551, 'x2': 0.4922276844080916, 'x3': 0.509744243584061, 'x4': 0.8685114363824975, 'x5': 0.0062332075135022, 'x6': 0.5641641705030739, 'x7': 0.1264978827263732, 'x8': 0.1405691270083251, 'x9': 0.3506793219137789, 'problem': 'zdt4'}",10.728769393999755,0.009,69.957
"{'x0': 0.0014757254276921, 'x1': 0.4407127897874222, 'x2': 0.462581786775645, 'x3': 0.0459683118868213, 'x4': 0.5745889981096801, 'x5': 0.1596037899377276, 'x6': 0.6297163653099817, 'x7': 0.4266332810793917, 'x8': 0.544227067672029, 'x9': 0.6496938909932847, 'problem': 'zdt4'}",10.728745993999835,0.001,55.534
"{'x0': 0.0368030074383348, 'x1': 0.7370365521525563, 'x2': 0.5197098157625996, 'x3': 0.6023745988384137, 'x4': 0.3879792950652325, 'x5': 0.8882475491424733, 'x6': 0.0483316804810571, 'x7': 0.4951029930200672, 'x8': 0.7729667515906316, 'x9': 0.212736248584857, 'problem': 'zdt4'}",10.728776343999924,0.037,86.606
"{'x0': 0.080959384538737, 'x1': 0.839999978348968, 'x2': 0.6781586386554856, 'x3': 0.0135294021365774, 'x4': 0.9960395974518338, 'x5': 0.1612726258900262, 'x6': 0.2525550001954191, 'x7': 0.1818921587185754, 'x8': 0.1825804158320758, 'x9': 0.720456172974671, 'problem': 'zdt4'}",16.323328578000655,0.081,118.199
"{'x0': 0.0179707148677663, 'x1': 0.0473587747548275, 'x2': 0.4228441178062455, 'x3': 0.281935884324072, 'x4': 0.4116736117218771, 'x5': 0.7924222672778366, 'x6': 0.6691988247116872, 'x7': 0.2712622505823783, 'x8': 0.4536670308289459, 'x9': 0.9250293556385956, 'problem': 'zdt4'}",16.325683607001338,0.018,92.461
"{'x0': 0.1384762507374473, 'x1': 0.2346393475370608, 'x2': 0.4426384500806813, 'x3': 0.8177915302683622, 'x4': 0.3677800225695988, 'x5': 0.4792297637090879, 'x6': 0.2432242818564556, 'x7': 0.2270812608154041, 'x8': 0.5292447261416373, 'x9': 0.5525458665193755, 'problem': 'zdt4'}",16.32566907799992,0.138,91.799
"{'x0': 0.0025884052187351, 'x1': 0.100620550451437, 'x2': 0.6239514510564323, 'x3': 0.8265702400071491, 'x4': 0.0132433861672496, 'x5': 0.7510975079769915, 'x6': 0.2654681672235874, 'x7': 0.5302074244732343, 'x8': 0.4836629002060065, 'x9': 0.6353999500594987, 'problem': 'zdt4'}",16.32569323700045,0.003,87.901
"{'x0': 0.0745092026484602, 'x1': 0.4166841075201316, 'x2': 0.521174376925566, 'x3': 0.6113366899324586, 'x4': 0.6746767425115703, 'x5': 0.3695708029770171, 'x6': 0.7666988632834156, 'x7': 0.6815440581230815, 'x8': 0.4940698202739586, 'x9': 0.6578399169682567, 'problem': 'zdt4'}",16.325703366999733,0.075,91.994
