surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.9, 'F2': 8.2}","{'F1': 1.0, 'F2': 7.889}"
"{'F1': 0.76, 'F2': 8.0}","{'F1': 0.998, 'F2': 6.96}"
"{'F1': 0.85, 'F2': 7.0}","{'F1': 0.77, 'F2': 6.573}"
"{'F1': 0.75, 'F2': 6.0}","{'F1': 0.912, 'F2': 6.344}"
"{'F1': 0.84, 'F2': 6.2}","{'F1': 0.568, 'F2': 6.17}"
"{'F1': 0.73, 'F2': 6.4}","{'F1': 0.912, 'F2': 5.323}"
"{'F1': 0.7, 'F2': 5.8}","{'F1': 0.998, 'F2': 5.161}"
"{'F1': 0.7, 'F2': 5.5}","{'F1': 1.0, 'F2': 4.639}"
"{'F1': 0.85, 'F2': 7.0}","{'F1': 0.632, 'F2': 6.444}"
"{'F1': 0.68, 'F2': 5.8}","{'F1': 1.0, 'F2': 5.837}"
"{'F1': 0.8, 'F2': 5.4}","{'F1': 0.912, 'F2': 4.64}"
"{'F1': 0.91, 'F2': 5.32}","{'F1': 0.912, 'F2': 4.83}"
"{'F1': 0.81, 'F2': 6.0}","{'F1': 1.0, 'F2': 6.163}"
"{'F1': 0.77, 'F2': 5.9}","{'F1': 0.979, 'F2': 6.015}"
"{'F1': 0.7, 'F2': 5.8}","{'F1': 0.708, 'F2': 5.95}"
"{'F1': 0.9, 'F2': 5.5}","{'F1': 0.282, 'F2': 6.076}"
"{'F1': 0.91, 'F2': 4.6}","{'F1': 1.0, 'F2': 4.704}"
"{'F1': 1.0, 'F2': 4.0}","{'F1': 1.0, 'F2': 3.877}"
"{'F1': 0.84, 'F2': 4.8}","{'F1': 0.979, 'F2': 4.507}"
"{'F1': 0.72, 'F2': 5.67}","{'F1': 0.376, 'F2': 5.641}"
"{'F1': 0.91, 'F2': 4.64}","{'F1': 0.77, 'F2': 4.469}"
"{'F1': 0.82, 'F2': 6.89}","{'F1': 0.504, 'F2': 7.016}"
"{'F1': 1.0, 'F2': 4.47}","{'F1': 1.0, 'F2': 4.421}"
"{'F1': 0.98, 'F2': 4.15}","{'F1': 0.998, 'F2': 4.606}"
"{'F1': 0.77, 'F2': 6.57}","{'F1': 1.0, 'F2': 7.561}"
"{'F1': 0.76, 'F2': 6.45}","{'F1': 0.781, 'F2': 6.845}"
"{'F1': 1.0, 'F2': 4.42}","{'F1': 0.979, 'F2': 4.614}"
"{'F1': 0.75, 'F2': 7.0}","{'F1': 0.656, 'F2': 6.799}"
"{'F1': 0.78, 'F2': 6.57}","{'F1': 1.0, 'F2': 6.689}"
"{'F1': 1.0, 'F2': 3.88}","{'F1': 1.0, 'F2': 3.939}"
"{'F1': 0.67, 'F2': 7.12}","{'F1': 0.682, 'F2': 7.13}"
"{'F1': 0.55, 'F2': 5.95}","{'F1': 0.568, 'F2': 5.965}"
"{'F1': 1.0, 'F2': 4.0}","{'F1': 1.0, 'F2': 4.205}"
"{'F1': 0.98, 'F2': 5.0}","{'F1': 0.871, 'F2': 4.931}"
"{'F1': 0.85, 'F2': 6.24}","{'F1': 1.0, 'F2': 6.283}"
"{'F1': 1.0, 'F2': 4.03}","{'F1': 0.998, 'F2': 3.94}"
"{'F1': 0.91, 'F2': 5.16}","{'F1': 0.77, 'F2': 4.878}"
"{'F1': 0.75, 'F2': 4.92}","{'F1': 0.376, 'F2': 5.343}"
"{'F1': 1.0, 'F2': 3.94}","{'F1': 0.998, 'F2': 4.158}"
"{'F1': 0.77, 'F2': 6.45}","{'F1': 1.0, 'F2': 6.417}"
"{'F1': 0.91, 'F2': 4.54}","{'F1': 0.998, 'F2': 4.422}"
"{'F1': 0.76, 'F2': 4.95}","{'F1': 0.335, 'F2': 4.854}"
"{'F1': 0.98, 'F2': 4.61}","{'F1': 0.979, 'F2': 4.775}"
"{'F1': 0.79, 'F2': 6.12}","{'F1': 0.282, 'F2': 6.599}"
"{'F1': 1.0, 'F2': 4.16}","{'F1': 0.912, 'F2': 3.784}"
"{'F1': 0.91, 'F2': 4.32}","{'F1': 0.912, 'F2': 4.243}"
"{'F1': 1.0, 'F2': 4.21}","{'F1': 1.0, 'F2': 3.998}"
"{'F1': 0.91, 'F2': 4.24}","{'F1': 0.77, 'F2': 3.771}"
"{'F1': 1.0, 'F2': 4.0}","{'F1': 1.0, 'F2': 3.667}"
"{'F1': 0.77, 'F2': 6.28}","{'F1': 0.632, 'F2': 6.158}"
