surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.96, 'F2': 7.8}","{'F1': 0.926, 'F2': 8.489}"
"{'F1': 0.9, 'F2': 8.0}","{'F1': 0.504, 'F2': 8.496}"
"{'F1': 0.5, 'F2': 8.0}","{'F1': 0.851, 'F2': 8.484}"
"{'F1': 0.65, 'F2': 8.1}","{'F1': 0.981, 'F2': 7.338}"
"{'F1': 0.72, 'F2': 7.5}","{'F1': 0.77, 'F2': 8.134}"
"{'F1': 0.73, 'F2': 8.25}","{'F1': 0.77, 'F2': 8.963}"
"{'F1': 0.7, 'F2': 8.0}","{'F1': 0.979, 'F2': 6.723}"
"{'F1': 0.75, 'F2': 8.0}","{'F1': 0.98, 'F2': 8.045}"
"{'F1': 0.8, 'F2': 7.5}","{'F1': 0.851, 'F2': 6.738}"
"{'F1': 0.5, 'F2': 7.0}","{'F1': 0.998, 'F2': 6.139}"
"{'F1': 0.7, 'F2': 7.0}","{'F1': 0.871, 'F2': 7.568}"
"{'F1': 0.76, 'F2': 8.25}","{'F1': 0.504, 'F2': 8.5}"
"{'F1': 0.5, 'F2': 8.5}","{'F1': 0.981, 'F2': 8.329}"
"{'F1': 0.77, 'F2': 7.0}","{'F1': 0.981, 'F2': 7.657}"
"{'F1': 0.98, 'F2': 6.5}","{'F1': 0.77, 'F2': 6.511}"
"{'F1': 0.93, 'F2': 8.15}","{'F1': 1.0, 'F2': 8.636}"
"{'F1': 0.5, 'F2': 8.5}","{'F1': 0.504, 'F2': 8.126}"
"{'F1': 1.0, 'F2': 6.14}","{'F1': 1.0, 'F2': 6.021}"
"{'F1': 0.85, 'F2': 8.0}","{'F1': 1.0, 'F2': 8.229}"
"{'F1': 0.98, 'F2': 6.0}","{'F1': 0.77, 'F2': 7.745}"
"{'F1': 0.6, 'F2': 8.0}","{'F1': 0.504, 'F2': 7.806}"
"{'F1': 1.0, 'F2': 8.68}","{'F1': 1.0, 'F2': 8.939}"
"{'F1': 1.0, 'F2': 6.02}","{'F1': 0.979, 'F2': 7.947}"
"{'F1': 0.85, 'F2': 7.5}","{'F1': 0.376, 'F2': 8.228}"
"{'F1': 0.93, 'F2': 8.22}","{'F1': 1.0, 'F2': 8.489}"
"{'F1': 0.88, 'F2': 7.95}","{'F1': 0.953, 'F2': 8.389}"
"{'F1': 0.85, 'F2': 8.48}","{'F1': 0.933, 'F2': 7.135}"
"{'F1': 0.96, 'F2': 9.0}","{'F1': 0.98, 'F2': 8.532}"
"{'F1': 0.77, 'F2': 6.51}","{'F1': 0.504, 'F2': 6.982}"
"{'F1': 0.77, 'F2': 6.51}","{'F1': 0.77, 'F2': 7.583}"
"{'F1': 0.5, 'F2': 7.25}","{'F1': 0.504, 'F2': 7.89}"
"{'F1': 0.87, 'F2': 8.0}","{'F1': 0.871, 'F2': 8.505}"
"{'F1': 0.87, 'F2': 8.25}","{'F1': 0.632, 'F2': 8.457}"
"{'F1': 0.84, 'F2': 7.78}","{'F1': 1.0, 'F2': 7.746}"
"{'F1': 0.77, 'F2': 7.49}","{'F1': 1.0, 'F2': 6.283}"
"{'F1': 0.95, 'F2': 8.68}","{'F1': 0.632, 'F2': 9.03}"
"{'F1': 0.5, 'F2': 6.85}","{'F1': 0.504, 'F2': 6.019}"
"{'F1': 0.5, 'F2': 6.0}","{'F1': 0.981, 'F2': 6.289}"
"{'F1': 0.5, 'F2': 8.5}","{'F1': 0.504, 'F2': 8.889}"
"{'F1': 0.5, 'F2': 8.5}","{'F1': 0.504, 'F2': 8.413}"
"{'F1': 0.87, 'F2': 8.21}","{'F1': 1.0, 'F2': 8.172}"
"{'F1': 0.77, 'F2': 6.72}","{'F1': 0.77, 'F2': 5.963}"
"{'F1': 0.5, 'F2': 6.02}","{'F1': 1.0, 'F2': 6.45}"
"{'F1': 0.88, 'F2': 7.5}","{'F1': 1.0, 'F2': 7.467}"
"{'F1': 0.93, 'F2': 8.11}","{'F1': 0.954, 'F2': 8.483}"
"{'F1': 1.0, 'F2': 6.14}","{'F1': 0.998, 'F2': 6.632}"
"{'F1': 0.5, 'F2': 6.02}","{'F1': 0.504, 'F2': 5.871}"
"{'F1': 1.0, 'F2': 6.14}","{'F1': 0.998, 'F2': 5.452}"
"{'F1': 1.0, 'F2': 6.5}","{'F1': 0.979, 'F2': 7.1}"
"{'F1': 0.77, 'F2': 8.96}","{'F1': 0.632, 'F2': 9.205}"
