prompt_tokens,completion_tokens,total_tokens
1160,342,1502
1216,88,1304
1246,342,1588
1302,92,1394
1332,342,1674
1388,95,1483
1419,342,1761
1475,95,1570
1506,342,1848
1562,96,1658
1593,342,1935
1649,97,1746
1679,342,2021
1735,100,1835
1765,342,2107
1821,100,1921
1851,342,2193
1907,95,2002
1938,342,2280
1994,96,2090
2024,342,2366
2080,96,2176
2110,342,2452
2166,96,2262
2197,342,2539
2253,96,2349
2283,342,2625
2283,72,2355
2339,96,2435
2370,342,2712
2426,95,2521
2456,342,2798
2512,96,2608
2543,342,2885
2599,95,2694
2629,342,2971
2685,95,2780
2716,342,3058
2772,95,2867
2803,342,3145
2859,96,2955
2889,342,3231
2945,96,3041
2976,342,3318
3032,96,3128
3062,342,3404
3118,97,3215
3148,342,3490
3204,97,3301
3234,342,3576
3290,95,3385
3321,342,3663
3377,97,3474
3408,342,3750
3464,96,3560
3494,342,3836
3550,95,3645
3581,342,3923
3637,94,3731
3668,342,4010
3668,72,3740
3724,95,3819
3755,342,4097
3811,94,3905
3841,342,4183
3897,96,3993
3927,342,4269
3983,96,4079
4012,342,4354
4068,95,4163
4098,342,4440
4154,100,4254
4184,342,4526
4184,72,4256
4240,94,4334
4270,342,4612
4326,95,4421
4356,342,4698
4412,94,4506
4443,342,4785
4499,95,4594
4530,342,4872
4586,94,4680
4617,342,4959
4673,96,4769
4703,342,5045
4759,95,4854
4789,342,5131
4845,96,4941
4875,342,5217
4931,95,5026
4961,342,5303
5017,95,5112
5047,342,5389
5103,93,5196
5133,342,5475
5189,93,5282
5219,342,5561
5219,72,5291
5275,95,5370
5305,342,5647
5361,94,5455
5391,342,5733
5391,72,5463
5447,95,5542
5478,342,5820
5478,72,5550
5534,94,5628
5565,342,5907
5565,72,5637
5621,94,5715
5652,342,5994
5708,93,5801
5737,342,6079
5793,96,5889
5823,342,6165
5879,95,5974
5908,342,6250
5964,95,6059
5994,342,6336
5994,72,6066
6050,95,6145
6080,342,6422
6136,95,6231
6166,342,6508
6166,72,6238
6222,95,6317
6253,342,6595
6253,72,6325
6253,72,6325
6309,96,6405
6339,342,6681
6395,94,6489
6426,342,6768
6426,72,6498
6482,99,6581
6513,342,6855
6513,141,6654
6513,72,6585
6569,92,6661
6599,342,6941
6655,93,6748
6686,342,7028
6686,72,6758
6742,94,6836
6773,342,7115
6829,94,6923
6860,342,7202
6916,95,7011
6947,342,7289
7003,95,7098
7033,342,7375
7033,72,7105
7089,94,7183
7119,342,7461
7119,72,7191
7119,72,7191
7119,72,7191
7175,93,7268
7206,342,7548
7262,94,7356
7292,342,7634
7292,72,7364
7292,72,7364
7348,94,7442
7378,342,7720
7378,72,7450
7434,95,7529
7465,342,7807
7465,72,7537
7521,95,7616
7551,342,7893
7551,72,7623
7607,93,7700
7637,342,7979
7637,72,7709
7693,94,7787
7723,342,8065
7779,96,7875
7809,342,8151
7809,72,7881
7865,88,7953
7895,342,8237
7951,95,8046
7982,342,8324
8038,93,8131
8067,342,8409
8067,72,8139
8123,93,8216
8153,342,8495
8153,72,8225
8209,94,8303
8239,342,8581
8239,141,8380
8239,72,8311
8295,94,8389
8325,342,8667
8325,72,8397
8381,94,8475
8412,342,8754
8468,94,8562
8499,342,8841
8499,208,8707
8499,72,8571
8499,72,8571
8499,72,8571
8555,93,8648
8585,342,8927
8585,72,8657
8641,94,8735
8671,342,9013
8671,72,8743
8727,95,8822
8757,342,9099
8757,208,8965
8757,72,8829
8813,95,8908
8844,342,9186
8900,94,8994
8931,342,9273
8931,72,9003
8987,97,9084
9017,342,9359
9017,208,9225
9017,72,9089
9017,72,9089
9017,72,9089
9017,72,9089
9017,72,9089
9073,95,9168
9103,342,9445
9103,72,9175
9103,72,9175
9159,94,9253
9189,342,9531
9189,208,9397
9189,141,9330
9189,72,9261
9245,95,9340
9275,342,9617
9275,141,9416
9331,94,9425
9361,342,9703
9361,72,9433
9417,95,9512
