prompt_tokens,completion_tokens,total_tokens
1162,342,1504
1218,97,1315
1248,342,1590
1304,97,1401
1334,342,1676
1390,88,1478
1420,342,1762
1476,96,1572
1506,342,1848
1562,94,1656
1592,342,1934
1648,95,1743
1678,342,2020
1734,97,1831
1764,342,2106
1820,94,1914
1851,342,2193
1907,99,2006
1938,342,2280
1994,95,2089
2025,342,2367
2081,96,2177
2112,342,2454
2168,95,2263
2199,342,2541
2255,95,2350
2285,342,2627
2341,96,2437
2371,342,2713
2427,95,2522
2457,342,2799
2513,95,2608
2543,342,2885
2599,94,2693
2630,342,2972
2686,95,2781
2717,342,3059
2773,98,2871
2803,342,3145
2859,95,2954
2890,342,3232
2946,95,3041
2976,342,3318
3032,95,3127
3062,342,3404
3118,94,3212
3148,342,3490
3204,96,3300
3234,342,3576
3290,94,3384
3321,342,3663
3377,98,3475
3408,342,3750
3464,94,3558
3495,342,3837
3495,72,3567
3551,100,3651
3582,342,3924
3638,96,3734
3669,342,4011
3725,95,3820
3756,342,4098
3812,94,3906
3842,342,4184
3898,95,3993
3928,342,4270
3928,72,4000
3984,96,4080
4013,342,4355
4013,72,4085
4069,95,4164
4099,342,4441
4155,94,4249
4186,342,4528
4242,95,4337
4271,342,4613
4271,72,4343
4327,94,4421
4358,342,4700
4414,94,4508
4444,342,4786
4444,72,4516
4444,72,4516
4444,72,4516
4444,72,4516
4500,92,4592
4530,342,4872
4586,93,4679
4616,342,4958
4616,72,4688
4672,94,4766
4703,342,5045
4759,96,4855
4789,342,5131
4789,72,4861
4845,93,4938
4876,342,5218
4932,95,5027
4963,342,5305
4963,72,5035
5019,96,5115
5050,342,5392
5050,72,5122
5106,94,5200
5136,342,5478
5192,94,5286
5222,212,5434
5222,342,5564
5278,94,5372
5309,342,5651
5365,95,5460
5395,342,5737
5451,95,5546
5481,342,5823
5537,99,5636
5567,342,5909
5567,72,5639
5623,94,5717
5653,342,5995
5709,92,5801
5739,342,6081
5739,72,5811
5739,72,5811
5739,72,5811
5795,94,5889
5825,342,6167
5881,94,5975
5912,342,6254
5912,72,5984
5968,96,6064
5998,342,6340
6054,94,6148
6084,342,6426
6140,93,6233
6169,342,6511
6169,72,6241
6225,93,6318
6255,342,6597
6255,72,6327
6311,92,6403
6341,342,6683
6341,141,6482
6341,72,6413
6341,72,6413
6397,92,6489
6427,342,6769
6427,72,6499
6427,72,6499
6483,95,6578
6513,342,6855
6569,93,6662
6599,342,6941
6599,72,6671
6599,72,6671
6655,92,6747
6685,342,7027
6685,72,6757
6685,72,6757
6685,72,6757
6741,96,6837
6771,342,7113
6771,141,6912
6827,98,6925
6857,342,7199
6857,141,6998
6857,72,6929
6857,72,6929
6913,93,7006
6943,342,7285
6943,72,7015
6999,94,7093
7030,342,7372
7030,208,7238
7030,72,7102
7030,72,7102
7086,93,7179
7116,342,7458
7172,91,7263
7201,342,7543
7201,72,7273
7201,72,7273
7201,72,7273
7257,94,7351
7287,342,7629
7287,141,7428
7343,95,7438
7374,342,7716
7374,275,7649
7374,141,7515
7430,95,7525
7460,342,7802
7460,208,7668
7460,141,7601
7516,96,7612
7546,342,7888
7546,72,7618
7546,72,7618
7602,93,7695
7633,342,7975
7633,141,7774
7689,94,7783
7720,342,8062
7776,93,7869
7806,342,8148
7806,72,7878
7862,94,7956
7893,342,8235
7893,208,8101
7893,72,7965
7949,94,8043
7978,342,8320
7978,72,8050
8034,97,8131
8064,342,8406
8120,95,8215
8151,342,8493
8207,92,8299
8237,342,8579
8293,92,8385
8323,342,8665
8323,72,8395
8379,92,8471
8410,342,8752
8410,141,8551
8410,141,8551
8410,72,8482
8410,72,8482
8410,72,8482
8410,72,8482
8466,96,8562
8496,342,8838
8496,72,8568
8552,93,8645
8582,342,8924
8582,72,8654
8638,95,8733
8668,342,9010
8668,275,8943
8668,72,8740
8724,94,8818
8754,342,9096
8754,141,8895
8754,141,8895
8754,72,8826
8810,94,8904
8841,342,9183
8841,72,8913
8897,94,8991
8926,342,9268
8926,72,8998
8982,95,9077
9012,342,9354
9012,72,9084
9068,94,9162
9099,342,9441
9099,72,9171
9155,95,9250
9186,342,9528
9186,72,9258
9186,72,9258
9242,93,9335
9272,342,9614
9272,72,9344
9328,94,9422
9359,342,9701
9359,208,9567
9359,72,9431
9359,72,9431
9359,72,9431
9415,91,9506
