candidate_evaluations,hypervolume_contributions
"[{'F1': 0.25, 'F2': 4.0}, {'F1': 0.55, 'F2': 4.5}, {'F1': 0.2, 'F2': 3.5}, {'F1': 0.35, 'F2': 4.0}, {'F1': 0.4, 'F2': 4.2}]","[0.0, 0.0, 0.052782252484429026, 0.0, 0.0]"
"[{'F1': 0.15, 'F2': 4.25}, {'F1': 0.12, 'F2': 4.15}, {'F1': 0.2, 'F2': 4.5}, {'F1': 0.25, 'F2': 4.0}, {'F1': 0.1, 'F2': 4.35}]","[0.0, 0.0048744706069348, 0.0, 0.0, 0.005084577098612986]"
"[{'F1': 0.15, 'F2': 4.5}, {'F1': 0.1, 'F2': 4.0}, {'F1': 0.25, 'F2': 4.8}, {'F1': 0.05, 'F2': 5.0}, {'F1': 0.12, 'F2': 4.3}]","[0.0, 0.011825493706622225, 0.0, 0.0, 0.003298671919348184]"
"[{'F1': 0.12, 'F2': 4.2}, {'F1': 0.3, 'F2': 4.5}, {'F1': 0.25, 'F2': 4.0}, {'F1': 0.05, 'F2': 4.8}, {'F1': 0.28, 'F2': 3.9}]","[0.0, 0.0, 0.0, 0.001146831267077264, 0.0]"
"[{'F1': 0.02, 'F2': 5.15}, {'F1': 0.1, 'F2': 4.5}, {'F1': 0.12, 'F2': 5.0}, {'F1': 0.15, 'F2': 4.2}, {'F1': 0.03, 'F2': 4.75}]","[0.009199120274268946, 0.0, 0.0, 0.0, 0.009479026121818501]"
"[{'F1': 0.12, 'F2': 4.25}, {'F1': 0.03, 'F2': 2.75}, {'F1': 0.15, 'F2': 4.75}, {'F1': 0.04, 'F2': 3.0}, {'F1': 0.18, 'F2': 4.9}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.2, 'F2': 4.5}, {'F1': 0.88, 'F2': 3.5}, {'F1': 0.4, 'F2': 4.0}, {'F1': 0.55, 'F2': 3.8}, {'F1': 0.01, 'F2': 4.1}]","[0.0, 0.0, 0.0, 0.0, 0.013374475758777482]"
"[{'F1': 0.04, 'F2': 3.15}, {'F1': 0.15, 'F2': 4.2}, {'F1': 0.2, 'F2': 4.6}, {'F1': 0.3, 'F2': 3.9}, {'F1': 0.25, 'F2': 4.5}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.15, 'F2': 4.55}, {'F1': 0.02, 'F2': 2.45}, {'F1': 0.1, 'F2': 4.25}, {'F1': 0.03, 'F2': 3.05}, {'F1': 0.12, 'F2': 4.0}]","[0.0, 0.007494723261886493, 0.0, 0.0, 0.0]"
"[{'F1': 0.15, 'F2': 4.5}, {'F1': 0.22, 'F2': 4.0}, {'F1': 0.17, 'F2': 4.25}, {'F1': 0.12, 'F2': 4.2}, {'F1': 0.03, 'F2': 4.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.1, 'F2': 4.5}, {'F1': 0.15, 'F2': 4.73}, {'F1': 0.25, 'F2': 4.36}, {'F1': 0.03, 'F2': 3.6}, {'F1': 0.02, 'F2': 4.83}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.15, 'F2': 4.48}, {'F1': 0.1, 'F2': 4.25}, {'F1': 0.02, 'F2': 3.5}, {'F1': 0.2, 'F2': 4.1}, {'F1': 0.3, 'F2': 4.5}]","[0.0, 0.0, 0.00031751973550786516, 0.0, 0.0]"
"[{'F1': 0.04, 'F2': 4.28}, {'F1': 0.25, 'F2': 4.93}, {'F1': 0.11, 'F2': 4.6}, {'F1': 0.03, 'F2': 4.48}, {'F1': 0.08, 'F2': 4.55}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.36, 'F2': 4.23}, {'F1': 0.29, 'F2': 4.75}, {'F1': 0.02, 'F2': 2.31}, {'F1': 0.47, 'F2': 4.12}, {'F1': 0.04, 'F2': 3.89}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.01, 'F2': 2.31}, {'F1': 0.02, 'F2': 3.01}, {'F1': 0.2, 'F2': 4.35}, {'F1': 0.25, 'F2': 4.81}, {'F1': 0.1, 'F2': 4.57}]","[0.00793484962793678, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.25, 'F2': 4.25}, {'F1': 0.2, 'F2': 4.5}, {'F1': 0.1, 'F2': 4.0}, {'F1': 0.15, 'F2': 4.4}, {'F1': 0.03, 'F2': 2.5}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.08, 'F2': 4.21}, {'F1': 0.2, 'F2': 4.56}, {'F1': 0.1, 'F2': 4.15}, {'F1': 0.12, 'F2': 4.45}, {'F1': 0.03, 'F2': 3.65}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.09, 'F2': 4.25}, {'F1': 0.03, 'F2': 2.32}, {'F1': 0.02, 'F2': 2.27}, {'F1': 0.15, 'F2': 4.43}, {'F1': 0.12, 'F2': 4.0}]","[0.0, 0.0, 4.401263660502863e-05, 0.0, 0.0]"
"[{'F1': 0.05, 'F2': 4.5}, {'F1': 0.03, 'F2': 3.6}, {'F1': 0.12, 'F2': 4.7}, {'F1': 0.4, 'F2': 4.0}, {'F1': 0.3, 'F2': 4.3}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.06, 'F2': 4.15}, {'F1': 0.05, 'F2': 4.93}, {'F1': 0.1, 'F2': 4.61}, {'F1': 0.04, 'F2': 3.6}, {'F1': 0.07, 'F2': 3.67}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.2, 'F2': 4.15}, {'F1': 0.12, 'F2': 4.45}, {'F1': 0.1, 'F2': 4.6}, {'F1': 0.03, 'F2': 2.6}, {'F1': 0.3, 'F2': 4.2}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.04, 'F2': 3.68}, {'F1': 0.3, 'F2': 4.45}, {'F1': 0.02, 'F2': 4.62}, {'F1': 0.2, 'F2': 4.12}, {'F1': 0.09, 'F2': 4.3}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.03, 'F2': 2.32}, {'F1': 0.1, 'F2': 4.54}, {'F1': 0.06, 'F2': 4.27}, {'F1': 0.12, 'F2': 4.56}, {'F1': 0.1, 'F2': 4.53}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
