candidate_evaluations,hypervolume_contributions
"[{'F1': 0.39, 'F2': 3.65}, {'F1': 0.42, 'F2': 3.7}, {'F1': 0.4, 'F2': 3.65}, {'F1': 0.41, 'F2': 3.68}, {'F1': 0.4, 'F2': 3.6}]","[0.09480475747819184, 0.004472300582725852, 0.06421806863263302, 0.0273797768219739, 0.08265228250408363]"
"[{'F1': 0.32, 'F2': 3.21}, {'F1': 0.31, 'F2': 3.15}, {'F1': 0.33, 'F2': 3.25}, {'F1': 0.34, 'F2': 3.3}, {'F1': 0.3, 'F2': 3.18}]","[0.0, 0.0, 0.0, 0.0, 0.008906029488162659]"
"[{'F1': 0.35, 'F2': 3.2}, {'F1': 0.12, 'F2': 2.8}, {'F1': 0.22, 'F2': 3.0}, {'F1': 0.27, 'F2': 3.1}, {'F1': 0.08, 'F2': 2.5}]","[0.0, 0.140848175580923, 0.0, 0.0, 0.48707679210281873]"
"[{'F1': 0.14, 'F2': 2.95}, {'F1': 0.38, 'F2': 3.25}, {'F1': 0.12, 'F2': 2.75}, {'F1': 0.29, 'F2': 3.15}, {'F1': 0.32, 'F2': 3.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.35, 'F2': 3.45}, {'F1': 0.25, 'F2': 2.65}, {'F1': 0.2, 'F2': 2.5}, {'F1': 0.4, 'F2': 3.1}, {'F1': 0.45, 'F2': 3.2}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.29, 'F2': 3.15}, {'F1': 0.39, 'F2': 3.5}, {'F1': 0.35, 'F2': 3.2}, {'F1': 0.22, 'F2': 2.85}, {'F1': 0.43, 'F2': 3.6}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.28, 'F2': 3.0}, {'F1': 0.18, 'F2': 2.7}, {'F1': 0.32, 'F2': 3.5}, {'F1': 0.25, 'F2': 3.8}, {'F1': 0.15, 'F2': 2.9}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.08, 'F2': 3.85}, {'F1': 0.22, 'F2': 4.15}, {'F1': 0.35, 'F2': 4.5}, {'F1': 0.12, 'F2': 3.9}, {'F1': 0.25, 'F2': 4.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.45, 'F2': 3.9}, {'F1': 0.35, 'F2': 4.5}, {'F1': 0.3, 'F2': 3.3}, {'F1': 0.15, 'F2': 4.0}, {'F1': 0.07, 'F2': 3.2}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.35, 'F2': 4.2}, {'F1': 0.12, 'F2': 5.5}, {'F1': 0.3, 'F2': 4.0}, {'F1': 0.08, 'F2': 5.0}, {'F1': 0.25, 'F2': 4.5}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
