surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.2, 'F2': 2.873}","{'F1': 0.2, 'F2': 4.367}"
"{'F1': 0.4, 'F2': 3.848}","{'F1': 0.4, 'F2': 3.244}"
"{'F1': 0.3, 'F2': 3.762}","{'F1': 0.3, 'F2': 4.133}"
"{'F1': 0.3, 'F2': 4.137}","{'F1': 0.3, 'F2': 3.999}"
"{'F1': 0.6, 'F2': 3.667}","{'F1': 0.6, 'F2': 3.658}"
"{'F1': 0.05, 'F2': 4.867}","{'F1': 0.05, 'F2': 3.636}"
"{'F1': 0.25, 'F2': 4.056}","{'F1': 0.25, 'F2': 3.237}"
"{'F1': 0.15, 'F2': 3.761}","{'F1': 0.15, 'F2': 4.497}"
"{'F1': 0.45, 'F2': 3.526}","{'F1': 0.45, 'F2': 2.178}"
"{'F1': 0.01, 'F2': 1.623}","{'F1': 0.01, 'F2': 2.281}"
"{'F1': 0.33, 'F2': 4.067}","{'F1': 0.33, 'F2': 4.466}"
"{'F1': 0.7, 'F2': 4.123}","{'F1': 0.7, 'F2': 2.557}"
"{'F1': 0.11, 'F2': 4.257}","{'F1': 0.11, 'F2': 4.869}"
"{'F1': 0.2, 'F2': 4.367}","{'F1': 0.2, 'F2': 4.199}"
"{'F1': 0.75, 'F2': 2.893}","{'F1': 0.75, 'F2': 3.48}"
"{'F1': 0.9, 'F2': 2.95}","{'F1': 0.9, 'F2': 3.176}"
"{'F1': 0.05, 'F2': 3.636}","{'F1': 0.05, 'F2': 4.852}"
"{'F1': 0.1, 'F2': 4.661}","{'F1': 0.1, 'F2': 2.355}"
"{'F1': 0.1, 'F2': 2.355}","{'F1': 0.1, 'F2': 4.874}"
"{'F1': 0.3, 'F2': 3.999}","{'F1': 0.3, 'F2': 3.697}"
"{'F1': 0.2, 'F2': 4.163}","{'F1': 0.2, 'F2': 4.535}"
"{'F1': 0.15, 'F2': 4.673}","{'F1': 0.15, 'F2': 4.591}"
"{'F1': 0.08, 'F2': 4.173}","{'F1': 0.1, 'F2': 4.536}"
"{'F1': 0.07, 'F2': 4.761}","{'F1': 0.07, 'F2': 5.046}"
"{'F1': 0.22, 'F2': 4.277}","{'F1': 0.22, 'F2': 3.939}"
"{'F1': 0.5, 'F2': 3.76}","{'F1': 0.5, 'F2': 1.183}"
"{'F1': 0.3, 'F2': 3.999}","{'F1': 0.3, 'F2': 3.699}"
"{'F1': 0.01, 'F2': 4.926}","{'F1': 0.01, 'F2': 5.411}"
"{'F1': 0.05, 'F2': 4.723}","{'F1': 0.05, 'F2': 5.059}"
"{'F1': 0.3, 'F2': 3.697}","{'F1': 0.25, 'F2': 3.58}"
"{'F1': 0.7, 'F2': 3.874}","{'F1': 0.7, 'F2': 3.487}"
"{'F1': 0.02, 'F2': 5.331}","{'F1': 0.02, 'F2': 5.301}"
"{'F1': 0.5, 'F2': 3.842}","{'F1': 0.5, 'F2': 3.815}"
"{'F1': 0.2, 'F2': 4.199}","{'F1': 0.2, 'F2': 3.602}"
"{'F1': 0.1, 'F2': 4.376}","{'F1': 0.1, 'F2': 1.907}"
"{'F1': 0.1, 'F2': 4.536}","{'F1': 0.1, 'F2': 4.556}"
"{'F1': 0.7, 'F2': 3.487}","{'F1': 0.7, 'F2': 3.372}"
"{'F1': 0.08, 'F2': 4.953}","{'F1': 0.08, 'F2': 4.912}"
"{'F1': 0.03, 'F2': 4.673}","{'F1': 0.03, 'F2': 3.954}"
"{'F1': 0.11, 'F2': 2.417}","{'F1': 0.1, 'F2': 1.439}"
"{'F1': 0.9, 'F2': 3.176}","{'F1': 0.9, 'F2': 1.237}"
"{'F1': 0.02, 'F2': 2.281}","{'F1': 0.02, 'F2': 3.59}"
"{'F1': 0.5, 'F2': 2.061}","{'F1': 0.5, 'F2': 1.242}"
"{'F1': 0.05, 'F2': 4.867}","{'F1': 0.05, 'F2': 7.614}"
"{'F1': 0.01, 'F2': 5.223}","{'F1': 0.01, 'F2': 7.206}"
"{'F1': 0.05, 'F2': 4.95}","{'F1': 0.05, 'F2': 4.719}"
"{'F1': 0.4, 'F2': 3.273}","{'F1': 0.4, 'F2': 3.923}"
"{'F1': 0.2, 'F2': 4.257}","{'F1': 0.2, 'F2': 6.049}"
"{'F1': 0.2, 'F2': 6.173}","{'F1': 0.2, 'F2': 6.263}"
"{'F1': 0.05, 'F2': 4.763}","{'F1': 0.05, 'F2': 3.176}"
"{'F1': 0.05, 'F2': 3.636}","{'F1': 0.05, 'F2': 1.131}"
