prompt_tokens,completion_tokens,total_tokens
958,462,1420
1222,98,1320
958,462,1420
1222,98,1320
958,462,1420
1222,102,1324
958,462,1420
1222,102,1324
958,462,1420
1222,98,1320
958,462,1420
958,462,1420
958,462,1420
958,462,1420
1222,102,1324
1222,98,1320
1222,98,1320
1222,98,1320
958,462,1420
1222,102,1324
1394,462,1856
1658,98,1756
1394,462,1856
1658,98,1756
1394,462,1856
1658,98,1756
1394,462,1856
1658,102,1760
1394,462,1856
1658,98,1756
1394,462,1856
1394,462,1856
1394,462,1856
1658,98,1756
1394,462,1856
1394,462,1856
1658,98,1756
1394,96,1490
1658,98,1756
1658,98,1756
1658,98,1756
1830,462,2292
2094,102,2196
1830,462,2292
1830,189,2019
1830,92,1922
2094,98,2192
1830,462,2292
1830,96,1926
1830,92,1922
2094,98,2192
1830,462,2292
1830,280,2110
1830,280,2110
1830,280,2110
1830,280,2110
1830,96,1926
1830,96,1926
2094,98,2192
1830,462,2292
1830,280,2110
1830,189,2019
1830,96,1926
2094,98,2192
1830,462,2292
1830,462,2292
1830,462,2292
1830,462,2292
1830,462,2292
1830,96,1926
1830,96,1926
2094,98,2192
2094,102,2196
1830,371,2201
2094,98,2192
1830,462,2292
1830,371,2201
1830,462,2292
2094,102,2196
1830,189,2019
1830,96,1926
2094,98,2192
2266,462,2728
2266,280,2546
2266,280,2546
2266,280,2546
2266,189,2455
2266,96,2362
2530,102,2632
2266,462,2728
2266,189,2455
2266,189,2455
2266,189,2455
2530,102,2632
2266,462,2728
2266,96,2362
2530,98,2628
2266,462,2728
2266,280,2546
2266,189,2455
2266,189,2455
2530,102,2632
2266,462,2728
2530,102,2632
2266,462,2728
2266,462,2728
2266,462,2728
2530,98,2628
2266,96,2362
2266,462,2728
2266,462,2728
2530,98,2628
2530,102,2632
2530,98,2628
2266,189,2455
2266,189,2455
2530,98,2628
2702,462,3164
2702,280,2982
2702,189,2891
2702,96,2798
2702,96,2798
2702,96,2798
2702,96,2798
2966,102,3068
2702,462,3164
2702,462,3164
2702,462,3164
2702,92,2794
2966,102,3068
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,462,3164
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,371,3073
2702,280,2982
2702,280,2982
2702,280,2982
2702,280,2982
2702,189,2891
2702,189,2891
2702,96,2798
2702,96,2798
2702,96,2798
2702,96,2798
2702,96,2798
2702,96,2798
2702,96,2798
2702,92,2794
2702,96,2798
2702,96,2798
2702,96,2798
2702,96,2798
2702,96,2798
2702,96,2798
2702,96,2798
2702,96,2798
2702,96,2798
2702,96,2798
2702,96,2798
