surrogate_model_prediction,benchmark_evaluation
"{'F1': 14.0, 'Latency': 21.0}","{'f1': 11.463333333333324, 'latency': 17.161035537719727}"
"{'F1': 14.0, 'Latency': 21.0}","{'f1': 8.719999999999999, 'latency': 22.57816791534424}"
"{'F1': 14.0, 'Latency': 21.0}","{'f1': 23.629999999999995, 'latency': 17.341556549072266}"
"{'F1': 14.0, 'Latency': 21.0}","{'f1': 11.216666666666654, 'latency': 17.34729766845703}"
"{'F1': 9.0, 'Latency': 18.5}","{'f1': 10.379999999999995, 'latency': 16.377239227294922}"
"{'F1': 9.0, 'Latency': 18.5}","{'f1': 16.539999999999992, 'latency': 18.89458179473877}"
"{'F1': 9.0, 'Latency': 18.5}","{'f1': 13.536666666666676, 'latency': 17.404255867004395}"
"{'F1': 9.0, 'Latency': 18.5}","{'f1': 13.799999999999997, 'latency': 22.801647186279297}"
"{'F1': 5.0, 'Latency': 15.0}","{'f1': 90.0, 'latency': 13.159713745117188}"
"{'F1': 5.0, 'Latency': 15.0}","{'f1': 24.709999999999994, 'latency': 18.07537078857422}"
"{'F1': 5.0, 'Latency': 15.0}","{'f1': 10.363333333333344, 'latency': 16.415104866027832}"
"{'F1': 5.0, 'Latency': 15.0}","{'f1': 19.91666666666667, 'latency': 17.474470138549805}"
"{'F1': 25.0, 'Latency': 16.0}","{'f1': 90.0, 'latency': 11.491026878356934}"
"{'F1': 25.0, 'Latency': 16.0}","{'f1': 27.013333333333335, 'latency': 18.04948329925537}"
"{'F1': 25.0, 'Latency': 16.0}","{'f1': 26.50999999999999, 'latency': 22.57608413696289}"
"{'F1': 25.0, 'Latency': 16.0}","{'f1': 53.75333333333333, 'latency': 20.870771408081055}"
"{'F1': 11.3, 'Latency': 15.8}","{'f1': 13.686666666666667, 'latency': 9.83133316040039}"
"{'F1': 11.3, 'Latency': 15.8}","{'f1': 11.974999999999994, 'latency': 18.415350914001465}"
"{'F1': 11.3, 'Latency': 15.8}","{'f1': 13.260000000000005, 'latency': 21.452970504760742}"
"{'F1': 11.3, 'Latency': 15.8}","{'f1': 12.693333333333328, 'latency': 16.43974781036377}"
"{'F1': 10.36, 'Latency': 16.42}","{'f1': 9.836666666666659, 'latency': 23.421998023986816}"
"{'F1': 10.36, 'Latency': 16.42}","{'f1': 15.769999999999996, 'latency': 9.819540977478027}"
"{'F1': 10.36, 'Latency': 16.42}","{'f1': 37.00666666666667, 'latency': 17.432146072387695}"
"{'F1': 10.36, 'Latency': 16.42}","{'f1': 13.786666666666676, 'latency': 20.90278148651123}"
