surrogate_model_prediction,benchmark_evaluation
"{'F1': 5.0, 'Latency': 20.0}","{'f1': 90.0, 'latency': 13.159713745117188}"
"{'F1': 5.0, 'Latency': 20.0}","{'f1': 9.329999999999998, 'latency': 20.798230171203613}"
"{'F1': 5.0, 'Latency': 20.0}","{'f1': 23.776666666666657, 'latency': 17.314906120300293}"
"{'F1': 5.0, 'Latency': 20.0}","{'f1': 8.08999999999999, 'latency': 23.596529960632324}"
"{'F1': 22.0, 'Latency': 16.5}","{'f1': 20.055000000000007, 'latency': 14.914608001708984}"
"{'F1': 22.0, 'Latency': 16.5}","{'f1': 45.70333333333334, 'latency': 8.148136138916016}"
"{'F1': 22.0, 'Latency': 16.5}","{'f1': 24.314999999999998, 'latency': 18.066372871398926}"
"{'F1': 22.0, 'Latency': 16.5}","{'f1': 13.765, 'latency': 11.487650871276855}"
"{'F1': 12.0, 'Latency': 19.0}","{'f1': 10.600000000000009, 'latency': 17.233867645263672}"
"{'F1': 12.0, 'Latency': 19.0}","{'f1': 42.89333333333334, 'latency': 21.404666900634766}"
"{'F1': 12.0, 'Latency': 19.0}","{'f1': 24.80333333333334, 'latency': 14.670219421386719}"
"{'F1': 12.0, 'Latency': 19.0}","{'f1': 90.0, 'latency': 11.526975631713867}"
"{'F1': 12.0, 'Latency': 13.5}","{'f1': 19.875, 'latency': 14.721360206604004}"
"{'F1': 12.0, 'Latency': 13.5}","{'f1': 24.08333333333333, 'latency': 14.812631607055664}"
"{'F1': 12.0, 'Latency': 13.5}","{'f1': 48.215, 'latency': 24.575605392456055}"
"{'F1': 12.0, 'Latency': 13.5}","{'f1': 26.53, 'latency': 18.219103813171387}"
"{'F1': 30.12, 'Latency': 16.54}","{'f1': 10.959999999999994, 'latency': 23.941216468811035}"
"{'F1': 30.12, 'Latency': 16.54}","{'f1': 44.09, 'latency': 17.231345176696777}"
"{'F1': 30.12, 'Latency': 16.54}","{'f1': 13.536666666666676, 'latency': 17.404255867004395}"
"{'F1': 30.12, 'Latency': 16.54}","{'f1': 13.324999999999989, 'latency': 17.547249794006348}"
"{'F1': 13.76, 'Latency': 12.49}","{'f1': 24.33, 'latency': 15.608062744140625}"
"{'F1': 13.76, 'Latency': 12.49}","{'f1': 29.10333333333334, 'latency': 8.994145393371582}"
"{'F1': 13.76, 'Latency': 12.49}","{'f1': 40.59666666666667, 'latency': 21.641621589660645}"
"{'F1': 13.76, 'Latency': 12.49}","{'f1': 13.61, 'latency': 9.78945255279541}"
"{'F1': 29.1, 'Latency': 8.99}","{'f1': 24.226666666666674, 'latency': 14.764847755432129}"
"{'F1': 29.1, 'Latency': 8.99}","{'f1': 11.14, 'latency': 17.218403816223145}"
"{'F1': 29.1, 'Latency': 8.99}","{'f1': 10.416666666666671, 'latency': 13.58893871307373}"
"{'F1': 29.1, 'Latency': 8.99}","{'f1': 19.59333333333332, 'latency': 13.936805725097656}"
"{'F1': 19.88, 'Latency': 14.72}","{'f1': 90.0, 'latency': 14.879074096679688}"
"{'F1': 19.88, 'Latency': 14.72}","{'f1': 37.43333333333334, 'latency': 17.247085571289062}"
"{'F1': 19.88, 'Latency': 14.72}","{'f1': 19.706666666666663, 'latency': 17.525877952575684}"
"{'F1': 19.88, 'Latency': 14.72}","{'f1': 15.069999999999993, 'latency': 24.89384651184082}"
"{'F1': 29.1, 'Latency': 8.99}","{'f1': 13.563333333333333, 'latency': 10.67023754119873}"
"{'F1': 29.1, 'Latency': 8.99}","{'f1': 19.85333333333334, 'latency': 13.853354454040527}"
"{'F1': 29.1, 'Latency': 8.99}","{'f1': 20.323333333333338, 'latency': 17.82970428466797}"
"{'F1': 29.1, 'Latency': 8.99}","{'f1': 13.620000000000005, 'latency': 14.061284065246582}"
"{'F1': 13.2, 'Latency': 11.25}","{'f1': 90.0, 'latency': 11.465206146240234}"
"{'F1': 13.2, 'Latency': 11.25}","{'f1': 43.96666666666666, 'latency': 16.60958766937256}"
"{'F1': 13.2, 'Latency': 11.25}","{'f1': 24.436666666666667, 'latency': 13.976888656616211}"
"{'F1': 13.2, 'Latency': 11.25}","{'f1': 37.724999999999994, 'latency': 13.276820182800293}"
"{'F1': 19.85, 'Latency': 14.67}","{'f1': 40.7, 'latency': 17.637405395507812}"
"{'F1': 19.85, 'Latency': 14.67}","{'f1': 90.0, 'latency': 15.594844818115234}"
"{'F1': 19.85, 'Latency': 14.67}","{'f1': 15.780000000000001, 'latency': 14.523491859436035}"
"{'F1': 19.85, 'Latency': 14.67}","{'f1': 13.299999999999997, 'latency': 15.613670349121094}"
"{'F1': 19.85, 'Latency': 13.85}","{'f1': 15.836666666666673, 'latency': 9.825439453125}"
"{'F1': 19.85, 'Latency': 13.85}","{'f1': 13.266666666666666, 'latency': 16.302385330200195}"
"{'F1': 19.85, 'Latency': 13.85}","{'f1': 90.0, 'latency': 15.6559419631958}"
"{'F1': 19.85, 'Latency': 13.85}","{'f1': 15.883333333333326, 'latency': 9.892287254333496}"
"{'F1': 24.44, 'Latency': 13.98}","{'f1': 13.34333333333332, 'latency': 10.633678436279297}"
"{'F1': 24.44, 'Latency': 13.98}","{'f1': 90.0, 'latency': 11.491026878356934}"
"{'F1': 24.44, 'Latency': 13.98}","{'f1': 90.0, 'latency': 19.260001182556152}"
"{'F1': 24.44, 'Latency': 13.98}","{'f1': 13.366666666666674, 'latency': 13.821768760681152}"
"{'F1': 12.0, 'Latency': 12.5}","{'f1': 90.0, 'latency': 11.500082015991211}"
"{'F1': 12.0, 'Latency': 12.5}","{'f1': 19.623333333333335, 'latency': 13.976130485534668}"
"{'F1': 12.0, 'Latency': 12.5}","{'f1': 24.039999999999992, 'latency': 14.653844833374023}"
"{'F1': 12.0, 'Latency': 12.5}","{'f1': 25.200000000000003, 'latency': 14.722414016723633}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 13.546666666666667, 'latency': 12.348747253417969}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 13.344999999999999, 'latency': 11.473932266235352}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 13.700000000000003, 'latency': 15.792179107666016}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 40.575, 'latency': 17.47877597808838}"
"{'F1': 29.1, 'Latency': 8.99}","{'f1': 13.686666666666667, 'latency': 9.83133316040039}"
"{'F1': 29.1, 'Latency': 8.99}","{'f1': 13.35499999999999, 'latency': 14.906549453735352}"
"{'F1': 29.1, 'Latency': 8.99}","{'f1': 90.0, 'latency': 10.680837631225586}"
"{'F1': 29.1, 'Latency': 8.99}","{'f1': 90.0, 'latency': 15.681424140930176}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 13.203333333333333, 'latency': 10.671820640563965}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 24.310000000000002, 'latency': 14.873089790344238}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 90.0, 'latency': 12.289891242980957}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 19.956666666666663, 'latency': 13.986930847167969}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 13.443333333333328, 'latency': 13.975234031677246}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 90.0, 'latency': 12.327055931091309}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 19.91666666666667, 'latency': 17.474470138549805}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 10.835000000000008, 'latency': 13.85589599609375}"
"{'F1': 24.23, 'Latency': 14.76}","{'f1': 26.950000000000003, 'latency': 18.107409477233887}"
"{'F1': 24.23, 'Latency': 14.76}","{'f1': 13.490000000000009, 'latency': 11.472864151000977}"
"{'F1': 24.23, 'Latency': 14.76}","{'f1': 20.14999999999999, 'latency': 14.085378646850586}"
"{'F1': 24.23, 'Latency': 14.76}","{'f1': 13.453333333333333, 'latency': 14.175882339477539}"
"{'F1': 10.0, 'Latency': 14.0}","{'f1': 24.076666666666668, 'latency': 17.196812629699707}"
"{'F1': 10.0, 'Latency': 14.0}","{'f1': 13.366666666666674, 'latency': 13.054814338684082}"
"{'F1': 10.0, 'Latency': 14.0}","{'f1': 11.216666666666654, 'latency': 17.34729766845703}"
"{'F1': 10.0, 'Latency': 14.0}","{'f1': 19.89999999999999, 'latency': 18.335423469543457}"
