surrogate_model_prediction,benchmark_evaluation
"{'Error': 13.12, 'Latency': 23.19}","{'error': 14.386666666666656, 'latency': 24.63217258453369}"
"{'Error': 13.12, 'Latency': 23.19}","{'error': 7.540000000000006, 'latency': 22.76515483856201}"
"{'Error': 13.12, 'Latency': 23.19}","{'error': 11.303333333333342, 'latency': 21.487793922424316}"
"{'Error': 13.12, 'Latency': 23.19}","{'error': 15.523333333333326, 'latency': 23.641767501831055}"
"{'Error': 9.0, 'Latency': 21.0}","{'error': 24.429999999999993, 'latency': 17.14643955230713}"
"{'Error': 9.0, 'Latency': 21.0}","{'error': 24.709999999999994, 'latency': 18.4169864654541}"
"{'Error': 9.0, 'Latency': 21.0}","{'error': 13.439999999999998, 'latency': 17.279491424560547}"
"{'Error': 9.0, 'Latency': 21.0}","{'error': 7.5533333333333275, 'latency': 20.86796283721924}"
"{'Error': 7.54, 'Latency': 22.77}","{'error': 20.33, 'latency': 18.9585018157959}"
"{'Error': 7.54, 'Latency': 22.77}","{'error': 41.22333333333333, 'latency': 21.325740814208984}"
"{'Error': 7.54, 'Latency': 22.77}","{'error': 90.0, 'latency': 11.464042663574219}"
"{'Error': 7.54, 'Latency': 22.77}","{'error': 20.376666666666665, 'latency': 18.222908973693848}"
"{'Error': 90.0, 'Latency': 11.46}","{'error': 90.0, 'latency': 11.491026878356934}"
"{'Error': 90.0, 'Latency': 11.46}","{'error': 90.0, 'latency': 13.159713745117188}"
"{'Error': 90.0, 'Latency': 11.46}","{'error': 90.0, 'latency': 13.159713745117188}"
"{'Error': 90.0, 'Latency': 11.46}","{'error': 13.633333333333326, 'latency': 14.7239351272583}"
"{'Error': 13.63, 'Latency': 14.72}","{'error': 12.91000000000001, 'latency': 16.526498794555664}"
"{'Error': 13.63, 'Latency': 14.72}","{'error': 38.4, 'latency': 17.287073135375977}"
"{'Error': 13.63, 'Latency': 14.72}","{'error': 10.275000000000006, 'latency': 19.669184684753418}"
"{'Error': 13.63, 'Latency': 14.72}","{'error': 26.67, 'latency': 18.1998872756958}"
"{'Error': 13.63, 'Latency': 14.72}","{'error': 15.634999999999991, 'latency': 12.329740524291992}"
"{'Error': 13.63, 'Latency': 14.72}","{'error': 9.799999999999997, 'latency': 19.6653413772583}"
"{'Error': 13.63, 'Latency': 14.72}","{'error': 37.06333333333333, 'latency': 13.034520149230957}"
"{'Error': 13.63, 'Latency': 14.72}","{'error': 13.123333333333335, 'latency': 20.586910247802734}"
"{'Error': 8.98, 'Latency': 20.18}","{'error': 10.060000000000002, 'latency': 18.996434211730957}"
"{'Error': 8.98, 'Latency': 20.18}","{'error': 13.686666666666667, 'latency': 9.83133316040039}"
"{'Error': 8.98, 'Latency': 20.18}","{'error': 13.379999999999995, 'latency': 10.662603378295898}"
"{'Error': 8.98, 'Latency': 20.18}","{'error': 19.75999999999999, 'latency': 13.94442081451416}"
"{'Error': 13.69, 'Latency': 9.83}","{'error': 11.186666666666667, 'latency': 14.0214204788208}"
"{'Error': 13.69, 'Latency': 9.83}","{'error': 30.74666666666667, 'latency': 13.1290864944458}"
"{'Error': 13.69, 'Latency': 9.83}","{'error': 41.21666666666667, 'latency': 16.106739044189453}"
"{'Error': 13.69, 'Latency': 9.83}","{'error': 15.969999999999999, 'latency': 13.240456581115723}"
"{'Error': 13.69, 'Latency': 9.83}","{'error': 45.70333333333334, 'latency': 8.148136138916016}"
"{'Error': 13.69, 'Latency': 9.83}","{'error': 19.723333333333343, 'latency': 17.28611946105957}"
"{'Error': 13.69, 'Latency': 9.83}","{'error': 20.65333333333335, 'latency': 21.24176025390625}"
"{'Error': 13.69, 'Latency': 9.83}","{'error': 48.995, 'latency': 24.97483253479004}"
"{'Error': 13.69, 'Latency': 9.83}","{'error': 15.730000000000004, 'latency': 13.157944679260254}"
"{'Error': 13.69, 'Latency': 9.83}","{'error': 12.49333333333334, 'latency': 11.457529067993164}"
"{'Error': 13.69, 'Latency': 9.83}","{'error': 29.08, 'latency': 9.05116081237793}"
"{'Error': 13.69, 'Latency': 9.83}","{'error': 15.883333333333326, 'latency': 9.892287254333496}"
"{'Error': 13.69, 'Latency': 9.83}","{'error': 13.586666666666659, 'latency': 10.695037841796875}"
"{'Error': 13.69, 'Latency': 9.83}","{'error': 15.836666666666673, 'latency': 9.825439453125}"
"{'Error': 13.69, 'Latency': 9.83}","{'error': 15.88000000000001, 'latency': 9.803366661071777}"
"{'Error': 13.69, 'Latency': 9.83}","{'error': 15.685000000000002, 'latency': 24.815821647644043}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 20.183333333333323, 'latency': 14.13839340209961}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 10.444999999999993, 'latency': 13.073019981384277}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 13.509999999999991, 'latency': 9.898338317871094}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 14.023333333333355, 'latency': 20.652308464050293}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 15.836666666666659, 'latency': 9.798097610473633}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 10.126666666666665, 'latency': 17.228116989135742}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 13.289999999999992, 'latency': 10.651845932006836}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 14.053333333333342, 'latency': 19.8245906829834}"
