surrogate_model_prediction,benchmark_evaluation
"{'Error': 9.78, 'Latency': 15.5}","{'error': 19.86, 'latency': 17.27565288543701}"
"{'Error': 9.78, 'Latency': 15.5}","{'error': 10.204999999999998, 'latency': 25.4237699508667}"
"{'Error': 9.78, 'Latency': 15.5}","{'error': 8.396666666666661, 'latency': 22.007246017456055}"
"{'Error': 9.78, 'Latency': 15.5}","{'error': 15.36333333333333, 'latency': 10.837492942810059}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 24.549999999999997, 'latency': 17.839527130126953}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 19.519999999999996, 'latency': 16.955065727233887}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 25.03, 'latency': 15.734567642211914}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 19.806666666666672, 'latency': 14.101457595825195}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 90.0, 'latency': 14.695944786071777}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 13.389999999999986, 'latency': 14.07768726348877}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 15.730000000000004, 'latency': 13.157944679260254}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 30.090000000000003, 'latency': 18.255395889282227}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 24.24666666666667, 'latency': 18.123178482055664}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 13.24333333333334, 'latency': 13.914785385131836}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 90.0, 'latency': 11.491026878356934}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 16.450000000000003, 'latency': 20.420761108398438}"
"{'Error': 15.36, 'Latency': 10.84}","{'error': 90.0, 'latency': 10.680837631225586}"
"{'Error': 15.36, 'Latency': 10.84}","{'error': 24.155, 'latency': 14.806547164916992}"
"{'Error': 15.36, 'Latency': 10.84}","{'error': 15.993333333333325, 'latency': 9.806761741638184}"
"{'Error': 15.36, 'Latency': 10.84}","{'error': 31.41333333333334, 'latency': 13.186836242675781}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 45.70333333333334, 'latency': 8.148136138916016}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 15.969999999999999, 'latency': 13.240456581115723}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 31.723333333333343, 'latency': 13.266730308532715}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 31.85666666666667, 'latency': 13.240523338317871}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 13.379999999999995, 'latency': 10.662603378295898}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 15.829999999999998, 'latency': 13.179678916931152}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 20.379999999999995, 'latency': 18.14032554626465}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 37.373333333333335, 'latency': 13.067340850830078}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 20.400000000000006, 'latency': 13.769545555114746}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 13.353333333333339, 'latency': 13.104443550109863}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 19.85333333333334, 'latency': 13.975262641906738}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 13.686666666666667, 'latency': 9.83133316040039}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 15.836666666666673, 'latency': 9.825439453125}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 29.10333333333334, 'latency': 8.994145393371582}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 13.633333333333326, 'latency': 14.7239351272583}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 20.335000000000008, 'latency': 13.107728958129883}"
"{'Error': 29.1, 'Latency': 8.99}","{'error': 15.680000000000007, 'latency': 9.829578399658203}"
"{'Error': 29.1, 'Latency': 8.99}","{'error': 15.680000000000007, 'latency': 9.829578399658203}"
"{'Error': 29.1, 'Latency': 8.99}","{'error': 29.39666666666666, 'latency': 8.985953330993652}"
"{'Error': 29.1, 'Latency': 8.99}","{'error': 13.483333333333348, 'latency': 10.646724700927734}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 13.623333333333335, 'latency': 10.687804222106934}"
"{'Error': 15.88, 'Latency': 9.8}","{'error': 29.08, 'latency': 9.05116081237793}"
