prompt_cost,completion_cost,total_cost
0.00013905,0.0002772,0.00041625
0.0001992,5.88e-05,0.000258
0.00015539999999999998,0.0002772,0.0004326
0.00021554999999999998,5.88e-05,0.00027435
0.00017174999999999997,0.0002772,0.00044895
0.00023189999999999997,5.88e-05,0.00029069999999999996
0.0001881,0.0002772,0.0004653
0.00024825,5.88e-05,0.00030705
0.00020444999999999998,0.0002772,0.00048165
0.0002646,5.88e-05,0.0003234
0.00022079999999999997,0.0002772,0.000498
0.00028094999999999997,5.88e-05,0.00033975
0.00023714999999999996,0.0002772,0.00051435
0.00029729999999999996,5.88e-05,0.0003561
0.0002535,0.0002772,0.0005307
0.00031365,5.88e-05,0.00037245000000000003
0.00026984999999999997,0.0002772,0.00054705
0.00032999999999999994,5.88e-05,0.00038879999999999996
0.00028619999999999996,0.0002772,0.0005633999999999999
0.00034635,6.12e-05,0.00040755
0.00030255,0.0002772,0.00057975
0.0003627,5.88e-05,0.0004215
0.00031889999999999995,0.0002772,0.0005961
0.0003790499999999999,6.12e-05,0.0004402499999999999
0.00033525,0.0002772,0.0006124500000000001
0.00039539999999999996,5.88e-05,0.0004542
0.0003516,0.0002772,0.0006288
0.00041174999999999995,5.88e-05,0.00047054999999999997
0.0003679499999999999,0.0002772,0.0006451499999999999
0.0004281,5.88e-05,0.0004869
0.00038429999999999996,0.0002772,0.0006615
0.00044444999999999993,5.88e-05,0.0005032499999999999
0.00040064999999999995,0.0002772,0.00067785
0.0004608,5.88e-05,0.0005195999999999999
0.000417,0.0002772,0.0006942000000000001
0.00047714999999999997,5.88e-05,0.00053595
0.00043334999999999994,0.0002772,0.0007105499999999999
0.0004934999999999999,5.88e-05,0.0005522999999999999
0.0004496999999999999,0.0002772,0.0007268999999999999
0.00050985,6.12e-05,0.0005710499999999999
0.00046604999999999997,0.0002772,0.00074325
0.0005262,6.12e-05,0.0005874
0.00048239999999999996,0.0002772,0.0007596
0.0005425499999999999,5.88e-05,0.00060135
0.00049875,0.0002772,0.00077595
0.0005589,5.88e-05,0.0006177
0.0005151,0.0002772,0.0007923
0.0005752499999999999,5.88e-05,0.0006340499999999999
0.0005314499999999999,0.0002772,0.00080865
0.0005915999999999999,5.88e-05,0.0006503999999999999
0.0005478,0.0002772,0.000825
0.00060795,6.12e-05,0.00066915
0.0005641499999999999,0.0002772,0.0008413499999999999
0.0006242999999999999,5.88e-05,0.0006831
0.0005804999999999999,0.0002772,0.0008576999999999999
0.00064065,5.88e-05,0.00069945
0.00059685,0.0002772,0.00087405
0.0006569999999999999,5.88e-05,0.0007157999999999999
0.0006131999999999999,0.0002772,0.0008904
0.0006733499999999999,5.88e-05,0.0007321499999999999
0.00062955,0.0002772,0.00090675
0.0006897,6.12e-05,0.0007509
0.0006458999999999999,0.0002772,0.0009230999999999999
0.00070605,5.88e-05,0.00076485
0.0006622499999999999,0.0002772,0.0009394499999999999
0.0007223999999999999,5.88e-05,0.0007811999999999999
0.0006786,0.0002772,0.0009558
0.0007387499999999999,5.88e-05,0.00079755
0.00069495,0.0002772,0.00097215
0.0007550999999999999,5.88e-05,0.0008138999999999999
0.0007112999999999999,0.0002772,0.0009884999999999998
0.00077145,5.88e-05,0.00083025
0.0007276499999999999,0.0002772,0.0010048499999999998
0.0007878,5.88e-05,0.0008466
0.0007439999999999999,0.0002772,0.0010211999999999999
0.0008041499999999999,5.88e-05,0.0008629499999999999
0.00076035,0.0002772,0.00103755
0.0008204999999999999,5.88e-05,0.0008793
0.0007767,0.0002772,0.0010539
0.0008368499999999999,5.88e-05,0.0008956499999999999
0.0007930499999999999,0.0002772,0.00107025
0.0008531999999999999,5.88e-05,0.0009119999999999999
0.0008093999999999999,0.0002772,0.0010866
0.00086955,6.12e-05,0.0009307499999999999
0.0008257499999999999,0.0002772,0.00110295
0.0008858999999999999,5.88e-05,0.0009446999999999999
0.0008420999999999999,0.0002772,0.0011193
0.0009022499999999998,5.88e-05,0.0009610499999999999
0.00085845,0.0002772,0.00113565
0.0009186,6.12e-05,0.0009798
0.0008747999999999999,0.0002772,0.0011519999999999998
0.0009349499999999999,5.88e-05,0.0009937499999999998
0.0008911499999999998,0.0002772,0.0011683499999999999
0.0009513,5.88e-05,0.0010100999999999999
0.0009075,0.0002772,0.0011847
0.0009676499999999999,5.88e-05,0.00102645
0.0009238499999999999,0.0002772,0.00120105
0.0009839999999999998,6.12e-05,0.0010451999999999998
0.0009402,0.0002772,0.0012174
0.00100035,5.88e-05,0.0010591499999999998
