prompt_cost,completion_cost,total_cost
0.00013905,0.0002772,0.00041625
0.0001992,5.88e-05,0.000258
0.00015539999999999998,0.0002772,0.0004326
0.00021554999999999998,5.88e-05,0.00027435
0.00017174999999999997,0.0002772,0.00044895
0.00023189999999999997,5.88e-05,0.00029069999999999996
0.0001881,0.0002772,0.0004653
0.00024825,5.88e-05,0.00030705
0.00020444999999999998,0.0002772,0.00048165
0.0002646,5.88e-05,0.0003234
0.00022079999999999997,0.0002772,0.000498
0.00028094999999999997,5.88e-05,0.00033975
0.00023714999999999996,0.0002772,0.00051435
0.00029729999999999996,5.88e-05,0.0003561
0.0002535,0.0002772,0.0005307
0.00031365,6.12e-05,0.00037485000000000003
0.00026984999999999997,0.0002772,0.00054705
0.00032999999999999994,5.88e-05,0.00038879999999999996
0.00028619999999999996,0.0002772,0.0005633999999999999
0.00034635,5.88e-05,0.00040515
0.00030255,0.0002772,0.00057975
0.0003627,5.88e-05,0.0004215
0.00031889999999999995,0.0002772,0.0005961
0.0003790499999999999,5.88e-05,0.00043784999999999994
0.00033525,0.0002772,0.0006124500000000001
0.00039539999999999996,5.88e-05,0.0004542
0.0003516,0.0002772,0.0006288
0.00041174999999999995,5.88e-05,0.00047054999999999997
0.0003679499999999999,0.0002772,0.0006451499999999999
0.0004281,5.88e-05,0.0004869
0.00038429999999999996,0.0002772,0.0006615
0.00044444999999999993,6.12e-05,0.00050565
0.00040064999999999995,0.0002772,0.00067785
0.0004608,5.88e-05,0.0005195999999999999
0.000417,0.0002772,0.0006942000000000001
0.00047714999999999997,6.12e-05,0.0005383499999999999
0.00043334999999999994,0.00026639999999999997,0.0006997499999999999
0.0004908,5.88e-05,0.0005496
0.00044699999999999997,0.0002772,0.0007241999999999999
0.0005071499999999999,5.88e-05,0.00056595
0.00046334999999999996,0.0002772,0.00074055
0.0005235,5.88e-05,0.0005823
0.00047969999999999995,0.0002772,0.0007569
0.0005398499999999999,5.88e-05,0.0005986499999999999
0.0004960499999999999,0.0002772,0.00077325
0.0005562,5.88e-05,0.000615
0.0005124,0.0002772,0.0007896
0.00057255,5.88e-05,0.00063135
0.0005287499999999999,0.0002772,0.0008059499999999999
0.0005889,5.88e-05,0.0006477
0.0005451,0.0002772,0.0008223
0.00060525,6.12e-05,0.00066645
0.00056145,0.0002772,0.00083865
0.0006215999999999999,5.88e-05,0.0006804
0.0005778,0.0002772,0.000855
0.0006379499999999999,5.88e-05,0.0006967499999999999
0.00059415,0.0002772,0.00087135
0.0006543,5.88e-05,0.0007131
0.0006104999999999999,0.0002772,0.0008877
0.00067065,5.88e-05,0.00072945
0.0006268499999999999,0.000276,0.0009028499999999999
0.0006866999999999999,6.18e-05,0.0007484999999999999
0.0006432,0.0002772,0.0009204
0.0007033499999999999,5.88e-05,0.00076215
0.00065955,0.0002772,0.00093675
0.0007196999999999999,5.88e-05,0.0007784999999999999
0.0006758999999999999,0.0002772,0.0009530999999999999
0.00073605,5.88e-05,0.00079485
0.0006922499999999999,0.0002772,0.00096945
0.0007524,5.88e-05,0.0008112
0.0007085999999999999,0.0002772,0.0009857999999999998
0.0007687499999999999,5.88e-05,0.0008275499999999999
0.00072495,0.0002772,0.00100215
0.0007851,5.88e-05,0.0008439
0.0007413,0.0002772,0.0010184999999999999
0.0008014499999999999,5.88e-05,0.0008602499999999999
0.0007576499999999999,0.0002772,0.00103485
0.0008177999999999999,5.88e-05,0.0008766
0.000774,0.0002772,0.0010512
0.00083415,5.88e-05,0.00089295
0.0007903499999999999,0.00026759999999999995,0.0010579499999999998
0.0008481,5.88e-05,0.0009069
0.0008066999999999999,0.0002772,0.0010839
0.0008668499999999998,5.88e-05,0.0009256499999999999
0.00082305,0.0002772,0.00110025
0.0008831999999999999,5.88e-05,0.0009419999999999999
0.0008393999999999999,0.0002772,0.0011166
0.0008995499999999999,5.88e-05,0.00095835
0.0008557499999999998,0.0002772,0.0011329499999999998
0.0009159,5.88e-05,0.0009747
0.0008720999999999999,0.0002772,0.0011492999999999998
0.0009322499999999999,5.88e-05,0.0009910499999999998
0.0008884499999999999,0.0002772,0.0011656499999999998
0.0008884499999999999,5.76e-05,0.0009460499999999999
0.0009485999999999999,5.88e-05,0.0010073999999999999
0.0009048,0.0002772,0.0011819999999999999
0.0009649499999999999,5.88e-05,0.00102375
0.0009211499999999999,0.0002772,0.00119835
0.0009813,5.88e-05,0.0010401
0.0009374999999999999,0.0002772,0.0012147
0.0009976499999999999,5.88e-05,0.0010564499999999998
