candidate_evaluations,hypervolume_contributions
"[[{'F1': 0.2, 'F2': 4.1}, {'F1': 0.3, 'F2': 4.0}, {'F1': 0.4, 'F2': 3.9}, {'F1': 0.1, 'F2': 4.2}, {'F1': 0.5, 'F2': 3.8}], [{'F1': 0.4, 'F2': 3.5}, {'F1': 0.35, 'F2': 3.6}, {'F1': 0.45, 'F2': 3.4}, {'F1': 0.38, 'F2': 3.7}, {'F1': 0.33, 'F2': 3.8}], [{'F1': 0.2, 'F2': 4.0}, {'F1': 0.2, 'F2': 4.1}, {'F1': 0.2, 'F2': 4.2}, {'F1': 0.2, 'F2': 4.3}, {'F1': 0.2, 'F2': 4.4}], [{'F1': 0.2, 'F2': 4.0}, {'F1': 0.3, 'F2': 3.8}, {'F1': 0.25, 'F2': 4.1}, {'F1': 0.15, 'F2': 4.5}, {'F1': 0.1, 'F2': 4.3}], [{'F1': 0.35, 'F2': 3.8}, {'F1': 0.4, 'F2': 3.7}, {'F1': 0.45, 'F2': 3.6}, {'F1': 0.3, 'F2': 4.0}, {'F1': 0.25, 'F2': 4.1}]]","[0.0, 0.0042691796569936935, 0.0, 0.0005738144700260239, 0.0]"
"[[{'F1': 0.2, 'F2': 4.0}, {'F1': 0.25, 'F2': 3.8}, {'F1': 0.15, 'F2': 4.2}, {'F1': 0.1, 'F2': 4.5}, {'F1': 0.3, 'F2': 3.7}], [{'F1': 0.25, 'F2': 4.0}, {'F1': 0.15, 'F2': 4.5}, {'F1': 0.3, 'F2': 3.8}, {'F1': 0.1, 'F2': 4.2}, {'F1': 0.2, 'F2': 3.9}], [{'F1': 0.35, 'F2': 3.8}, {'F1': 0.28, 'F2': 4.0}, {'F1': 0.3, 'F2': 3.7}, {'F1': 0.33, 'F2': 3.6}, {'F1': 0.29, 'F2': 4.1}], [{'F1': 0.3, 'F2': 4.0}, {'F1': 0.25, 'F2': 3.8}, {'F1': 0.2, 'F2': 4.1}, {'F1': 0.15, 'F2': 4.3}, {'F1': 0.1, 'F2': 4.5}], [{'F1': 0.25, 'F2': 4.2}, {'F1': 0.15, 'F2': 4.0}, {'F1': 0.2, 'F2': 4.5}, {'F1': 0.1, 'F2': 4.8}, {'F1': 0.3, 'F2': 3.9}]]","[0.019700963470894006, 0.012050103870546724, 0.0, 0.0005738144700260239, 0.0]"
"[[{'F1': 0.2, 'F2': 1.715}, {'F1': 0.3, 'F2': 1.8}, {'F1': 0.15, 'F2': 1.6}, {'F1': 0.25, 'F2': 1.9}, {'F1': 0.1, 'F2': 1.5}], [{'F1': 0.2, 'F2': 3.5}, {'F1': 0.15, 'F2': 3.8}, {'F1': 0.1, 'F2': 4.0}, {'F1': 0.25, 'F2': 3.2}, {'F1': 0.2, 'F2': 4.2}], [{'F1': 0.25, 'F2': 3.8}, {'F1': 0.22, 'F2': 3.7}, {'F1': 0.27, 'F2': 3.6}, {'F1': 0.24, 'F2': 3.9}, {'F1': 0.23, 'F2': 4.0}], [{'F1': 0.25, 'F2': 3.8}, {'F1': 0.3, 'F2': 3.6}, {'F1': 0.2, 'F2': 4.0}, {'F1': 0.35, 'F2': 3.5}, {'F1': 0.4, 'F2': 3.2}], [{'F1': 0.25, 'F2': 3.2}, {'F1': 0.2, 'F2': 3.5}, {'F1': 0.3, 'F2': 3.0}, {'F1': 0.15, 'F2': 3.8}, {'F1': 0.35, 'F2': 3.1}]]","[0.0, 0.015404551319436743, 0.0, 0.0, 0.0]"
"[[{'F1': 0.2, 'F2': 1.519}, {'F1': 0.1, 'F2': 1.616}, {'F1': 0.3, 'F2': 3.724}, {'F1': 0.4, 'F2': 3.535}, {'F1': 0.2, 'F2': 4.143}], [{'F1': 0.15, 'F2': 1.6}, {'F1': 0.15, 'F2': 1.55}, {'F1': 0.15, 'F2': 1.7}, {'F1': 0.15, 'F2': 1.45}, {'F1': 0.15, 'F2': 1.5}], [{'F1': 0.1, 'F2': 1.5}, {'F1': 0.12, 'F2': 1.6}, {'F1': 0.09, 'F2': 1.4}, {'F1': 0.11, 'F2': 1.55}, {'F1': 0.08, 'F2': 1.45}], [{'F1': 0.1, 'F2': 1.5}, {'F1': 0.1, 'F2': 1.6}, {'F1': 0.1, 'F2': 1.7}, {'F1': 0.1, 'F2': 1.8}, {'F1': 0.1, 'F2': 1.9}], [{'F1': 0.1, 'F2': 1.5}, {'F1': 0.1, 'F2': 1.6}, {'F1': 0.1, 'F2': 1.7}, {'F1': 0.1, 'F2': 1.4}, {'F1': 0.1, 'F2': 1.8}]]","[0.0, 0.002167792916211164, 0.014570841764242282, 0.0, 0.0012387388092633955]"
"[[{'F1': 0.04, 'F2': 0.999}, {'F1': 0.05, 'F2': 1.1}, {'F1': 0.03, 'F2': 0.95}, {'F1': 0.06, 'F2': 1.2}, {'F1': 0.02, 'F2': 0.85}], [{'F1': 0.01, 'F2': 1.0}, {'F1': 0.02, 'F2': 1.2}, {'F1': 0.03, 'F2': 1.5}, {'F1': 0.01, 'F2': 1.1}, {'F1': 0.02, 'F2': 1.3}], [{'F1': 0.05, 'F2': 0.999}, {'F1': 0.04, 'F2': 1.233}, {'F1': 0.03, 'F2': 1.567}, {'F1': 0.02, 'F2': 1.89}, {'F1': 0.01, 'F2': 2.234}], [{'F1': 0.02, 'F2': 0.98}, {'F1': 0.03, 'F2': 1.05}, {'F1': 0.01, 'F2': 0.95}, {'F1': 0.04, 'F2': 1.1}, {'F1': 0.02, 'F2': 1.0}], [{'F1': 0.02, 'F2': 1.012}, {'F1': 0.02, 'F2': 1.045}, {'F1': 0.02, 'F2': 1.087}, {'F1': 0.02, 'F2': 1.063}, {'F1': 0.02, 'F2': 1.034}]]","[0.0, 0.028399846370479764, 0.0, 0.014880716642411862, 0.02462209677884908]"
"[[{'F1': 0.02, 'F2': 1.005}, {'F1': 0.025, 'F2': 1.01}, {'F1': 0.015, 'F2': 1.02}, {'F1': 0.03, 'F2': 0.998}, {'F1': 0.01, 'F2': 1.03}], [{'F1': 0.05, 'F2': 1.12}, {'F1': 0.04, 'F2': 1.05}, {'F1': 0.06, 'F2': 1.1}, {'F1': 0.03, 'F2': 1.08}, {'F1': 0.07, 'F2': 1.15}], [{'F1': 0.05, 'F2': 1.002}, {'F1': 0.06, 'F2': 1.015}, {'F1': 0.04, 'F2': 0.995}, {'F1': 0.03, 'F2': 0.98}, {'F1': 0.02, 'F2': 0.97}], [{'F1': 0.04, 'F2': 1.012}, {'F1': 0.05, 'F2': 1.03}, {'F1': 0.03, 'F2': 0.995}, {'F1': 0.02, 'F2': 0.98}, {'F1': 0.01, 'F2': 0.967}], [{'F1': 0.02, 'F2': 0.999}, {'F1': 0.01, 'F2': 1.059}, {'F1': 0.03, 'F2': 1.519}, {'F1': 0.02, 'F2': 1.616}, {'F1': 0.01, 'F2': 1.519}]]","[0.00025341672013490246, 0.0, 0.0020114292403385914, 0.0006824918613836939, 0.0]"
"[[{'F1': 0.06, 'F2': 1.017}, {'F1': 0.06, 'F2': 1.023}, {'F1': 0.06, 'F2': 1.015}, {'F1': 0.06, 'F2': 1.02}, {'F1': 0.06, 'F2': 1.012}], [{'F1': 0.02, 'F2': 1.001}, {'F1': 0.02, 'F2': 0.998}, {'F1': 0.02, 'F2': 1.002}, {'F1': 0.02, 'F2': 1.003}, {'F1': 0.02, 'F2': 0.995}], [{'F1': 0.08, 'F2': 1.024}, {'F1': 0.08, 'F2': 1.056}, {'F1': 0.08, 'F2': 1.042}, {'F1': 0.08, 'F2': 1.012}, {'F1': 0.08, 'F2': 1.033}], [{'F1': 0.07, 'F2': 1.01}, {'F1': 0.07, 'F2': 1.02}, {'F1': 0.07, 'F2': 1.03}, {'F1': 0.07, 'F2': 1.04}, {'F1': 0.07, 'F2': 1.05}], [{'F1': 0.03, 'F2': 0.999}, {'F1': 0.05, 'F2': 0.946}, {'F1': 0.01, 'F2': 1.059}, {'F1': 0.1, 'F2': 1.616}, {'F1': 0.2, 'F2': 1.519}]]","[0.0, 0.00031935908427849213, 0.0, 0.0, 0.0]"
"[[{'F1': 0.02, 'F2': 0.939}, {'F1': 0.03, 'F2': 0.999}, {'F1': 0.01, 'F2': 1.059}, {'F1': 0.04, 'F2': 0.937}, {'F1': 0.05, 'F2': 0.946}], [{'F1': 0.01, 'F2': 1.059}, {'F1': 0.02, 'F2': 0.939}, {'F1': 0.03, 'F2': 0.999}, {'F1': 0.05, 'F2': 0.946}, {'F1': 0.1, 'F2': 1.616}], [{'F1': 0.01, 'F2': 1.059}, {'F1': 0.02, 'F2': 0.939}, {'F1': 0.03, 'F2': 0.999}, {'F1': 0.05, 'F2': 0.946}, {'F1': 0.01, 'F2': 1.059}], [{'F1': 0.01, 'F2': 0.999}, {'F1': 0.02, 'F2': 0.939}, {'F1': 0.03, 'F2': 0.999}, {'F1': 0.04, 'F2': 0.94}, {'F1': 0.05, 'F2': 0.946}], [{'F1': 0.01, 'F2': 1.059}, {'F1': 0.02, 'F2': 0.939}, {'F1': 0.03, 'F2': 0.999}, {'F1': 0.05, 'F2': 0.946}, {'F1': 0.1, 'F2': 1.616}]]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[[{'F1': 0.01, 'F2': 1.021}, {'F1': 0.02, 'F2': 0.959}, {'F1': 0.01, 'F2': 1.045}, {'F1': 0.03, 'F2': 0.99}, {'F1': 0.02, 'F2': 1.005}], [{'F1': 0.01, 'F2': 1.059}, {'F1': 0.01, 'F2': 0.939}, {'F1': 0.01, 'F2': 1.025}, {'F1': 0.01, 'F2': 1.1}, {'F1': 0.01, 'F2': 1.01}], [{'F1': 0.02, 'F2': 0.939}, {'F1': 0.03, 'F2': 0.999}, {'F1': 0.01, 'F2': 1.059}, {'F1': 0.05, 'F2': 0.946}, {'F1': 0.02, 'F2': 0.939}], [{'F1': 0.02, 'F2': 0.939}, {'F1': 0.01, 'F2': 1.059}, {'F1': 0.03, 'F2': 0.999}, {'F1': 0.05, 'F2': 0.946}, {'F1': 0.02, 'F2': 0.939}], [{'F1': 0.01, 'F2': 1.059}, {'F1': 0.02, 'F2': 0.939}, {'F1': 0.03, 'F2': 0.999}, {'F1': 0.05, 'F2': 0.946}, {'F1': 0.1, 'F2': 1.616}]]","[5.9230771050078346e-05, 0.0001744615438201702, 0.0, 0.0, 0.0]"
"[[{'F1': 0.03, 'F2': 0.999}, {'F1': 0.02, 'F2': 0.939}, {'F1': 0.01, 'F2': 0.983}, {'F1': 0.04, 'F2': 1.05}, {'F1': 0.05, 'F2': 0.946}], [{'F1': 0.02, 'F2': 0.939}, {'F1': 0.02, 'F2': 0.946}, {'F1': 0.02, 'F2': 0.983}, {'F1': 0.02, 'F2': 1.059}, {'F1': 0.02, 'F2': 0.999}], [{'F1': 0.05, 'F2': 0.946}, {'F1': 0.05, 'F2': 0.939}, {'F1': 0.05, 'F2': 0.999}, {'F1': 0.05, 'F2': 1.059}, {'F1': 0.05, 'F2': 1.616}], [{'F1': 0.02, 'F2': 0.939}, {'F1': 0.03, 'F2': 0.999}, {'F1': 0.05, 'F2': 0.946}, {'F1': 0.01, 'F2': 0.983}, {'F1': 0.01, 'F2': 1.059}], [{'F1': 0.01, 'F2': 0.983}, {'F1': 0.02, 'F2': 0.939}, {'F1': 0.03, 'F2': 0.999}, {'F1': 0.02, 'F2': 0.946}, {'F1': 0.01, 'F2': 1.059}]]","[0.0, 0.0, 0.0, 0.0, 0.0]"
