candidate_evaluations,hypervolume_contributions
"[[{'F1': 0.25, 'F2': 4.5}, {'F1': 0.3, 'F2': 4.1}, {'F1': 0.15, 'F2': 4.0}, {'F1': 0.22, 'F2': 3.8}, {'F1': 0.18, 'F2': 4.3}], [{'F1': 0.2, 'F2': 4.5}, {'F1': 0.3, 'F2': 4.3}, {'F1': 0.25, 'F2': 4.6}, {'F1': 0.15, 'F2': 4.2}, {'F1': 0.18, 'F2': 4.4}], [{'F1': 0.25, 'F2': 4.5}, {'F1': 0.3, 'F2': 4.0}, {'F1': 0.15, 'F2': 4.2}, {'F1': 0.35, 'F2': 3.8}, {'F1': 0.1, 'F2': 4.7}], [{'F1': 0.35, 'F2': 3.95}, {'F1': 0.32, 'F2': 4.1}, {'F1': 0.3, 'F2': 3.75}, {'F1': 0.4, 'F2': 4.0}, {'F1': 0.33, 'F2': 4.25}], [{'F1': 0.35, 'F2': 4.5}, {'F1': 0.25, 'F2': 4.2}, {'F1': 0.3, 'F2': 4.0}, {'F1': 0.2, 'F2': 3.8}, {'F1': 0.15, 'F2': 4.1}]]","[0.08286357602360472, 0.05470049687007794, 0.0675979126841062, 0.03251322873950713, 0.07093453260876248]"
"[[{'F1': 0.25, 'F2': 3.5}, {'F1': 0.15, 'F2': 4.1}, {'F1': 0.35, 'F2': 3.0}, {'F1': 0.05, 'F2': 5.0}, {'F1': 0.45, 'F2': 2.8}], [{'F1': 0.25, 'F2': 4.5}, {'F1': 0.35, 'F2': 4.0}, {'F1': 0.45, 'F2': 3.5}, {'F1': 0.4, 'F2': 3.8}, {'F1': 0.3, 'F2': 4.2}], [{'F1': 0.25, 'F2': 3.8}, {'F1': 0.15, 'F2': 4.1}, {'F1': 0.3, 'F2': 3.5}, {'F1': 0.35, 'F2': 3.7}, {'F1': 0.2, 'F2': 4.0}], [{'F1': 0.3, 'F2': 4.5}, {'F1': 0.2, 'F2': 4.1}, {'F1': 0.4, 'F2': 3.9}, {'F1': 0.5, 'F2': 3.5}, {'F1': 0.1, 'F2': 4.8}], [{'F1': 0.1, 'F2': 3.9}, {'F1': 0.2, 'F2': 3.5}, {'F1': 0.3, 'F2': 3.2}, {'F1': 0.4, 'F2': 3.0}, {'F1': 0.5, 'F2': 2.8}]]","[0.011289315534551037, 0.0, 0.0, 0.0, 0.11546461055060253]"
"[[{'F1': 0.2, 'F2': 3.5}, {'F1': 0.3, 'F2': 4.0}, {'F1': 0.4, 'F2': 3.2}, {'F1': 0.1, 'F2': 4.5}, {'F1': 0.25, 'F2': 3.8}], [{'F1': 0.1, 'F2': 4.5}, {'F1': 0.15, 'F2': 4.3}, {'F1': 0.2, 'F2': 4.1}, {'F1': 0.25, 'F2': 3.9}, {'F1': 0.3, 'F2': 3.7}], [{'F1': 0.3, 'F2': 3.5}, {'F1': 0.25, 'F2': 3.8}, {'F1': 0.35, 'F2': 3.2}, {'F1': 0.4, 'F2': 3.4}, {'F1': 0.2, 'F2': 4.0}], [{'F1': 0.25, 'F2': 3.5}, {'F1': 0.3, 'F2': 3.8}, {'F1': 0.22, 'F2': 3.6}, {'F1': 0.28, 'F2': 3.4}, {'F1': 0.35, 'F2': 3.9}], [{'F1': 0.15, 'F2': 4.5}, {'F1': 0.25, 'F2': 4.2}, {'F1': 0.35, 'F2': 3.9}, {'F1': 0.45, 'F2': 3.6}, {'F1': 0.55, 'F2': 3.3}]]","[0.0, 0.0, 0.018078143277879044, 0.012948995650201689, 0.0]"
"[[{'F1': 0.2, 'F2': 3.5}, {'F1': 0.25, 'F2': 3.9}, {'F1': 0.3, 'F2': 3.7}, {'F1': 0.15, 'F2': 4.1}, {'F1': 0.1, 'F2': 4.5}], [{'F1': 0.2, 'F2': 3.752}, {'F1': 0.3, 'F2': 3.942}, {'F1': 0.1, 'F2': 4.874}, {'F1': 0.4, 'F2': 3.936}, {'F1': 0.5, 'F2': 3.579}], [{'F1': 0.15, 'F2': 4.5}, {'F1': 0.25, 'F2': 4.2}, {'F1': 0.35, 'F2': 3.9}, {'F1': 0.45, 'F2': 3.5}, {'F1': 0.55, 'F2': 3.2}], [{'F1': 0.35, 'F2': 4.5}, {'F1': 0.32, 'F2': 4.2}, {'F1': 0.4, 'F2': 4.8}, {'F1': 0.29, 'F2': 4.1}, {'F1': 0.34, 'F2': 4.4}], [{'F1': 0.1, 'F2': 4.5}, {'F1': 0.1, 'F2': 4.6}, {'F1': 0.1, 'F2': 4.7}, {'F1': 0.1, 'F2': 4.8}, {'F1': 0.1, 'F2': 4.9}]]","[0.0, 0.0, 0.0, 0.0, 0.009144177123113217]"
"[[{'F1': 0.2, 'F2': 3.752}, {'F1': 0.3, 'F2': 3.942}, {'F1': 0.1, 'F2': 4.874}, {'F1': 0.4, 'F2': 3.936}, {'F1': 0.5, 'F2': 3.579}], [{'F1': 0.25, 'F2': 3.5}, {'F1': 0.3, 'F2': 3.8}, {'F1': 0.35, 'F2': 4.0}, {'F1': 0.4, 'F2': 4.5}, {'F1': 0.45, 'F2': 4.2}], [{'F1': 0.25, 'F2': 3.5}, {'F1': 0.2, 'F2': 3.2}, {'F1': 0.15, 'F2': 3.8}, {'F1': 0.3, 'F2': 3.1}, {'F1': 0.1, 'F2': 4.0}], [{'F1': 0.2, 'F2': 3.5}, {'F1': 0.3, 'F2': 3.2}, {'F1': 0.4, 'F2': 3.0}, {'F1': 0.1, 'F2': 4.0}, {'F1': 0.5, 'F2': 2.8}], [{'F1': 0.05, 'F2': 4.5}, {'F1': 0.1, 'F2': 4.2}, {'F1': 0.2, 'F2': 4.0}, {'F1': 0.15, 'F2': 4.1}, {'F1': 0.25, 'F2': 3.8}]]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[[{'F1': 0.12, 'F2': 4.5}, {'F1': 0.15, 'F2': 4.2}, {'F1': 0.06, 'F2': 4.7}, {'F1': 0.09, 'F2': 4.3}, {'F1': 0.11, 'F2': 4.6}], [{'F1': 0.05, 'F2': 4.567}, {'F1': 0.15, 'F2': 4.321}, {'F1': 0.25, 'F2': 4.198}, {'F1': 0.35, 'F2': 4.012}, {'F1': 0.45, 'F2': 3.876}], [{'F1': 0.05, 'F2': 4.5}, {'F1': 0.03, 'F2': 4.75}, {'F1': 0.02, 'F2': 5.1}, {'F1': 0.04, 'F2': 4.3}, {'F1': 0.06, 'F2': 4.9}], [{'F1': 0.06, 'F2': 3.5}, {'F1': 0.16, 'F2': 3.8}, {'F1': 0.26, 'F2': 4.1}, {'F1': 0.36, 'F2': 4.4}, {'F1': 0.46, 'F2': 4.7}], [{'F1': 0.1, 'F2': 1.464}, {'F1': 0.2, 'F2': 3.752}, {'F1': 0.4, 'F2': 3.936}, {'F1': 0.3, 'F2': 3.942}, {'F1': 0.5, 'F2': 3.579}]]","[0.0, 0.0, 0.005859681580482556, 0.0, 0.0]"
"[[{'F1': 0.15, 'F2': 4.5}, {'F1': 0.2, 'F2': 4.2}, {'F1': 0.25, 'F2': 4.0}, {'F1': 0.3, 'F2': 3.8}, {'F1': 0.35, 'F2': 3.6}], [{'F1': 0.05, 'F2': 5.0}, {'F1': 0.15, 'F2': 4.5}, {'F1': 0.25, 'F2': 4.0}, {'F1': 0.35, 'F2': 3.5}, {'F1': 0.45, 'F2': 3.0}], [{'F1': 0.15, 'F2': 4.5}, {'F1': 0.25, 'F2': 4.0}, {'F1': 0.2, 'F2': 4.2}, {'F1': 0.1, 'F2': 4.8}, {'F1': 0.3, 'F2': 3.9}], [{'F1': 0.25, 'F2': 4.5}, {'F1': 0.3, 'F2': 4.0}, {'F1': 0.2, 'F2': 4.7}, {'F1': 0.35, 'F2': 4.2}, {'F1': 0.4, 'F2': 3.8}], [{'F1': 0.28, 'F2': 4.177}, {'F1': 0.4, 'F2': 3.936}, {'F1': 0.5, 'F2': 3.579}, {'F1': 0.1, 'F2': 1.464}, {'F1': 0.2, 'F2': 3.752}]]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[[{'F1': 0.05, 'F2': 4.9}, {'F1': 0.15, 'F2': 4.8}, {'F1': 0.25, 'F2': 4.7}, {'F1': 0.35, 'F2': 4.6}, {'F1': 0.45, 'F2': 4.5}], [{'F1': 0.25, 'F2': 3.5}, {'F1': 0.3, 'F2': 3.75}, {'F1': 0.2, 'F2': 3.2}, {'F1': 0.35, 'F2': 4.0}, {'F1': 0.15, 'F2': 3.9}], [{'F1': 0.4, 'F2': 3.5}, {'F1': 0.5, 'F2': 3.1}, {'F1': 0.3, 'F2': 3.8}, {'F1': 0.6, 'F2': 3.3}, {'F1': 0.2, 'F2': 4.0}], [{'F1': 0.12, 'F2': 4.5}, {'F1': 0.11, 'F2': 4.6}, {'F1': 0.13, 'F2': 4.4}, {'F1': 0.14, 'F2': 4.7}, {'F1': 0.15, 'F2': 4.8}], [{'F1': 0.1, 'F2': 4.874}, {'F1': 0.2, 'F2': 3.752}, {'F1': 0.3, 'F2': 3.942}, {'F1': 0.4, 'F2': 3.936}, {'F1': 0.5, 'F2': 3.579}]]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[[{'F1': 0.2, 'F2': 4.0}, {'F1': 0.2, 'F2': 4.5}, {'F1': 0.2, 'F2': 3.8}, {'F1': 0.2, 'F2': 3.5}, {'F1': 0.2, 'F2': 4.2}], [{'F1': 0.4, 'F2': 3.5}, {'F1': 0.4, 'F2': 3.9}, {'F1': 0.4, 'F2': 3.7}, {'F1': 0.4, 'F2': 4.1}, {'F1': 0.4, 'F2': 4.0}], [{'F1': 0.05, 'F2': 4.963}, {'F1': 0.05, 'F2': 4.962}, {'F1': 0.05, 'F2': 4.961}, {'F1': 0.05, 'F2': 4.964}, {'F1': 0.05, 'F2': 4.965}], [{'F1': 0.01, 'F2': 5.019}, {'F1': 0.01, 'F2': 4.973}, {'F1': 0.01, 'F2': 4.841}, {'F1': 0.01, 'F2': 4.874}, {'F1': 0.01, 'F2': 4.763}], [{'F1': 0.3, 'F2': 3.5}, {'F1': 0.3, 'F2': 3.8}, {'F1': 0.3, 'F2': 3.2}, {'F1': 0.3, 'F2': 4.0}, {'F1': 0.3, 'F2': 3.7}]]","[0.0, 0.0, 0.0, 0.0011441233722411237, 0.0]"
"[[{'F1': 0.01, 'F2': 4.973}, {'F1': 0.1, 'F2': 4.874}, {'F1': 0.2, 'F2': 3.752}, {'F1': 0.3, 'F2': 3.942}, {'F1': 0.2, 'F2': 3.579}], [{'F1': 0.2, 'F2': 3.752}, {'F1': 0.3, 'F2': 3.942}, {'F1': 0.1, 'F2': 4.874}, {'F1': 0.4, 'F2': 3.936}, {'F1': 0.5, 'F2': 3.579}], [{'F1': 0.25, 'F2': 3.5}, {'F1': 0.35, 'F2': 3.3}, {'F1': 0.28, 'F2': 3.8}, {'F1': 0.32, 'F2': 3.7}, {'F1': 0.3, 'F2': 3.6}], [{'F1': 0.02, 'F2': 4.973}, {'F1': 0.05, 'F2': 4.763}, {'F1': 0.1, 'F2': 4.874}, {'F1': 0.15, 'F2': 4.841}, {'F1': 0.2, 'F2': 3.752}], [{'F1': 0.05, 'F2': 4.763}, {'F1': 0.05, 'F2': 0.983}, {'F1': 0.05, 'F2': 5.019}, {'F1': 0.05, 'F2': 4.973}, {'F1': 0.05, 'F2': 4.841}]]","[0.0, 0.0, 0.0, 0.0, 0.0]"
