candidate_evaluations,hypervolume_contributions
"[[{'F1': 0.01, 'F2': 5.1}, {'F1': 0.01, 'F2': 4.8}, {'F1': 0.01, 'F2': 5.0}, {'F1': 0.01, 'F2': 5.2}, {'F1': 0.01, 'F2': 4.9}], [{'F1': 0.1, 'F2': 4.5}, {'F1': 0.1, 'F2': 4.6}, {'F1': 0.1, 'F2': 4.4}, {'F1': 0.1, 'F2': 4.7}, {'F1': 0.1, 'F2': 4.3}], [{'F1': 0.3, 'F2': 4.2}, {'F1': 0.25, 'F2': 4.0}, {'F1': 0.2, 'F2': 4.5}, {'F1': 0.35, 'F2': 4.1}, {'F1': 0.4, 'F2': 3.9}], [{'F1': 0.2, 'F2': 4.5}, {'F1': 0.2, 'F2': 4.6}, {'F1': 0.2, 'F2': 4.7}, {'F1': 0.2, 'F2': 4.4}, {'F1': 0.2, 'F2': 4.3}], [{'F1': 0.05, 'F2': 5.0}, {'F1': 0.06, 'F2': 4.9}, {'F1': 0.07, 'F2': 4.8}, {'F1': 0.04, 'F2': 5.1}, {'F1': 0.08, 'F2': 4.7}]]","[0.036735530285832874, 0.07207855228622617, 0.022910053293910604, 0.006168091271437248, 0.023376149516616263]"
"[[{'F1': 0.05, 'F2': 5.0}, {'F1': 0.1, 'F2': 4.8}, {'F1': 0.15, 'F2': 4.6}, {'F1': 0.2, 'F2': 4.4}, {'F1': 0.25, 'F2': 4.2}], [{'F1': 0.25, 'F2': 3.8}, {'F1': 0.3, 'F2': 3.5}, {'F1': 0.35, 'F2': 3.2}, {'F1': 0.4, 'F2': 3.0}, {'F1': 0.45, 'F2': 2.8}], [{'F1': 0.25, 'F2': 4.0}, {'F1': 0.3, 'F2': 4.2}, {'F1': 0.35, 'F2': 4.1}, {'F1': 0.2, 'F2': 3.9}, {'F1': 0.4, 'F2': 4.3}], [{'F1': 0.25, 'F2': 4.2}, {'F1': 0.35, 'F2': 4.1}, {'F1': 0.3, 'F2': 4.4}, {'F1': 0.4, 'F2': 4.0}, {'F1': 0.2, 'F2': 4.6}], [{'F1': 0.3, 'F2': 4.0}, {'F1': 0.25, 'F2': 4.1}, {'F1': 0.35, 'F2': 4.2}, {'F1': 0.4, 'F2': 4.3}, {'F1': 0.2, 'F2': 4.5}]]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[[{'F1': 0.1, 'F2': 1.492}, {'F1': 0.15, 'F2': 4.2}, {'F1': 0.15, 'F2': 4.1}, {'F1': 0.15, 'F2': 4.3}, {'F1': 0.15, 'F2': 4.5}], [{'F1': 0.01, 'F2': 4.25}, {'F1': 0.01, 'F2': 4.1}, {'F1': 0.01, 'F2': 4.3}, {'F1': 0.01, 'F2': 4.0}, {'F1': 0.01, 'F2': 4.15}], [{'F1': 0.2, 'F2': 4.5}, {'F1': 0.2, 'F2': 4.3}, {'F1': 0.2, 'F2': 4.2}, {'F1': 0.2, 'F2': 4.6}, {'F1': 0.2, 'F2': 4.4}], [{'F1': 0.3, 'F2': 4.5}, {'F1': 0.3, 'F2': 4.3}, {'F1': 0.3, 'F2': 4.0}, {'F1': 0.3, 'F2': 4.2}, {'F1': 0.3, 'F2': 4.1}], [{'F1': 0.05, 'F2': 4.1}, {'F1': 0.05, 'F2': 4.2}, {'F1': 0.05, 'F2': 4.3}, {'F1': 0.05, 'F2': 4.0}, {'F1': 0.05, 'F2': 4.15}]]","[0.0, 0.033560132603766446, 0.0, 0.0, 0.0]"
"[[{'F1': 0.2, 'F2': 4.3}, {'F1': 0.25, 'F2': 4.1}, {'F1': 0.15, 'F2': 4.5}, {'F1': 0.3, 'F2': 4.0}, {'F1': 0.1, 'F2': 4.7}], [{'F1': 0.25, 'F2': 4.2}, {'F1': 0.3, 'F2': 4.5}, {'F1': 0.2, 'F2': 4.0}, {'F1': 0.15, 'F2': 4.3}, {'F1': 0.35, 'F2': 4.1}], [{'F1': 0.15, 'F2': 4.0}, {'F1': 0.12, 'F2': 4.2}, {'F1': 0.18, 'F2': 3.8}, {'F1': 0.14, 'F2': 4.1}, {'F1': 0.16, 'F2': 3.9}], [{'F1': 0.25, 'F2': 4.0}, {'F1': 0.3, 'F2': 4.1}, {'F1': 0.35, 'F2': 4.2}, {'F1': 0.4, 'F2': 4.3}, {'F1': 0.3, 'F2': 4.5}], [{'F1': 0.1, 'F2': 4.2}, {'F1': 0.2, 'F2': 4.1}, {'F1': 0.15, 'F2': 4.3}, {'F1': 0.25, 'F2': 4.0}, {'F1': 0.12, 'F2': 4.4}]]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[[{'F1': 0.1, 'F2': 4.0}, {'F1': 0.2, 'F2': 4.5}, {'F1': 0.15, 'F2': 4.3}, {'F1': 0.12, 'F2': 4.1}, {'F1': 0.08, 'F2': 4.7}], [{'F1': 0.01, 'F2': 5.411}, {'F1': 0.1, 'F2': 1.492}, {'F1': 0.05, 'F2': 4.15}, {'F1': 0.2, 'F2': 4.044}, {'F1': 0.3, 'F2': 4.27}], [{'F1': 0.01, 'F2': 5.411}, {'F1': 0.02, 'F2': 5.3}, {'F1': 0.03, 'F2': 5.2}, {'F1': 0.04, 'F2': 5.1}, {'F1': 0.05, 'F2': 5.0}], [{'F1': 0.05, 'F2': 1.492}, {'F1': 0.1, 'F2': 2.0}, {'F1': 0.1, 'F2': 2.5}, {'F1': 0.05, 'F2': 1.8}, {'F1': 0.1, 'F2': 3.0}], [{'F1': 0.1, 'F2': 1.492}, {'F1': 0.1, 'F2': 4.874}, {'F1': 0.1, 'F2': 4.15}, {'F1': 0.1, 'F2': 5.411}, {'F1': 0.1, 'F2': 3.961}]]","[0.0, 0.0, 0.002174598956269813, 0.020742008052236693, 0.0]"
"[[{'F1': 0.15, 'F2': 3.8}, {'F1': 0.15, 'F2': 3.9}, {'F1': 0.15, 'F2': 4.0}, {'F1': 0.15, 'F2': 4.1}, {'F1': 0.15, 'F2': 4.2}], [{'F1': 0.2, 'F2': 4.0}, {'F1': 0.2, 'F2': 4.1}, {'F1': 0.2, 'F2': 3.9}, {'F1': 0.2, 'F2': 4.2}, {'F1': 0.2, 'F2': 4.05}], [{'F1': 0.3, 'F2': 3.5}, {'F1': 0.3, 'F2': 4.0}, {'F1': 0.3, 'F2': 3.8}, {'F1': 0.3, 'F2': 4.2}, {'F1': 0.3, 'F2': 3.9}], [{'F1': 0.01, 'F2': 5.5}, {'F1': 0.01, 'F2': 5.4}, {'F1': 0.01, 'F2': 5.6}, {'F1': 0.01, 'F2': 5.3}, {'F1': 0.01, 'F2': 5.2}], [{'F1': 0.05, 'F2': 1.528}, {'F1': 0.1, 'F2': 1.492}, {'F1': 0.01, 'F2': 5.411}, {'F1': 0.1, 'F2': 4.874}, {'F1': 0.2, 'F2': 3.961}]]","[0.0, 0.0, 0.0, 0.0002291244111012336, 0.0]"
"[[{'F1': 0.2, 'F2': 4.0}, {'F1': 0.2, 'F2': 4.2}, {'F1': 0.2, 'F2': 4.1}, {'F1': 0.2, 'F2': 3.9}, {'F1': 0.2, 'F2': 4.3}], [{'F1': 0.2, 'F2': 3.5}, {'F1': 0.3, 'F2': 3.7}, {'F1': 0.25, 'F2': 3.8}, {'F1': 0.35, 'F2': 3.9}, {'F1': 0.15, 'F2': 3.6}], [{'F1': 0.15, 'F2': 4.0}, {'F1': 0.12, 'F2': 4.2}, {'F1': 0.1, 'F2': 4.5}, {'F1': 0.2, 'F2': 3.8}, {'F1': 0.18, 'F2': 4.1}], [{'F1': 0.3, 'F2': 4.2}, {'F1': 0.25, 'F2': 4.1}, {'F1': 0.35, 'F2': 4.3}, {'F1': 0.4, 'F2': 4.5}, {'F1': 0.2, 'F2': 4.0}], [{'F1': 0.1, 'F2': 3.5}, {'F1': 0.15, 'F2': 3.2}, {'F1': 0.2, 'F2': 3.8}, {'F1': 0.12, 'F2': 3.6}, {'F1': 0.08, 'F2': 3.9}]]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[[{'F1': 0.25, 'F2': 3.5}, {'F1': 0.3, 'F2': 3.8}, {'F1': 0.4, 'F2': 4.0}, {'F1': 0.35, 'F2': 4.2}, {'F1': 0.2, 'F2': 3.2}], [{'F1': 0.05, 'F2': 1.528}, {'F1': 0.01, 'F2': 0.983}, {'F1': 0.1, 'F2': 4.874}, {'F1': 0.2, 'F2': 4.535}, {'F1': 0.05, 'F2': 4.15}], [{'F1': 0.1, 'F2': 1.492}, {'F1': 0.2, 'F2': 2.052}, {'F1': 0.05, 'F2': 1.528}, {'F1': 0.01, 'F2': 0.983}, {'F1': 0.3, 'F2': 4.27}], [{'F1': 0.3, 'F2': 3.5}, {'F1': 0.3, 'F2': 3.0}, {'F1': 0.3, 'F2': 3.8}, {'F1': 0.3, 'F2': 4.1}, {'F1': 0.3, 'F2': 4.5}], [{'F1': 0.4, 'F2': 3.5}, {'F1': 0.4, 'F2': 4.0}, {'F1': 0.4, 'F2': 4.5}, {'F1': 0.4, 'F2': 4.2}, {'F1': 0.4, 'F2': 3.8}]]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[[{'F1': 0.01, 'F2': 1.0}, {'F1': 0.02, 'F2': 1.1}, {'F1': 0.03, 'F2': 1.2}, {'F1': 0.04, 'F2': 1.3}, {'F1': 0.05, 'F2': 1.4}], [{'F1': 0.2, 'F2': 3.5}, {'F1': 0.3, 'F2': 3.8}, {'F1': 0.4, 'F2': 4.0}, {'F1': 0.1, 'F2': 3.2}, {'F1': 0.5, 'F2': 4.2}], [{'F1': 0.02, 'F2': 1.5}, {'F1': 0.03, 'F2': 1.6}, {'F1': 0.04, 'F2': 1.7}, {'F1': 0.05, 'F2': 1.8}, {'F1': 0.06, 'F2': 1.9}], [{'F1': 0.2, 'F2': 3.5}, {'F1': 0.25, 'F2': 3.8}, {'F1': 0.3, 'F2': 4.0}, {'F1': 0.15, 'F2': 3.2}, {'F1': 0.1, 'F2': 4.1}], [{'F1': 0.15, 'F2': 3.5}, {'F1': 0.15, 'F2': 3.8}, {'F1': 0.15, 'F2': 4.0}, {'F1': 0.15, 'F2': 4.3}, {'F1': 0.15, 'F2': 4.5}]]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[[{'F1': 0.01, 'F2': 2.1}, {'F1': 0.02, 'F2': 2.3}, {'F1': 0.03, 'F2': 2.5}, {'F1': 0.04, 'F2': 2.7}, {'F1': 0.05, 'F2': 2.9}], [{'F1': 0.1, 'F2': 1.5}, {'F1': 0.2, 'F2': 2.0}, {'F1': 0.3, 'F2': 3.0}, {'F1': 0.15, 'F2': 2.5}, {'F1': 0.25, 'F2': 3.5}], [{'F1': 0.2, 'F2': 3.5}, {'F1': 0.25, 'F2': 3.8}, {'F1': 0.15, 'F2': 3.2}, {'F1': 0.3, 'F2': 4.0}, {'F1': 0.1, 'F2': 3.0}], [{'F1': 0.15, 'F2': 3.75}, {'F1': 0.2, 'F2': 3.5}, {'F1': 0.1, 'F2': 4.0}, {'F1': 0.25, 'F2': 4.1}, {'F1': 0.3, 'F2': 3.9}], [{'F1': 0.01, 'F2': 2.281}, {'F1': 0.05, 'F2': 4.15}, {'F1': 0.1, 'F2': 4.874}, {'F1': 0.2, 'F2': 2.052}, {'F1': 0.3, 'F2': 4.27}]]","[0.0, 0.0, 0.0, 0.0, 0.0]"
