configs,runtime_traj,F1,F2
"{'x0': 0.5, 'x1': 0.5, 'x2': 0.5, 'x3': 0.5, 'x4': 0.5, 'x5': 0.5, 'x6': 0.5, 'x7': 0.5, 'x8': 0.5, 'x9': 0.5, 'problem': 'zdt4'}",5.110769605998939,0.5,1.975
"{'x0': 0.7340429696347311, 'x1': 0.5043868931613189, 'x2': 0.640364332564056, 'x3': 0.3997920777187144, 'x4': 0.971397651214524, 'x5': 0.3992014618504318, 'x6': 0.19401821305908, 'x7': 0.6812535355671672, 'x8': 0.4531698258951118, 'x9': 0.7038818157656254, 'problem': 'zdt4'}",5.110724445999949,0.734,76.923
"{'x0': 0.6778443501212649, 'x1': 0.5711862915010029, 'x2': 0.4333667528204988, 'x3': 0.7180421762649241, 'x4': 0.9070783962814556, 'x5': 0.5148575064802305, 'x6': 0.4692010930848463, 'x7': 0.6796321284103066, 'x8': 0.0032636883353964, 'x9': 0.3965148684141295, 'problem': 'zdt4'}",5.110753715998726,0.678,54.451
"{'x0': 0.7318931376466036, 'x1': 0.8638796017487235, 'x2': 0.0382016593167963, 'x3': 0.5877027950265935, 'x4': 0.4265565864231826, 'x5': 0.1720903268117185, 'x6': 0.0284795165563022, 'x7': 0.2866160192754476, 'x8': 0.608754102832726, 'x9': 0.6855344528676377, 'problem': 'zdt4'}",5.110712715999398,0.732,77.339
"{'x0': 0.040359629979555, 'x1': 0.6465394960178321, 'x2': 0.5981574221816082, 'x3': 0.8341555634765404, 'x4': 0.5863880505057937, 'x5': 0.3204258787213321, 'x6': 0.0811467023759087, 'x7': 0.4282276329904267, 'x8': 0.0562288781214489, 'x9': 0.0232782032369937, 'problem': 'zdt4'}",5.110734695999781,0.04,68.751
"{'x0': 0.7355883628074417, 'x1': 0.8678331744756569, 'x2': 0.3534827890132617, 'x3': 0.2392958377386221, 'x4': 0.9334035671807428, 'x5': 0.9304550535324608, 'x6': 0.1463008723097185, 'x7': 0.7028375086463912, 'x8': 0.9091007390046756, 'x9': 0.839636107676414, 'problem': 'zdt4'}",5.11078706599983,0.736,98.288
"{'x0': 0.2518139081994501, 'x1': 0.2361720675635813, 'x2': 0.6597377501112043, 'x3': 0.2492071264595919, 'x4': 0.9492917877870732, 'x5': 0.2009813360824245, 'x6': 0.9040597380329524, 'x7': 0.7319530922222683, 'x8': 0.481166503007624, 'x9': 0.1028821675819938, 'problem': 'zdt4'}",5.110681866999585,0.252,106.688
"{'x0': 0.1580997917581154, 'x1': 0.0390674602041951, 'x2': 0.8283655416090964, 'x3': 0.3611241318992939, 'x4': 0.0012385814181785, 'x5': 0.4161031699003555, 'x6': 0.483265677588464, 'x7': 0.3443097317133045, 'x8': 0.1742167552858812, 'x9': 0.2451505118601846, 'problem': 'zdt4'}",5.110744595998767,0.158,82.023
"{'x0': 0.6578266915877256, 'x1': 0.3102979735377194, 'x2': 0.304868672895063, 'x3': 0.9936151276183488, 'x4': 0.0794678532411052, 'x5': 0.8375520343273689, 'x6': 0.9923442924070656, 'x7': 0.2583625915237029, 'x8': 0.8175615530160192, 'x9': 0.2101872139918207, 'problem': 'zdt4'}",5.1107791459999135,0.658,105.487
"{'x0': 0.4321175770865605, 'x1': 0.9101584746277772, 'x2': 0.3141464524534073, 'x3': 0.3101254382090114, 'x4': 0.4547334926207584, 'x5': 0.1126334804490412, 'x6': 0.8189502049172696, 'x7': 0.7649880474439681, 'x8': 0.8029123535402766, 'x9': 0.2664740109262207, 'problem': 'zdt4'}",5.110699786999248,0.432,120.682
"{'x0': 0.4958213460024868, 'x1': 0.2220013303877696, 'x2': 0.8877934596585055, 'x3': 0.5974884286036032, 'x4': 0.7345690237330048, 'x5': 0.8913244884714991, 'x6': 0.7889310611541558, 'x7': 0.3515743184932539, 'x8': 0.9388534783065032, 'x9': 0.0051525568813796, 'problem': 'zdt4'}",10.121530712000094,0.496,94.781
"{'x0': 0.8103137684142562, 'x1': 0.7406673582027717, 'x2': 0.3601202342999534, 'x3': 0.887565710323787, 'x4': 0.1388997208947593, 'x5': 0.0287736121226432, 'x6': 0.1642617257101725, 'x7': 0.4857009166479422, 'x8': 0.7852481135085256, 'x9': 0.6288677157046597, 'problem': 'zdt4'}",10.12160515100004,0.81,91.744
"{'x0': 0.810694703921108, 'x1': 0.4797567718139308, 'x2': 0.2441075033991024, 'x3': 0.234707461758829, 'x4': 0.820518303004028, 'x5': 0.3031070602046236, 'x6': 0.640278839336989, 'x7': 0.3911486607593128, 'x8': 0.0924043386628737, 'x9': 0.4641102723949643, 'problem': 'zdt4'}",10.121577310999784,0.811,94.909
