candidate_evaluations,hypervolume_contributions
"[{'Latency': 8.1, 'Perplexity': 30}, {'Latency': 15, 'Perplexity': 22}, {'Latency': 12, 'Perplexity': 24}, {'Latency': 11, 'Perplexity': 25}, {'Latency': 7.5, 'Perplexity': 32}, {'Latency': 16, 'Perplexity': 21}, {'Latency': 10, 'Perplexity': 28}, {'Latency': 14, 'Perplexity': 23}, {'Latency': 9, 'Perplexity': 29}]","[0.08746974618557113, 3.010944001691218e-05, 0.014861866429663584, 0.05153639908374652, 0.07547067574048039, 0.09640491987027255]"
"[{'Latency': 8.1, 'Perplexity': 30}, {'Latency': 15, 'Perplexity': 22}, {'Latency': 12, 'Perplexity': 24}, {'Latency': 11, 'Perplexity': 25}, {'Latency': 7.5, 'Perplexity': 32}, {'Latency': 16, 'Perplexity': 21}, {'Latency': 10, 'Perplexity': 28}, {'Latency': 14, 'Perplexity': 23}, {'Latency': 9, 'Perplexity': 29}]","[0.08746974618557113, 3.010944001691218e-05, 0.014861866429663584, 0.05153639908374652, 0.07547067574048039, 0.09640491987027255]"
"[{'Latency': 8.1, 'Perplexity': 30}, {'Latency': 15, 'Perplexity': 22}, {'Latency': 12, 'Perplexity': 24}, {'Latency': 11, 'Perplexity': 25}, {'Latency': 7.5, 'Perplexity': 32}, {'Latency': 16, 'Perplexity': 21}, {'Latency': 10, 'Perplexity': 28}, {'Latency': 14, 'Perplexity': 23}, {'Latency': 9, 'Perplexity': 29}]","[0.08746974618557113, 3.010944001691218e-05, 0.014861866429663584, 0.05153639908374652, 0.07547067574048039, 0.09640491987027255]"
"[{'Latency': 8.1, 'Perplexity': 30}, {'Latency': 15, 'Perplexity': 22}, {'Latency': 12, 'Perplexity': 24}, {'Latency': 11, 'Perplexity': 25}, {'Latency': 7.5, 'Perplexity': 32}, {'Latency': 16, 'Perplexity': 21}, {'Latency': 10, 'Perplexity': 28}, {'Latency': 14, 'Perplexity': 23}, {'Latency': 9, 'Perplexity': 29}]","[0.08746974618557113, 3.010944001691218e-05, 0.014861866429663584, 0.05153639908374652, 0.07547067574048039, 0.09640491987027255]"
"[{'Latency': 8.1, 'Perplexity': 30}, {'Latency': 15, 'Perplexity': 22}, {'Latency': 12, 'Perplexity': 24}, {'Latency': 11, 'Perplexity': 25}, {'Latency': 7.5, 'Perplexity': 32}, {'Latency': 16, 'Perplexity': 21}, {'Latency': 10, 'Perplexity': 28}, {'Latency': 14, 'Perplexity': 23}, {'Latency': 9, 'Perplexity': 29}]","[0.08746974618557113, 3.010944001691218e-05, 0.014861866429663584, 0.05153639908374652, 0.07547067574048039, 0.09640491987027255]"
"[{'Latency': 10.261946718772608, 'Perplexity': 26.8625545501709}, {'Latency': 15.0364, 'Perplexity': 21.738}, {'Latency': 8.8033, 'Perplexity': 35.1502}, {'Latency': 17.5403, 'Perplexity': 20.6922}, {'Latency': 9.6029, 'Perplexity': 27.5229}, {'Latency': 16.5834, 'Perplexity': 21.0065}, {'Latency': 12.0204, 'Perplexity': 26.3796}, {'Latency': 10.6656, 'Perplexity': 26.8274}, {'Latency': 10.228, 'Perplexity': 27.3756}]","[4.423335357994773e-07, 0.0, 0.004463001243063092, 0.0012311636495788703, 4.4657335895870176e-07, 5.3879764427833265e-08]"
"[{'Latency': 10.261946718772608, 'Perplexity': 26.8625545501709}, {'Latency': 15.0364, 'Perplexity': 21.738}, {'Latency': 8.8033, 'Perplexity': 35.1502}, {'Latency': 17.5403, 'Perplexity': 20.6922}, {'Latency': 9.6029, 'Perplexity': 27.5229}, {'Latency': 16.5834, 'Perplexity': 21.0065}, {'Latency': 12.0204, 'Perplexity': 26.3796}, {'Latency': 10.6656, 'Perplexity': 26.8274}, {'Latency': 10.228, 'Perplexity': 27.3756}]","[4.423335357994773e-07, 0.0, 0.004463001243063092, 0.0012311636495788703, 4.4657335895870176e-07, 5.3879764427833265e-08]"
"[{'Latency': 10.261946718772608, 'Perplexity': 26.8625545501709}, {'Latency': 15.0364, 'Perplexity': 21.738}, {'Latency': 8.8033, 'Perplexity': 35.1502}, {'Latency': 17.5403, 'Perplexity': 20.6922}, {'Latency': 9.6029, 'Perplexity': 27.5229}, {'Latency': 16.5834, 'Perplexity': 21.0065}, {'Latency': 12.0204, 'Perplexity': 26.3796}, {'Latency': 10.6656, 'Perplexity': 26.8274}, {'Latency': 10.228, 'Perplexity': 27.3756}]","[4.423335357994773e-07, 0.0, 0.004463001243063092, 0.0012311636495788703, 4.4657335895870176e-07, 5.3879764427833265e-08]"
"[{'Latency': 10.261946718772608, 'Perplexity': 26.8625545501709}, {'Latency': 15.0364, 'Perplexity': 21.738}, {'Latency': 8.8033, 'Perplexity': 35.1502}, {'Latency': 17.5403, 'Perplexity': 20.6922}, {'Latency': 9.6029, 'Perplexity': 27.5229}, {'Latency': 16.5834, 'Perplexity': 21.0065}, {'Latency': 12.0204, 'Perplexity': 26.3796}, {'Latency': 10.6656, 'Perplexity': 26.8274}, {'Latency': 10.228, 'Perplexity': 27.3756}]","[4.423335357994773e-07, 0.0, 0.004463001243063092, 0.0012311636495788703, 4.4657335895870176e-07, 5.3879764427833265e-08]"
"[{'Latency': 10.261946718772608, 'Perplexity': 26.8625545501709}, {'Latency': 15.0364, 'Perplexity': 21.738}, {'Latency': 8.8033, 'Perplexity': 35.1502}, {'Latency': 17.5403, 'Perplexity': 20.6922}, {'Latency': 9.6029, 'Perplexity': 27.5229}, {'Latency': 16.5834, 'Perplexity': 21.0065}, {'Latency': 12.0204, 'Perplexity': 26.3796}, {'Latency': 10.6656, 'Perplexity': 26.8274}, {'Latency': 10.228, 'Perplexity': 27.3756}]","[4.423335357994773e-07, 0.0, 0.004463001243063092, 0.0012311636495788703, 4.4657335895870176e-07, 5.3879764427833265e-08]"
