prompt_tokens,completion_tokens,total_tokens
2238,1353,3591
2238,272,2510
3022,98,3120
2238,1362,3600
3022,98,3120
2238,1362,3600
3022,98,3120
2238,1362,3600
3022,102,3124
2238,1362,3600
3022,98,3120
2238,1362,3600
2238,1362,3600
2238,1362,3600
3022,102,3124
3022,98,3120
3022,102,3124
2238,1362,3600
2238,1362,3600
3022,98,3120
3022,98,3120
3394,1362,4756
4178,98,4276
3394,1362,4756
4178,98,4276
3394,1362,4756
4178,98,4276
3394,1362,4756
4178,102,4280
3394,1362,4756
4178,98,4276
3394,1362,4756
3394,1362,4756
3394,1362,4756
4178,98,4276
4178,98,4276
3394,1362,4756
3394,1362,4756
4178,98,4276
4178,98,4276
4178,98,4276
4550,1362,5912
5334,98,5432
4550,1362,5912
5334,98,5432
4550,1362,5912
5334,102,5436
4550,1362,5912
5334,102,5436
4550,1362,5912
5334,98,5432
4550,1362,5912
4550,1362,5912
4550,1362,5912
4550,1362,5912
5334,98,5432
5334,98,5432
5334,98,5432
5334,98,5432
4550,1362,5912
5334,98,5432
5706,1362,7068
6490,102,6592
5706,1362,7068
6490,98,6588
5706,1362,7068
6490,102,6592
5706,1362,7068
6490,98,6588
5706,1362,7068
6490,102,6592
5706,1362,7068
5706,1362,7068
6490,102,6592
5706,1362,7068
5706,1362,7068
6490,98,6588
5706,1362,7068
6490,98,6588
6490,98,6588
6490,98,6588
6862,1362,8224
7646,98,7744
6862,1362,8224
7646,102,7748
6862,1362,8224
7646,98,7744
6862,1362,8224
7646,98,7744
6862,1362,8224
7646,98,7744
6862,1362,8224
6862,1362,8224
7646,98,7744
7646,98,7744
6862,1353,8215
6862,1362,8224
6862,1362,8224
7646,98,7744
7646,98,7744
6862,276,7138
7646,98,7744
8018,1362,9380
8018,276,8294
8802,102,8904
8018,1362,9380
8802,102,8904
8018,1362,9380
8802,98,8900
8018,1362,9380
8802,98,8900
8018,1362,9380
8802,98,8900
8018,1362,9380
8018,1362,9380
8018,1362,9380
8802,102,8904
8802,98,8900
8802,98,8900
8018,1362,9380
8018,1362,9380
8802,98,8900
8018,276,8294
8802,102,8904
9174,1362,10536
9958,98,10056
9174,1362,10536
9174,1362,10536
9174,1362,10536
9174,820,9994
9174,549,9723
9174,276,9450
9958,98,10056
9174,1362,10536
9958,102,10060
9174,1362,10536
9958,102,10060
9174,1362,10536
9174,276,9450
9958,98,10056
9174,1362,10536
9174,1362,10536
9174,1362,10536
9958,102,10060
9174,1362,10536
9174,272,9446
9174,1362,10536
9958,98,10056
9174,272,9446
9958,98,10056
9174,549,9723
9958,98,10056
9174,1362,10536
9174,1091,10265
9958,98,10056
10330,1362,11692
10330,272,10602
11114,98,11212
10330,1362,11692
10330,549,10879
10330,276,10606
10330,272,10602
10330,272,10602
11114,102,11216
10330,1362,11692
11114,102,11216
10330,1362,11692
11114,98,11212
10330,1362,11692
11114,102,11216
10330,1362,11692
10330,1362,11692
10330,1362,11692
10330,1362,11692
11114,98,11212
11114,98,11212
10330,1362,11692
10330,272,10602
10330,272,10602
10330,272,10602
11114,98,11212
11114,102,11216
11114,98,11212
11486,1362,12848
12270,98,12368
11486,1362,12848
12270,98,12368
11486,1362,12848
12270,98,12368
11486,1362,12848
11486,545,12031
12270,98,12368
11486,1362,12848
11486,1362,12848
11486,1362,12848
11486,1091,12577
11486,820,12306
11486,820,12306
11486,820,12306
11486,820,12306
11486,820,12306
11486,820,12306
11486,276,11762
11486,276,11762
12270,98,12368
11486,1362,12848
11486,1362,12848
11486,1362,12848
11486,1362,12848
12270,98,12368
11486,1362,12848
12270,102,12372
11486,276,11762
11486,276,11762
12270,98,12368
12270,102,12372
11486,1091,12577
11486,820,12306
11486,820,12306
11486,549,12035
11486,549,12035
11486,549,12035
11486,276,11762
11486,272,11758
11486,272,11758
12270,98,12368
12642,1362,14004
13426,98,13524
12642,1362,14004
12642,549,13191
12642,276,12918
13426,102,13528
