prompt_tokens,completion_tokens,total_tokens
2238,1362,3600
3022,98,3120
2238,1362,3600
3022,98,3120
2238,1362,3600
3022,98,3120
2238,1362,3600
3022,98,3120
2238,1362,3600
3022,98,3120
2238,1362,3600
3022,98,3120
2238,1362,3600
2238,1362,3600
2238,1362,3600
3022,98,3120
2238,1362,3600
3022,98,3120
3022,102,3124
3022,98,3120
3394,1362,4756
4178,98,4276
3394,1362,4756
4178,98,4276
3394,1362,4756
4178,102,4280
3394,1362,4756
4178,98,4276
3394,1362,4756
4178,102,4280
3394,1362,4756
3394,1362,4756
3394,1362,4756
3394,1362,4756
4178,98,4276
3394,1362,4756
4178,98,4276
4178,102,4280
4178,102,4280
4178,98,4276
4550,1362,5912
5334,102,5436
4550,1362,5912
5334,102,5436
4550,1362,5912
5334,98,5432
4550,1362,5912
5334,102,5436
4550,1362,5912
5334,102,5436
4550,1362,5912
4550,1362,5912
5334,98,5432
5334,102,5436
4550,1362,5912
4550,1362,5912
4550,1363,5913
5334,98,5432
5334,98,5432
5335,102,5437
5707,1362,7069
6491,102,6593
5707,1362,7069
6491,98,6589
5707,1362,7069
6491,98,6589
5707,1362,7069
6491,98,6589
5707,1362,7069
5707,820,6527
5707,272,5979
5707,276,5983
6491,102,6593
5707,1362,7069
5707,1362,7069
5707,1362,7069
5707,1362,7069
6491,98,6589
6491,98,6589
6491,102,6593
5707,1362,7069
6491,98,6589
5707,276,5983
6491,102,6593
6863,1362,8225
7647,98,7745
6863,1362,8225
7647,98,7745
6863,1362,8225
7647,98,7745
6863,1362,8225
6863,549,7412
7647,102,7749
6863,1362,8225
7647,102,7749
6863,1362,8225
7647,102,7749
6863,1362,8225
6863,1362,8225
6863,1362,8225
6863,1362,8225
7647,98,7745
7647,102,7749
7647,98,7745
7647,102,7749
8019,1362,9381
8803,98,8901
8019,1362,9381
8803,98,8901
8019,1362,9381
8803,98,8901
8019,1362,9381
8803,102,8905
8019,1363,9382
8804,98,8902
8019,1362,9381
8019,1362,9381
8019,1362,9381
8803,98,8901
8803,98,8901
8803,102,8905
8019,1362,9381
8019,1362,9381
8803,98,8901
8803,98,8901
9175,1362,10537
9175,272,9447
9959,98,10057
9175,1362,10537
9959,98,10057
9175,1362,10537
9959,98,10057
9175,1362,10537
9175,549,9724
9959,98,10057
9175,1362,10537
9175,820,9995
9175,272,9447
9175,272,9447
9175,276,9451
9959,102,10061
9175,1362,10537
9175,1362,10537
9959,98,10057
9175,1362,10537
9175,1362,10537
9959,98,10057
9175,276,9451
9175,272,9447
9959,98,10057
9959,98,10057
9175,1362,10537
9175,276,9451
9175,274,9449
9175,276,9451
9175,307,9482
9175,276,9451
9175,276,9451
9175,272,9447
9175,272,9447
9959,98,10057
10331,1362,11693
11115,98,11213
10331,1362,11693
11115,98,11213
10331,1362,11693
11115,98,11213
10331,1362,11693
11115,102,11217
10331,1362,11693
11115,98,11213
10331,1362,11693
11115,102,11217
10331,1362,11693
10331,1362,11693
11115,98,11213
10331,1362,11693
11115,98,11213
10331,1362,11693
11115,98,11213
11115,102,11217
11487,1362,12849
12271,98,12369
11487,1362,12849
12271,98,12369
11487,1362,12849
12271,98,12369
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1363,12850
11487,820,12307
11487,820,12307
11487,820,12307
11487,820,12307
11487,820,12307
11487,820,12307
11487,820,12307
11487,820,12307
11487,820,12307
11487,820,12307
11487,821,12308
11487,820,12307
11487,820,12307
11487,820,12307
11487,820,12307
11487,549,12036
11487,549,12036
11487,549,12036
12272,102,12374
11487,1362,12849
12271,102,12373
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
12271,98,12369
12271,98,12369
12271,98,12369
11487,1362,12849
12271,102,12373
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1362,12849
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,1091,12578
11487,276,11763
11487,276,11763
11487,272,11759
11487,276,11763
11487,272,11759
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,272,11759
11487,276,11763
11487,272,11759
11487,276,11763
11487,272,11759
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
