candidate_evaluations,hypervolume_contributions
"[{'F1': 0.9, 'F2': 8.2}, {'F1': 0.85, 'F2': 8.5}, {'F1': 0.88, 'F2': 8.4}, {'F1': 0.86, 'F2': 8.45}, {'F1': 0.8, 'F2': 8.7}]","[0.1431080694965916, 0.0, 0.0184335099618671, 0.0030593158638467788, 0.03042325988770367]"
"[{'F1': 0.83, 'F2': 8.0}, {'F1': 0.79, 'F2': 8.1}, {'F1': 0.8, 'F2': 8.2}, {'F1': 0.76, 'F2': 8.0}, {'F1': 0.84, 'F2': 8.3}]","[0.2760007138797207, 0.3273244087949536, 0.20856461632696588, 0.5452344443474528, 0.07496159094803034]"
"[{'F1': 0.9, 'F2': 7.2}, {'F1': 0.85, 'F2': 7.0}, {'F1': 0.8, 'F2': 7.5}, {'F1': 0.88, 'F2': 7.8}, {'F1': 0.92, 'F2': 8.0}]","[0.29053296193864586, 0.5200856692800053, 0.4837208822863954, 0.17578517102977287, 0.07444945957778082]"
"[{'F1': 0.83, 'F2': 7.5}, {'F1': 0.75, 'F2': 6.0}, {'F1': 0.79, 'F2': 7.2}, {'F1': 0.74, 'F2': 6.8}, {'F1': 0.77, 'F2': 6.9}]","[0.0, 0.301347219092696, 0.0, 0.10740884299899744, 0.0]"
"[{'F1': 0.85, 'F2': 6.5}, {'F1': 0.9, 'F2': 7.0}, {'F1': 0.92, 'F2': 7.5}, {'F1': 0.88, 'F2': 6.8}, {'F1': 0.84, 'F2': 6.2}]","[0.007096045571492127, 0.0, 0.0, 0.0, 0.07236167856434994]"
"[{'F1': 0.73, 'F2': 6.4}, {'F1': 0.75, 'F2': 6.67}, {'F1': 0.7, 'F2': 6.3}, {'F1': 0.68, 'F2': 6.5}, {'F1': 0.72, 'F2': 6.8}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.75, 'F2': 6.0}, {'F1': 0.78, 'F2': 6.5}, {'F1': 0.7, 'F2': 5.8}, {'F1': 0.73, 'F2': 5.9}, {'F1': 0.76, 'F2': 6.2}]","[0.01746530128402779, 0.0, 0.049745033867797384, 0.031163576800912418, 0.0]"
"[{'F1': 0.7, 'F2': 5.5}, {'F1': 0.75, 'F2': 6.0}, {'F1': 0.8, 'F2': 6.5}, {'F1': 0.72, 'F2': 5.8}, {'F1': 0.78, 'F2': 6.2}]","[0.08625074054031767, 0.01672307374317339, 0.0, 0.043137514840778435, 0.0]"
"[{'F1': 0.85, 'F2': 7.0}, {'F1': 1.0, 'F2': 5.0}, {'F1': 0.9, 'F2': 6.5}, {'F1': 1.0, 'F2': 5.5}, {'F1': 0.8, 'F2': 6.8}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.65, 'F2': 6.0}, {'F1': 0.7, 'F2': 6.2}, {'F1': 0.68, 'F2': 5.8}, {'F1': 0.72, 'F2': 6.5}, {'F1': 0.66, 'F2': 6.3}]","[0.023788469636700116, 0.0, 0.045846480323626926, 0.0, 0.0]"
