candidate_evaluations,hypervolume_contributions
"[{'F1': 0.75, 'F2': 8.0}, {'F1': 0.65, 'F2': 7.5}, {'F1': 0.7, 'F2': 7.8}, {'F1': 0.6, 'F2': 7.0}, {'F1': 0.68, 'F2': 8.2}]","[0.3474159190220901, 0.7669940554082464, 0.509560643053542, 1.176526262576532, 0.39638215518747855]"
"[{'F1': 1.0, 'F2': 7.5}, {'F1': 0.81, 'F2': 8.42}, {'F1': 0.99, 'F2': 8.57}, {'F1': 1.0, 'F2': 7.81}, {'F1': 1.0, 'F2': 8.0}]","[0.0, 0.4019295900643834, 0.005058627515994729, 0.0, 0.0]"
"[{'F1': 0.85, 'F2': 8.0}, {'F1': 0.88, 'F2': 7.5}, {'F1': 0.95, 'F2': 8.3}, {'F1': 0.9, 'F2': 7.8}, {'F1': 0.8, 'F2': 7.2}]","[0.3025300229101354, 0.37546559078051434, 0.010047546537430452, 0.21133784920365928, 0.9146124486497255]"
"[{'F1': 0.75, 'F2': 7.2}, {'F1': 0.85, 'F2': 7.8}, {'F1': 0.7, 'F2': 7.0}, {'F1': 0.78, 'F2': 7.5}, {'F1': 0.82, 'F2': 8.0}]","[0.04670630239095508, 0.0, 0.1519639923779592, 0.0, 0.0]"
"[{'F1': 0.9, 'F2': 8.0}, {'F1': 0.7, 'F2': 6.5}, {'F1': 0.8, 'F2': 7.5}, {'F1': 0.75, 'F2': 7.0}, {'F1': 0.85, 'F2': 7.8}]","[0.0, 0.3014452637418552, 0.0, 0.08762671503441632, 0.0]"
"[{'F1': 0.82, 'F2': 8.0}, {'F1': 0.75, 'F2': 7.5}, {'F1': 0.6, 'F2': 6.5}, {'F1': 0.78, 'F2': 7.8}, {'F1': 0.7, 'F2': 6.0}]","[0.0, 0.0, 0.22671679797889155, 0.0, 0.20339931943119716]"
"[{'F1': 0.65, 'F2': 6.5}, {'F1': 0.55, 'F2': 6.0}, {'F1': 0.75, 'F2': 7.0}, {'F1': 0.8, 'F2': 7.5}, {'F1': 0.68, 'F2': 6.8}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.78, 'F2': 6.0}, {'F1': 0.75, 'F2': 6.5}, {'F1': 0.8, 'F2': 6.8}, {'F1': 0.73, 'F2': 6.3}, {'F1': 0.77, 'F2': 6.7}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.85, 'F2': 6.45}, {'F1': 0.7, 'F2': 6.78}, {'F1': 0.75, 'F2': 6.12}, {'F1': 0.68, 'F2': 6.0}, {'F1': 0.91, 'F2': 8.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.75, 'F2': 6.5}, {'F1': 0.82, 'F2': 7.0}, {'F1': 0.6, 'F2': 6.0}, {'F1': 0.5, 'F2': 5.5}, {'F1': 0.55, 'F2': 5.0}]","[0.0, 0.0, 0.0, 0.049316758401396266, 0.17266016982872578]"
