surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.39, 'F2': 3.65}","{'F1': 0.303, 'F2': 3.065}"
"{'F1': 0.3, 'F2': 3.18}","{'F1': 0.15, 'F2': 2.908}"
"{'F1': 0.08, 'F2': 2.5}","{'F1': 0.05, 'F2': 1.892}"
"{'F1': 0.14, 'F2': 2.95}","{'F1': 0.07, 'F2': 3.211}"
"{'F1': 0.35, 'F2': 3.45}","{'F1': 0.2, 'F2': 4.367}"
"{'F1': 0.29, 'F2': 3.15}","{'F1': 0.18, 'F2': 4.796}"
"{'F1': 0.28, 'F2': 3.0}","{'F1': 0.1, 'F2': 5.155}"
"{'F1': 0.08, 'F2': 3.85}","{'F1': 0.02, 'F2': 6.954}"
"{'F1': 0.45, 'F2': 3.9}","{'F1': 0.45, 'F2': 4.111}"
"{'F1': 0.35, 'F2': 4.2}","{'F1': 0.35, 'F2': 4.02}"
"{'F1': 0.005, 'F2': 1.85}","{'F1': 0.005, 'F2': 2.286}"
"{'F1': 0.05, 'F2': 2.0}","{'F1': 0.05, 'F2': 3.694}"
"{'F1': 0.29, 'F2': 3.85}","{'F1': 0.3, 'F2': 4.188}"
"{'F1': 0.55, 'F2': 4.02}","{'F1': 0.55, 'F2': 3.858}"
"{'F1': 0.15, 'F2': 3.11}","{'F1': 0.15, 'F2': 3.448}"
"{'F1': 0.35, 'F2': 4.05}","{'F1': 0.3, 'F2': 4.229}"
"{'F1': 0.2, 'F2': 3.92}","{'F1': 0.2, 'F2': 3.018}"
"{'F1': 0.08, 'F2': 3.68}","{'F1': 0.08, 'F2': 4.191}"
"{'F1': 0.29, 'F2': 4.02}","{'F1': 0.29, 'F2': 2.048}"
"{'F1': 0.32, 'F2': 4.05}","{'F1': 0.12, 'F2': 3.104}"
"{'F1': 0.04, 'F2': 4.07}","{'F1': 0.04, 'F2': 4.473}"
"{'F1': 0.25, 'F2': 4.1}","{'F1': 0.25, 'F2': 4.327}"
"{'F1': 0.06, 'F2': 3.25}","{'F1': 0.06, 'F2': 4.732}"
"{'F1': 0.01, 'F2': 2.67}","{'F1': 0.01, 'F2': 3.868}"
"{'F1': 0.02, 'F2': 2.95}","{'F1': 0.02, 'F2': 2.305}"
"{'F1': 0.1, 'F2': 3.58}","{'F1': 0.1, 'F2': 4.362}"
"{'F1': 0.06, 'F2': 4.45}","{'F1': 0.06, 'F2': 4.976}"
"{'F1': 0.03, 'F2': 3.75}","{'F1': 0.03, 'F2': 4.741}"
"{'F1': 0.45, 'F2': 4.01}","{'F1': 0.45, 'F2': 3.595}"
"{'F1': 0.04, 'F2': 4.05}","{'F1': 0.04, 'F2': 5.257}"
"{'F1': 0.15, 'F2': 4.12}","{'F1': 0.15, 'F2': 3.518}"
"{'F1': 0.14, 'F2': 4.05}","{'F1': 0.14, 'F2': 3.673}"
"{'F1': 0.02, 'F2': 3.36}","{'F1': 0.02, 'F2': 3.601}"
"{'F1': 0.35, 'F2': 4.15}","{'F1': 0.3, 'F2': 4.27}"
"{'F1': 0.4, 'F2': 4.07}","{'F1': 0.4, 'F2': 3.99}"
"{'F1': 0.35, 'F2': 4.07}","{'F1': 0.3, 'F2': 4.463}"
"{'F1': 0.15, 'F2': 3.67}","{'F1': 0.15, 'F2': 3.468}"
"{'F1': 0.07, 'F2': 4.14}","{'F1': 0.07, 'F2': 2.449}"
"{'F1': 0.35, 'F2': 4.05}","{'F1': 0.5, 'F2': 3.383}"
"{'F1': 0.16, 'F2': 4.2}","{'F1': 0.16, 'F2': 3.131}"
"{'F1': 0.03, 'F2': 4.01}","{'F1': 0.02, 'F2': 4.357}"
"{'F1': 0.33, 'F2': 3.52}","{'F1': 0.33, 'F2': 4.079}"
"{'F1': 0.09, 'F2': 4.27}","{'F1': 0.09, 'F2': 4.55}"
"{'F1': 0.12, 'F2': 3.1}","{'F1': 0.12, 'F2': 2.55}"
"{'F1': 0.25, 'F2': 4.28}","{'F1': 0.2, 'F2': 4.213}"
"{'F1': 0.03, 'F2': 2.31}","{'F1': 0.03, 'F2': 2.422}"
"{'F1': 0.03, 'F2': 3.76}","{'F1': 0.03, 'F2': 4.921}"
"{'F1': 0.3, 'F2': 4.41}","{'F1': 0.3, 'F2': 5.684}"
"{'F1': 0.1, 'F2': 4.0}","{'F1': 0.1, 'F2': 4.166}"
"{'F1': 0.01, 'F2': 3.21}","{'F1': 0.01, 'F2': 3.849}"
