surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.2, 'F2': 3.5}","{'F1': 0.1, 'F2': 4.614}"
"{'F1': 0.1, 'F2': 4.35}","{'F1': 0.05, 'F2': 4.931}"
"{'F1': 0.1, 'F2': 4.0}","{'F1': 0.07, 'F2': 3.353}"
"{'F1': 0.05, 'F2': 4.8}","{'F1': 0.05, 'F2': 4.388}"
"{'F1': 0.03, 'F2': 4.75}","{'F1': 0.03, 'F2': 2.26}"
"{'F1': 0.12, 'F2': 4.25}","{'F1': 0.12, 'F2': 4.728}"
"{'F1': 0.01, 'F2': 4.1}","{'F1': 0.01, 'F2': 4.834}"
"{'F1': 0.04, 'F2': 3.15}","{'F1': 0.04, 'F2': 4.361}"
"{'F1': 0.02, 'F2': 2.45}","{'F1': 0.02, 'F2': 3.601}"
"{'F1': 0.15, 'F2': 4.5}","{'F1': 0.15, 'F2': 4.435}"
"{'F1': 0.1, 'F2': 4.5}","{'F1': 0.1, 'F2': 4.354}"
"{'F1': 0.02, 'F2': 3.5}","{'F1': 0.02, 'F2': 2.305}"
"{'F1': 0.04, 'F2': 4.28}","{'F1': 0.04, 'F2': 2.565}"
"{'F1': 0.36, 'F2': 4.23}","{'F1': 0.3, 'F2': 4.188}"
"{'F1': 0.01, 'F2': 2.31}","{'F1': 0.01, 'F2': 2.284}"
"{'F1': 0.25, 'F2': 4.25}","{'F1': 0.25, 'F2': 4.219}"
"{'F1': 0.08, 'F2': 4.21}","{'F1': 0.08, 'F2': 4.147}"
"{'F1': 0.02, 'F2': 2.27}","{'F1': 0.02, 'F2': 3.515}"
"{'F1': 0.05, 'F2': 4.5}","{'F1': 0.05, 'F2': 3.683}"
"{'F1': 0.06, 'F2': 4.15}","{'F1': 0.06, 'F2': 4.247}"
"{'F1': 0.2, 'F2': 4.15}","{'F1': 0.2, 'F2': 3.211}"
"{'F1': 0.04, 'F2': 3.68}","{'F1': 0.04, 'F2': 3.657}"
"{'F1': 0.03, 'F2': 2.32}","{'F1': 0.03, 'F2': 3.625}"
"{'F1': 0.01, 'F2': 2.54}","{'F1': 0.01, 'F2': 3.508}"
"{'F1': 0.3, 'F2': 4.1}","{'F1': 0.3, 'F2': 4.051}"
"{'F1': 0.15, 'F2': 4.02}","{'F1': 0.15, 'F2': 1.756}"
"{'F1': 0.2, 'F2': 4.0}","{'F1': 0.2, 'F2': 2.052}"
"{'F1': 0.1, 'F2': 4.53}","{'F1': 0.1, 'F2': 4.544}"
"{'F1': 0.09, 'F2': 3.85}","{'F1': 0.09, 'F2': 2.792}"
"{'F1': 0.02, 'F2': 3.68}","{'F1': 0.02, 'F2': 2.661}"
"{'F1': 0.1, 'F2': 4.29}","{'F1': 0.1, 'F2': 4.397}"
"{'F1': 0.2, 'F2': 3.85}","{'F1': 0.2, 'F2': 2.881}"
"{'F1': 0.01, 'F2': 2.51}","{'F1': 0.01, 'F2': 1.068}"
"{'F1': 0.12, 'F2': 4.24}","{'F1': 0.12, 'F2': 4.017}"
"{'F1': 0.15, 'F2': 4.12}","{'F1': 0.15, 'F2': 3.645}"
"{'F1': 0.005, 'F2': 2.34}","{'F1': 0.005, 'F2': 2.286}"
"{'F1': 0.25, 'F2': 3.58}","{'F1': 0.25, 'F2': 2.349}"
"{'F1': 0.1, 'F2': 2.5}","{'F1': 0.1, 'F2': 1.464}"
"{'F1': 0.01, 'F2': 2.49}","{'F1': 0.01, 'F2': 3.36}"
"{'F1': 0.25, 'F2': 3.15}","{'F1': 0.25, 'F2': 1.472}"
"{'F1': 0.01, 'F2': 1.07}","{'F1': 0.01, 'F2': 0.986}"
"{'F1': 0.07, 'F2': 3.15}","{'F1': 0.07, 'F2': 4.932}"
"{'F1': 0.15, 'F2': 2.03}","{'F1': 0.15, 'F2': 1.54}"
"{'F1': 0.1, 'F2': 4.1}","{'F1': 0.1, 'F2': 4.758}"
"{'F1': 0.05, 'F2': 4.31}","{'F1': 0.05, 'F2': 4.503}"
"{'F1': 0.01, 'F2': 2.29}","{'F1': 0.001, 'F2': 1.11}"
"{'F1': 0.25, 'F2': 4.15}","{'F1': 0.25, 'F2': 4.355}"
"{'F1': 0.005, 'F2': 2.19}","{'F1': 0.005, 'F2': 1.627}"
"{'F1': 0.08, 'F2': 4.47}","{'F1': 0.08, 'F2': 4.156}"
"{'F1': 0.17, 'F2': 4.25}","{'F1': 0.15, 'F2': 3.758}"
