surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.25, 'F2': 4.0}","{'F1': 0.123, 'F2': 4.781}"
"{'F1': 0.23, 'F2': 4.2}","{'F1': 0.223, 'F2': 4.333}"
"{'F1': 0.25, 'F2': 4.05}","{'F1': 0.15, 'F2': 4.777}"
"{'F1': 0.07, 'F2': 4.8}","{'F1': 0.067, 'F2': 4.946}"
"{'F1': 0.01, 'F2': 5.2}","{'F1': 0.01, 'F2': 2.284}"
"{'F1': 0.12, 'F2': 4.5}","{'F1': 0.045, 'F2': 5.311}"
"{'F1': 0.04, 'F2': 4.47}","{'F1': 0.02, 'F2': 4.922}"
"{'F1': 0.05, 'F2': 4.73}","{'F1': 0.05, 'F2': 4.99}"
"{'F1': 0.36, 'F2': 4.45}","{'F1': 0.34, 'F2': 4.13}"
"{'F1': 0.11, 'F2': 4.82}","{'F1': 0.11, 'F2': 4.832}"
"{'F1': 0.03, 'F2': 5.2}","{'F1': 0.03, 'F2': 5.225}"
"{'F1': 0.12, 'F2': 4.5}","{'F1': 0.12, 'F2': 4.535}"
"{'F1': 0.02, 'F2': 4.92}","{'F1': 0.02, 'F2': 5.012}"
"{'F1': 0.06, 'F2': 4.61}","{'F1': 0.055, 'F2': 3.355}"
"{'F1': 0.02, 'F2': 5.07}","{'F1': 0.02, 'F2': 2.332}"
"{'F1': 0.02, 'F2': 5.0}","{'F1': 0.015, 'F2': 2.292}"
"{'F1': 0.72, 'F2': 3.48}","{'F1': 0.72, 'F2': 2.184}"
"{'F1': 0.1, 'F2': 4.83}","{'F1': 0.1, 'F2': 4.536}"
"{'F1': 0.34, 'F2': 4.39}","{'F1': 0.33, 'F2': 4.226}"
"{'F1': 0.02, 'F2': 5.01}","{'F1': 0.01, 'F2': 6.366}"
"{'F1': 0.15, 'F2': 4.54}","{'F1': 0.15, 'F2': 4.543}"
"{'F1': 0.005, 'F2': 2.3}","{'F1': 0.005, 'F2': 1.627}"
"{'F1': 0.4, 'F2': 4.23}","{'F1': 0.4, 'F2': 3.856}"
"{'F1': 0.32, 'F2': 4.02}","{'F1': 0.32, 'F2': 3.657}"
"{'F1': 0.02, 'F2': 5.02}","{'F1': 0.02, 'F2': 4.516}"
"{'F1': 0.02, 'F2': 4.71}","{'F1': 0.01, 'F2': 4.971}"
"{'F1': 0.04, 'F2': 4.1}","{'F1': 0.04, 'F2': 5.037}"
"{'F1': 0.15, 'F2': 4.54}","{'F1': 0.15, 'F2': 3.899}"
"{'F1': 0.05, 'F2': 4.78}","{'F1': 0.05, 'F2': 4.961}"
"{'F1': 0.4, 'F2': 4.0}","{'F1': 0.4, 'F2': 3.589}"
"{'F1': 0.04, 'F2': 3.9}","{'F1': 0.04, 'F2': 4.426}"
"{'F1': 0.4, 'F2': 3.6}","{'F1': 0.4, 'F2': 2.421}"
"{'F1': 0.01, 'F2': 2.28}","{'F1': 0.01, 'F2': 0.986}"
"{'F1': 0.35, 'F2': 4.15}","{'F1': 0.35, 'F2': 4.235}"
"{'F1': 0.35, 'F2': 4.15}","{'F1': 0.3, 'F2': 3.452}"
"{'F1': 0.55, 'F2': 3.95}","{'F1': 0.7, 'F2': 3.551}"
"{'F1': 0.3, 'F2': 4.52}","{'F1': 0.3, 'F2': 4.391}"
"{'F1': 0.01, 'F2': 4.83}","{'F1': 0.01, 'F2': 1.41}"
"{'F1': 0.29, 'F2': 4.27}","{'F1': 0.2, 'F2': 2.295}"
"{'F1': 0.01, 'F2': 4.74}","{'F1': 0.01, 'F2': 4.686}"
"{'F1': 0.01, 'F2': 2.3}","{'F1': 0.005, 'F2': 2.286}"
"{'F1': 0.31, 'F2': 4.13}","{'F1': 0.31, 'F2': 3.962}"
"{'F1': 0.2, 'F2': 4.36}","{'F1': 0.2, 'F2': 4.325}"
"{'F1': 0.15, 'F2': 4.22}","{'F1': 0.15, 'F2': 4.41}"
"{'F1': 0.01, 'F2': 1.14}","{'F1': 0.007, 'F2': 1.114}"
"{'F1': 0.12, 'F2': 4.02}","{'F1': 0.1, 'F2': 4.152}"
"{'F1': 0.08, 'F2': 4.39}","{'F1': 0.08, 'F2': 4.854}"
"{'F1': 0.13, 'F2': 4.54}","{'F1': 0.13, 'F2': 4.557}"
"{'F1': 0.02, 'F2': 4.58}","{'F1': 0.02, 'F2': 3.601}"
"{'F1': 0.09, 'F2': 4.41}","{'F1': 0.09, 'F2': 3.375}"
