surrogate_model_prediction,benchmark_evaluation
"{'F1': 7.2, 'Latency': 28.0}","{'f1': 8.870000000000005, 'latency': 30.81765651702881}"
"{'F1': 7.8, 'Latency': 23}","{'f1': 7.3799999999999955, 'latency': 27.053799629211426}"
"{'F1': 7.3, 'Latency': 25.0}","{'f1': 10.800000000000011, 'latency': 26.496272087097168}"
"{'F1': 7.5, 'Latency': 24.0}","{'f1': 7.835000000000008, 'latency': 26.7069149017334}"
"{'F1': 7.5, 'Latency': 24.0}","{'f1': 7.450000000000003, 'latency': 25.616812705993652}"
"{'F1': 3.5, 'Latency': 25.0}","{'f1': 10.629999999999995, 'latency': 28.94207000732422}"
"{'F1': 9.5, 'Latency': 27.5}","{'f1': 9.826666666666668, 'latency': 24.335060119628906}"
"{'F1': 10.5, 'Latency': 25.0}","{'f1': 11.699999999999989, 'latency': 27.1897029876709}"
"{'F1': 7.6, 'Latency': 24.2}","{'f1': 10.366666666666674, 'latency': 16.429924964904785}"
"{'F1': 10.0, 'Latency': 18}","{'f1': 14.08999999999999, 'latency': 20.939745903015137}"
"{'F1': 8.5, 'Latency': 20.0}","{'f1': 15.883333333333326, 'latency': 9.892287254333496}"
"{'F1': 10.5, 'Latency': 25.5}","{'f1': 7.576666666666668, 'latency': 29.267888069152832}"
"{'F1': 10.0, 'Latency': 16.0}","{'f1': 9.873333333333335, 'latency': 19.02127742767334}"
"{'F1': 7.5, 'Latency': 26.5}","{'f1': 7.810000000000002, 'latency': 24.86123561859131}"
"{'F1': 14.0, 'Latency': 20.5}","{'f1': 10.143333333333317, 'latency': 18.071303367614746}"
"{'F1': 9.8, 'Latency': 21}","{'f1': 11.35666666666667, 'latency': 17.3349666595459}"
"{'F1': 14.5, 'Latency': 11.0}","{'f1': 11.783333333333317, 'latency': 13.984127044677734}"
"{'F1': 10.5, 'Latency': 26.0}","{'f1': 6.640000000000001, 'latency': 21.673760414123535}"
"{'F1': 15.8, 'Latency': 12.0}","{'f1': 12.413333333333341, 'latency': 14.732122421264648}"
"{'F1': 11.5, 'Latency': 18.0}","{'f1': 10.173333333333332, 'latency': 17.982020378112793}"
"{'F1': 9.0, 'Latency': 20.0}","{'f1': 17.86666666666666, 'latency': 24.236087799072266}"
"{'F1': 9.8, 'Latency': 16.3}","{'f1': 12.553333333333327, 'latency': 18.875226974487305}"
"{'F1': 15.0, 'Latency': 10.0}","{'f1': 29.39666666666666, 'latency': 8.985953330993652}"
"{'F1': 10.5, 'Latency': 25}","{'f1': 7.564999999999998, 'latency': 25.505986213684082}"
"{'F1': 9.0, 'Latency': 25.5}","{'f1': 8.549999999999997, 'latency': 28.57370376586914}"
"{'F1': 7.5, 'Latency': 27.5}","{'f1': 5.969999999999999, 'latency': 26.046786308288574}"
"{'F1': 12.55, 'Latency': 21.0}","{'f1': 10.370000000000005, 'latency': 26.53017520904541}"
"{'F1': 14.1, 'Latency': 21.0}","{'f1': 13.439999999999998, 'latency': 23.023881912231445}"
"{'F1': 8.5, 'Latency': 20.0}","{'f1': 11.383333333333326, 'latency': 17.271757125854492}"
"{'F1': 10.5, 'Latency': 27.0}","{'f1': 7.260000000000005, 'latency': 25.106239318847656}"
"{'F1': 9.5, 'Latency': 24.0}","{'f1': 9.223333333333343, 'latency': 21.382737159729004}"
"{'F1': 10.5, 'Latency': 18.0}","{'f1': 7.910000000000011, 'latency': 20.265326499938965}"
"{'F1': 10, 'Latency': 18}","{'f1': 11.110000000000014, 'latency': 17.296342849731445}"
"{'F1': 9.5, 'Latency': 25.0}","{'f1': 7.676666666666662, 'latency': 20.777955055236816}"
"{'F1': 10.2, 'Latency': 18.5}","{'f1': 11.720000000000013, 'latency': 16.38833999633789}"
"{'F1': 12.5, 'Latency': 20.5}","{'f1': 10.740000000000009, 'latency': 23.15378189086914}"
"{'F1': 13.5, 'Latency': 22.0}","{'f1': 9.75, 'latency': 23.395118713378906}"
"{'F1': 9.0, 'Latency': 20.0}","{'f1': 9.826666666666668, 'latency': 19.89640235900879}"
"{'F1': 8.0, 'Latency': 28.0}","{'f1': 7.493333333333339, 'latency': 25.57180404663086}"
"{'F1': 8.5, 'Latency': 25.0}","{'f1': 7.626666666666665, 'latency': 27.617721557617188}"
"{'F1': 14.5, 'Latency': 23.5}","{'f1': 28.326666666666668, 'latency': 23.945980072021484}"
"{'F1': 8.0, 'Latency': 25.5}","{'f1': 8.90666666666668, 'latency': 22.146873474121094}"
"{'F1': 7.5, 'Latency': 27.5}","{'f1': 6.36333333333333, 'latency': 22.879886627197266}"
"{'F1': 15.0, 'Latency': 12.0}","{'f1': 23.120000000000005, 'latency': 11.428093910217285}"
"{'F1': 8.5, 'Latency': 28.5}","{'f1': 9.113333333333344, 'latency': 34.29201602935791}"
"{'F1': 10.14, 'Latency': 18.07}","{'f1': 13.779999999999987, 'latency': 23.46205234527588}"
"{'F1': 10.5, 'Latency': 25.0}","{'f1': 12.439999999999998, 'latency': 25.21101951599121}"
"{'F1': 10.2, 'Latency': 24.5}","{'f1': 9.914999999999992, 'latency': 28.550724983215332}"
"{'F1': 13.44, 'Latency': 23.02}","{'f1': 12.66000000000001, 'latency': 18.653268814086914}"
"{'F1': 7.0, 'Latency': 26.0}","{'f1': 6.3433333333333195, 'latency': 24.103126525878906}"
"{'F1': 8.5, 'Latency': 27.0}","{'f1': 10.053333333333327, 'latency': 25.413684844970703}"
"{'F1': 12.0, 'Latency': 21.5}","{'f1': 9.75, 'latency': 18.099722862243652}"
"{'F1': 7.5, 'Latency': 25.5}","{'f1': 6.215000000000003, 'latency': 25.33181667327881}"
"{'F1': 8.5, 'Latency': 24.5}","{'f1': 12.13333333333334, 'latency': 19.8366641998291}"
"{'F1': 10, 'Latency': 25}","{'f1': 12.34999999999998, 'latency': 26.098642349243164}"
"{'F1': 7.5, 'Latency': 27.0}","{'f1': 7.1699999999999875, 'latency': 27.37318992614746}"
"{'F1': 18, 'Latency': 28}","{'f1': 6.769999999999996, 'latency': 26.008448600769043}"
"{'F1': 13.0, 'Latency': 23.5}","{'f1': 12.053333333333327, 'latency': 23.336076736450195}"
"{'F1': 10.3667, 'Latency': 16.4299}","{'f1': 9.376666666666665, 'latency': 22.621493339538574}"
"{'F1': 11.5, 'Latency': 20.0}","{'f1': 11.959999999999994, 'latency': 18.897876739501953}"
"{'F1': 11.5, 'Latency': 20.0}","{'f1': 10.594999999999999, 'latency': 16.633706092834473}"
