surrogate_model_prediction,benchmark_evaluation
"{'F1': 12.34, 'Latency': 22.45}","{'f1': 17.78, 'latency': 21.43735408782959}"
"{'F1': 12.34, 'Latency': 22.45}","{'f1': 13.239999999999995, 'latency': 21.435036659240723}"
"{'F1': 12.34, 'Latency': 22.45}","{'f1': 11.226666666666645, 'latency': 21.473660469055176}"
"{'F1': 12.34, 'Latency': 22.45}","{'f1': 19.375, 'latency': 19.148526191711426}"
"{'F1': 13.0, 'Latency': 22.0}","{'f1': 11.765, 'latency': 22.597694396972656}"
"{'F1': 13.0, 'Latency': 22.0}","{'f1': 14.769999999999996, 'latency': 26.081509590148926}"
"{'F1': 13.0, 'Latency': 22.0}","{'f1': 7.930000000000007, 'latency': 20.803866386413574}"
"{'F1': 13.0, 'Latency': 22.0}","{'f1': 8.5, 'latency': 21.875109672546387}"
"{'F1': 0.0, 'Latency': 10.0}","{'f1': 90.0, 'latency': 13.159713745117188}"
"{'F1': 0.0, 'Latency': 10.0}","{'f1': 23.930000000000007, 'latency': 22.392911911010742}"
"{'F1': 0.0, 'Latency': 10.0}","{'f1': 45.70333333333334, 'latency': 8.148136138916016}"
"{'F1': 0.0, 'Latency': 10.0}","{'f1': 11.685000000000002, 'latency': 30.625672340393066}"
"{'F1': 19.0, 'Latency': 18.5}","{'f1': 10.22999999999999, 'latency': 21.95857048034668}"
"{'F1': 19.0, 'Latency': 18.5}","{'f1': 12.693333333333328, 'latency': 16.43974781036377}"
"{'F1': 19.0, 'Latency': 18.5}","{'f1': 13.526666666666685, 'latency': 20.645737648010254}"
"{'F1': 19.0, 'Latency': 18.5}","{'f1': 10.560000000000002, 'latency': 13.866424560546875}"
"{'F1': 9.87, 'Latency': 12.77}","{'f1': 15.36333333333333, 'latency': 10.837492942810059}"
"{'F1': 9.87, 'Latency': 12.77}","{'f1': 26.066666666666663, 'latency': 20.59615135192871}"
"{'F1': 9.87, 'Latency': 12.77}","{'f1': 22.200000000000003, 'latency': 24.113740921020508}"
"{'F1': 9.87, 'Latency': 12.77}","{'f1': 20.159999999999997, 'latency': 22.570815086364746}"
"{'F1': 15.36, 'Latency': 10.84}","{'f1': 90.0, 'latency': 23.552379608154297}"
"{'F1': 15.36, 'Latency': 10.84}","{'f1': 11.010000000000005, 'latency': 18.42874526977539}"
"{'F1': 15.36, 'Latency': 10.84}","{'f1': 13.386666666666656, 'latency': 14.014787673950195}"
"{'F1': 15.36, 'Latency': 10.84}","{'f1': 15.97999999999999, 'latency': 14.043636322021484}"
"{'F1': 15.36, 'Latency': 10.84}","{'f1': 20.185000000000002, 'latency': 18.4428071975708}"
"{'F1': 15.36, 'Latency': 10.84}","{'f1': 13.370000000000005, 'latency': 15.876336097717283}"
"{'F1': 15.36, 'Latency': 10.84}","{'f1': 9.886666666666656, 'latency': 22.14829921722412}"
"{'F1': 15.36, 'Latency': 10.84}","{'f1': 9.58999999999999, 'latency': 20.2396297454834}"
"{'F1': 7.93, 'Latency': 20.8}","{'f1': 11.019999999999996, 'latency': 17.070884704589844}"
"{'F1': 7.93, 'Latency': 20.8}","{'f1': 11.146666666666661, 'latency': 16.59600257873535}"
"{'F1': 7.93, 'Latency': 20.8}","{'f1': 22.25, 'latency': 23.85831356048584}"
"{'F1': 7.93, 'Latency': 20.8}","{'f1': 20.14333333333333, 'latency': 22.637434005737305}"
"{'F1': 7.5, 'Latency': 22.7}","{'f1': 13.40000000000002, 'latency': 18.21721076965332}"
"{'F1': 7.5, 'Latency': 22.7}","{'f1': 11.110000000000014, 'latency': 17.296342849731445}"
"{'F1': 7.5, 'Latency': 22.7}","{'f1': 9.040000000000006, 'latency': 21.69971466064453}"
