surrogate_model_prediction,benchmark_evaluation
"{'F1': 8.0, 'Latency': 18.0}","{'f1': 13.474999999999994, 'latency': 22.973885536193848}"
"{'F1': 8.0, 'Latency': 18.0}","{'f1': 10.183333333333337, 'latency': 21.223483085632324}"
"{'F1': 8.0, 'Latency': 18.0}","{'f1': 7.049999999999997, 'latency': 27.263202667236328}"
"{'F1': 8.0, 'Latency': 18.0}","{'f1': 11.215000000000003, 'latency': 22.590656280517578}"
"{'F1': 10.0, 'Latency': 19.0}","{'f1': 24.314999999999998, 'latency': 18.066372871398926}"
"{'F1': 10.0, 'Latency': 19.0}","{'f1': 11.129999999999995, 'latency': 21.476521492004395}"
"{'F1': 10.0, 'Latency': 19.0}","{'f1': 8.873333333333335, 'latency': 23.187336921691895}"
"{'F1': 10.0, 'Latency': 19.0}","{'f1': 13.324999999999989, 'latency': 17.547249794006348}"
"{'F1': 8.0, 'Latency': 22.0}","{'f1': 13.655000000000001, 'latency': 26.966633796691895}"
"{'F1': 8.0, 'Latency': 22.0}","{'f1': 11.010000000000005, 'latency': 17.25450038909912}"
"{'F1': 8.0, 'Latency': 22.0}","{'f1': 11.14, 'latency': 18.030595779418945}"
"{'F1': 8.0, 'Latency': 22.0}","{'f1': 13.363333333333344, 'latency': 21.493358612060547}"
"{'F1': 9.0, 'Latency': 19.5}","{'f1': 24.233333333333334, 'latency': 17.210192680358887}"
"{'F1': 9.0, 'Latency': 19.5}","{'f1': 7.9566666666666634, 'latency': 22.026095390319824}"
"{'F1': 9.0, 'Latency': 19.5}","{'f1': 10.435000000000002, 'latency': 17.481045722961426}"
"{'F1': 9.0, 'Latency': 19.5}","{'f1': 17.090000000000003, 'latency': 23.44183921813965}"
"{'F1': 10.0, 'Latency': 15.0}","{'f1': 90.0, 'latency': 13.159713745117188}"
"{'F1': 10.0, 'Latency': 15.0}","{'f1': 14.069999999999993, 'latency': 20.587739944458008}"
"{'F1': 10.0, 'Latency': 15.0}","{'f1': 12.703333333333333, 'latency': 16.489872932434082}"
"{'F1': 10.0, 'Latency': 15.0}","{'f1': 8.980000000000004, 'latency': 22.517223358154297}"
"{'F1': 9.8, 'Latency': 17.5}","{'f1': 24.473333333333343, 'latency': 15.649724006652832}"
"{'F1': 9.8, 'Latency': 17.5}","{'f1': 19.769999999999996, 'latency': 13.871111869812012}"
"{'F1': 9.8, 'Latency': 17.5}","{'f1': 7.704999999999998, 'latency': 21.93549633026123}"
"{'F1': 9.8, 'Latency': 17.5}","{'f1': 12.366666666666674, 'latency': 22.523961067199707}"
"{'F1': 9.0, 'Latency': 21.5}","{'f1': 9.615000000000009, 'latency': 25.311050415039062}"
"{'F1': 9.0, 'Latency': 21.5}","{'f1': 10.864999999999995, 'latency': 22.023754119873047}"
"{'F1': 9.0, 'Latency': 21.5}","{'f1': 48.583333333333336, 'latency': 20.420856475830078}"
"{'F1': 9.0, 'Latency': 21.5}","{'f1': 18.870000000000005, 'latency': 22.42152690887451}"
"{'F1': 6.0, 'Latency': 24.0}","{'f1': 45.70333333333334, 'latency': 8.148136138916016}"
"{'F1': 6.0, 'Latency': 24.0}","{'f1': 90.0, 'latency': 11.500082015991211}"
"{'F1': 6.0, 'Latency': 24.0}","{'f1': 13.754999999999995, 'latency': 19.88027572631836}"
"{'F1': 6.0, 'Latency': 24.0}","{'f1': 13.5, 'latency': 20.395736694335938}"
