x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
0.809,0.81,0.867,0.913,0.511,0.502,0.798,0.65,0.702,0.796,0.89,0.338,0.376,0.094,0.578,0.036,0.466,0.543,0.287,0.591,0.031,0.037,0.823,0.36,0.127,0.522,0.77,0.216,0.623,0.085
0.052,0.531,0.541,0.637,0.726,0.976,0.516,0.323,0.795,0.271,0.439,0.078,0.025,0.963,0.836,0.696,0.409,0.173,0.156,0.25,0.549,0.715,0.66,0.28,0.955,0.738,0.554,0.612,0.42,0.248
0.356,0.758,0.014,0.116,0.046,0.041,0.855,0.704,0.474,0.098,0.492,0.473,0.173,0.434,0.399,0.616,0.635,0.045,0.375,0.626,0.503,0.856,0.659,0.163,0.071,0.642,0.027,0.586,0.94,0.575
0.388,0.643,0.458,0.546,0.941,0.386,0.961,0.905,0.196,0.069,0.101,0.018,0.094,0.683,0.071,0.319,0.845,0.023,0.814,0.282,0.118,0.697,0.629,0.877,0.735,0.803,0.282,0.177,0.751,0.807
0.991,0.413,0.372,0.776,0.341,0.931,0.858,0.429,0.751,0.755,0.103,0.903,0.505,0.826,0.32,0.896,0.389,0.011,0.905,0.091,0.319,0.95,0.951,0.573,0.632,0.448,0.293,0.329,0.673,0.752
0.123,0.456,0.234,0.678,0.345,0.876,0.321,0.543,0.654,0.432,0.213,0.876,0.567,0.789,0.234,0.123,0.456,0.789,0.345,0.654,0.876,0.321,0.543,0.654,0.123,0.789,0.234,0.567,0.89,0.111
0.018,0.254,0.421,0.759,0.832,0.123,0.654,0.432,0.789,0.654,0.123,0.876,0.908,0.312,0.234,0.654,0.123,0.456,0.789,0.234,0.876,0.321,0.543,0.654,0.789,0.234,0.567,0.678,0.234,0.111
0.25,0.35,0.15,0.45,0.3,0.25,0.6,0.4,0.25,0.15,0.2,0.3,0.1,0.5,0.35,0.25,0.45,0.2,0.3,0.5,0.6,0.4,0.35,0.2,0.3,0.25,0.15,0.4,0.55,0.45
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1,0.2,0.3
0.05,0.2,0.1,0.3,0.2,0.3,0.4,0.1,0.6,0.2,0.3,0.4,0.2,0.5,0.1,0.3,0.2,0.4,0.1,0.2,0.3,0.6,0.4,0.5,0.2,0.1,0.3,0.6,0.3,0.4
0.03,0.25,0.19,0.45,0.22,0.31,0.39,0.27,0.57,0.18,0.29,0.38,0.21,0.34,0.14,0.25,0.18,0.39,0.11,0.21,0.29,0.55,0.39,0.47,0.19,0.12,0.32,0.57,0.29,0.41
0.02,0.15,0.25,0.22,0.18,0.29,0.35,0.25,0.45,0.2,0.15,0.1,0.24,0.17,0.32,0.12,0.29,0.19,0.22,0.28,0.35,0.33,0.27,0.21,0.26,0.29,0.22,0.24,0.15,0.1
