prompt_tokens,completion_tokens,total_tokens
979,2342,3321
1337,5375,6712
1070,3276,4346
1428,4581,6009
1162,2797,3959
1520,7168,8688
1254,2508,3762
1254,2808,4062
1612,2332,3944
1346,3843,5189
1704,4105,5809
1437,2366,3803
1795,9305,11100
1795,6200,7995
1795,4797,6592
1531,2490,4021
1889,5749,7638
1623,2800,4423
1981,6922,8903
1716,3533,5249
2074,6357,8431
1807,3600,5407
2165,4440,6605
1901,4275,6176
2259,4058,6317
1992,3664,5656
2350,5433,7783
2350,4924,7274
2085,2374,4459
2443,4919,7362
2179,2411,4590
2537,2963,5500
2271,2837,5108
2629,6241,8870
2365,2952,5317
2365,4750,7115
2723,2982,5705
2458,2892,5350
2816,5114,7930
2816,5731,8547
2552,3022,5574
2552,4173,6725
2910,3337,6247
2645,2176,4821
3003,5329,8332
2738,3344,6082
3096,1334,4430
2832,2319,5151
2832,2548,5380
2832,5043,7875
2832,3872,6704
3190,5214,8404
2924,2553,5477
3282,10000,13282
3282,3125,6407
3018,2323,5341
3376,5509,8885
3110,2805,5915
3468,10000,13468
3468,4874,8342
3204,4243,7447
3204,4098,7302
3562,10000,13562
3562,6728,10290
3298,4329,7627
3656,4694,8350
3389,1467,4856
3747,5663,9410
3483,3097,6580
3841,4886,8727
3573,2655,6228
3931,6246,10177
3667,4409,8076
4025,5393,9418
4025,6950,10975
3759,1722,5481
4117,3415,7532
3853,4086,7939
4211,5966,10177
3946,3082,7028
4304,3517,7821
4039,2445,6484
4397,3510,7907
4131,3072,7203
4131,4081,8212
4489,3698,8187
4223,2508,6731
4581,5290,9871
4317,2700,7017
4675,4994,9669
4410,1632,6042
4410,5362,9772
4768,3710,8478
4502,2916,7418
4502,3145,7647
4860,5069,9929
4860,3336,8196
4595,3278,7873
4595,1096,5691
4953,4581,9534
4687,2261,6948
5045,2684,7729
4781,2919,7700
5139,3878,9017
4874,3602,8476
5232,3408,8640
4965,2654,7619
4965,4122,9087
4965,3466,8431
5323,4499,9822
5057,3007,8064
5057,2524,7581
5415,5324,10739
5415,4399,9814
5151,3321,8472
5151,3321,8472
5509,2486,7995
5245,3790,9035
5603,1415,7018
5337,3662,8999
5337,1779,7116
5695,3016,8711
5431,3468,8899
5431,2602,8033
5789,7609,13398
5525,3221,8746
5525,5139,10664
5883,5566,11449
5883,7823,13706
5618,2205,7823
5976,4348,10324
5712,3004,8716
6070,4308,10378
5806,2993,8799
6164,3871,10035
5900,2245,8145
5900,4245,10145
6258,4428,10686
5990,4344,10334
6348,7331,13679
6084,2749,8833
6084,2347,8431
6084,3695,9779
6084,5251,11335
6084,3091,9175
6442,5357,11799
6177,4420,10597
6535,3527,10062
6535,6285,12820
6269,3645,9914
6627,6822,13449
6361,3304,9665
6361,1935,8296
6719,5961,12680
6455,2099,8554
6455,3456,9911
6813,3180,9993
6546,3115,9661
6546,1610,8156
6904,5156,12060
6638,3432,10070
6996,6115,13111
6996,3873,10869
6730,2906,9636
6730,5027,11757
7088,6293,13381
6822,2793,9615
7180,4652,11832
6916,5402,12318
6916,1874,8790
7274,6497,13771
7009,3194,10203
7009,3009,10018
7009,3528,10537
7367,5897,13264
7101,2525,9626
7459,5432,12891
7193,2563,9756
7193,2636,9829
7551,10000,17551
7551,3366,10917
7285,1819,9104
7643,3414,11057
7376,1986,9362
7376,2790,10166
7734,6949,14683
7469,3408,10877
7469,2658,10127
7827,7705,15532
7563,3103,10666
7921,10000,17921
7921,2957,10878
7656,2111,9767
7656,2764,10420
7656,1932,9588
8014,6317,14331
7749,2488,10237
8107,5799,13906
7841,1403,9244
8199,5090,13289
7935,2213,10148
7935,2809,10744
7935,4954,12889
7935,1940,9875
8293,7963,16256
8029,2756,10785
8387,3929,12316
8122,2586,10708
8480,6356,14836
8213,2476,10689
8213,3137,11350
8571,3264,11835
8304,2232,10536
8304,1493,9797
8662,5167,13829
8398,3659,12057
8398,1793,10191
8398,3626,12024
8756,4703,13459
8489,1717,10206
8847,5086,13933
8847,4937,13784
8579,2428,11007
8937,6655,15592
8672,3701,12373
8672,1420,10092
9030,4728,13758
8765,3863,12628
8765,1299,10064
8765,3821,12586
9123,3203,12326
8855,2710,11565
8855,3934,12789
8855,3561,12416
9213,8060,17273
9213,5531,14744
8949,2029,10978
9307,3896,13203
9041,3400,12441
9041,3242,12283
9399,5872,15271
9135,2683,11818
9135,2273,11408
9493,3105,12598
9227,2975,12202
9227,2174,11401
9227,3104,12331
9585,5894,15479
9319,3412,12731
9319,1858,11177
9319,3824,13143
9677,3626,13303
9412,2567,11979
9770,6113,15883
9506,2536,12042
9506,3682,13188
9864,2335,12199
9597,2336,11933
9955,4658,14613
9955,2775,12730
9955,4176,14131
9687,3993,13680
9687,4862,14549
10045,7078,17123
9779,5070,14849
9779,3068,12847
9779,2361,12140
9779,2173,11952
9779,3206,12985
10137,3844,13981
