prompt_tokens,completion_tokens,total_tokens
927,462,1389
1328,98,1426
1036,462,1498
1437,98,1535
1145,462,1607
1546,98,1644
1254,462,1716
1655,98,1753
1363,462,1825
1764,98,1862
1472,462,1934
1873,98,1971
1581,462,2043
1982,98,2080
1690,462,2152
2091,102,2193
1799,462,2261
2200,98,2298
1908,462,2370
2309,98,2407
2017,462,2479
2418,98,2516
2126,462,2588
2527,98,2625
2235,462,2697
2636,98,2734
2344,462,2806
2745,98,2843
2453,462,2915
2854,98,2952
2562,462,3024
2963,102,3065
2671,462,3133
3072,98,3170
2780,462,3242
3181,102,3283
2889,444,3333
3272,98,3370
2980,462,3442
3381,98,3479
3089,462,3551
3490,98,3588
3198,462,3660
3599,98,3697
3307,462,3769
3708,98,3806
3416,462,3878
3817,98,3915
3525,462,3987
3926,98,4024
3634,462,4096
4035,102,4137
3743,462,4205
4144,98,4242
3852,462,4314
4253,98,4351
3961,462,4423
4362,98,4460
4070,462,4532
4471,98,4569
4179,460,4639
4578,103,4681
4288,462,4750
4689,98,4787
4397,462,4859
4798,98,4896
4506,462,4968
4907,98,5005
4615,462,5077
5016,98,5114
4724,462,5186
5125,98,5223
4833,462,5295
5234,98,5332
4942,462,5404
5343,98,5441
5051,462,5513
5452,98,5550
5160,462,5622
5561,98,5659
5269,446,5715
5654,98,5752
5378,462,5840
5779,98,5877
5487,462,5949
5888,98,5986
5596,462,6058
5997,98,6095
5705,462,6167
6106,98,6204
5814,462,6276
6215,98,6313
5923,462,6385
5923,96,6019
6324,98,6422
6032,462,6494
6433,98,6531
6141,462,6603
6542,98,6640
6250,462,6712
6651,98,6749
