candidate_evaluations,hypervolume_contributions
"[{'F1': 9.25, 'Latency': 21.5}, {'F1': 10.5, 'Latency': 25.0}, {'F1': 11.0, 'Latency': 23.5}, {'F1': 12.0, 'Latency': 28.0}, {'F1': 10.0, 'Latency': 24.5}, {'F1': 10.5, 'Latency': 25.0}, {'F1': 11.0, 'Latency': 28.5}, {'F1': 9.0, 'Latency': 22.0}, {'F1': 12.5, 'Latency': 30.0}, {'F1': 11.5, 'Latency': 24.0}, {'F1': 10.5, 'Latency': 25.0}, {'F1': 9.0, 'Latency': 23.5}, {'F1': 12.0, 'Latency': 29.0}, {'F1': 11.0, 'Latency': 24.0}, {'F1': 13.0, 'Latency': 30.0}, {'F1': 10.5, 'Latency': 25.0}, {'F1': 9.0, 'Latency': 23.5}, {'F1': 11.0, 'Latency': 26.0}, {'F1': 12.5, 'Latency': 30.0}, {'F1': 11.5, 'Latency': 28.0}, {'F1': 12.5, 'Latency': 28.0}, {'F1': 10.5, 'Latency': 25.0}, {'F1': 9.0, 'Latency': 24.0}, {'F1': 11.0, 'Latency': 23.0}, {'F1': 12.0, 'Latency': 30.0}]","[0.08704898137214245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12402554785040354, 0.0, 0.0, 0.0, 0.10567458188101364, 0.0, 0.0, 0.0, 0.0, 0.10567458188101364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09955759322455027, 0.0, 0.0]"
"[{'F1': 9.25, 'Latency': 21.5}, {'F1': 10.5, 'Latency': 25.0}, {'F1': 11.0, 'Latency': 23.5}, {'F1': 12.0, 'Latency': 28.0}, {'F1': 10.0, 'Latency': 24.5}, {'F1': 10.5, 'Latency': 25.0}, {'F1': 11.0, 'Latency': 28.5}, {'F1': 9.0, 'Latency': 22.0}, {'F1': 12.5, 'Latency': 30.0}, {'F1': 11.5, 'Latency': 24.0}, {'F1': 10.5, 'Latency': 25.0}, {'F1': 9.0, 'Latency': 23.5}, {'F1': 12.0, 'Latency': 29.0}, {'F1': 11.0, 'Latency': 24.0}, {'F1': 13.0, 'Latency': 30.0}, {'F1': 10.5, 'Latency': 25.0}, {'F1': 9.0, 'Latency': 23.5}, {'F1': 11.0, 'Latency': 26.0}, {'F1': 12.5, 'Latency': 30.0}, {'F1': 11.5, 'Latency': 28.0}, {'F1': 12.5, 'Latency': 28.0}, {'F1': 10.5, 'Latency': 25.0}, {'F1': 9.0, 'Latency': 24.0}, {'F1': 11.0, 'Latency': 23.0}, {'F1': 12.0, 'Latency': 30.0}]","[0.08704898137214245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12402554785040354, 0.0, 0.0, 0.0, 0.10567458188101364, 0.0, 0.0, 0.0, 0.0, 0.10567458188101364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09955759322455027, 0.0, 0.0]"
"[{'F1': 9.25, 'Latency': 21.5}, {'F1': 10.5, 'Latency': 25.0}, {'F1': 11.0, 'Latency': 23.5}, {'F1': 12.0, 'Latency': 28.0}, {'F1': 10.0, 'Latency': 24.5}, {'F1': 10.5, 'Latency': 25.0}, {'F1': 11.0, 'Latency': 28.5}, {'F1': 9.0, 'Latency': 22.0}, {'F1': 12.5, 'Latency': 30.0}, {'F1': 11.5, 'Latency': 24.0}, {'F1': 10.5, 'Latency': 25.0}, {'F1': 9.0, 'Latency': 23.5}, {'F1': 12.0, 'Latency': 29.0}, {'F1': 11.0, 'Latency': 24.0}, {'F1': 13.0, 'Latency': 30.0}, {'F1': 10.5, 'Latency': 25.0}, {'F1': 9.0, 'Latency': 23.5}, {'F1': 11.0, 'Latency': 26.0}, {'F1': 12.5, 'Latency': 30.0}, {'F1': 11.5, 'Latency': 28.0}, {'F1': 12.5, 'Latency': 28.0}, {'F1': 10.5, 'Latency': 25.0}, {'F1': 9.0, 'Latency': 24.0}, {'F1': 11.0, 'Latency': 23.0}, {'F1': 12.0, 'Latency': 30.0}]","[0.08704898137214245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12402554785040354, 0.0, 0.0, 0.0, 0.10567458188101364, 0.0, 0.0, 0.0, 0.0, 0.10567458188101364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09955759322455027, 0.0, 0.0]"
"[{'F1': 9.25, 'Latency': 21.5}, {'F1': 10.5, 'Latency': 25.0}, {'F1': 11.0, 'Latency': 23.5}, {'F1': 12.0, 'Latency': 28.0}, {'F1': 10.0, 'Latency': 24.5}, {'F1': 10.5, 'Latency': 25.0}, {'F1': 11.0, 'Latency': 28.5}, {'F1': 9.0, 'Latency': 22.0}, {'F1': 12.5, 'Latency': 30.0}, {'F1': 11.5, 'Latency': 24.0}, {'F1': 10.5, 'Latency': 25.0}, {'F1': 9.0, 'Latency': 23.5}, {'F1': 12.0, 'Latency': 29.0}, {'F1': 11.0, 'Latency': 24.0}, {'F1': 13.0, 'Latency': 30.0}, {'F1': 10.5, 'Latency': 25.0}, {'F1': 9.0, 'Latency': 23.5}, {'F1': 11.0, 'Latency': 26.0}, {'F1': 12.5, 'Latency': 30.0}, {'F1': 11.5, 'Latency': 28.0}, {'F1': 12.5, 'Latency': 28.0}, {'F1': 10.5, 'Latency': 25.0}, {'F1': 9.0, 'Latency': 24.0}, {'F1': 11.0, 'Latency': 23.0}, {'F1': 12.0, 'Latency': 30.0}]","[0.08704898137214245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12402554785040354, 0.0, 0.0, 0.0, 0.10567458188101364, 0.0, 0.0, 0.0, 0.0, 0.10567458188101364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09955759322455027, 0.0, 0.0]"
"[{'F1': 9.5, 'Latency': 20.0}, {'F1': 11.0, 'Latency': 25.0}, {'F1': 10.5, 'Latency': 23.0}, {'F1': 13.0, 'Latency': 21.0}, {'F1': 12.0, 'Latency': 30.0}, {'F1': 9.5, 'Latency': 20.0}, {'F1': 15.0, 'Latency': 10.5}, {'F1': 12.0, 'Latency': 18.0}, {'F1': 14.5, 'Latency': 12.5}, {'F1': 11.0, 'Latency': 15.0}, {'F1': 8.0, 'Latency': 10.0}, {'F1': 10.0, 'Latency': 11.0}, {'F1': 9.0, 'Latency': 12.0}, {'F1': 11.0, 'Latency': 15.0}, {'F1': 7.0, 'Latency': 9.0}, {'F1': 12.5, 'Latency': 22.0}, {'F1': 17.0, 'Latency': 15.5}, {'F1': 10.0, 'Latency': 26.0}, {'F1': 8.5, 'Latency': 29.0}, {'F1': 18.0, 'Latency': 12.0}, {'F1': 10.5, 'Latency': 29.5}, {'F1': 18.0, 'Latency': 12.0}, {'F1': 12.5, 'Latency': 23.0}, {'F1': 14.5, 'Latency': 30.0}, {'F1': 8.0, 'Latency': 15.0}]","[0.005839361329899706, 0.0, 0.0, 0.0, 0.0, 0.005839361329899706, 0.0, 0.007571793620210876, 0.0, 0.027375310393589647, 0.12919859416430812, 0.06571218391551148, 0.08202012805221015, 0.027375310393589647, 0.21160405731210408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07510279220836225]"
"[{'F1': 9.5, 'Latency': 20.0}, {'F1': 11.0, 'Latency': 25.0}, {'F1': 10.5, 'Latency': 23.0}, {'F1': 13.0, 'Latency': 21.0}, {'F1': 12.0, 'Latency': 30.0}, {'F1': 9.5, 'Latency': 20.0}, {'F1': 15.0, 'Latency': 10.5}, {'F1': 12.0, 'Latency': 18.0}, {'F1': 14.5, 'Latency': 12.5}, {'F1': 11.0, 'Latency': 15.0}, {'F1': 8.0, 'Latency': 10.0}, {'F1': 10.0, 'Latency': 11.0}, {'F1': 9.0, 'Latency': 12.0}, {'F1': 11.0, 'Latency': 15.0}, {'F1': 7.0, 'Latency': 9.0}, {'F1': 12.5, 'Latency': 22.0}, {'F1': 17.0, 'Latency': 15.5}, {'F1': 10.0, 'Latency': 26.0}, {'F1': 8.5, 'Latency': 29.0}, {'F1': 18.0, 'Latency': 12.0}, {'F1': 10.5, 'Latency': 29.5}, {'F1': 18.0, 'Latency': 12.0}, {'F1': 12.5, 'Latency': 23.0}, {'F1': 14.5, 'Latency': 30.0}, {'F1': 8.0, 'Latency': 15.0}]","[0.005839361329899706, 0.0, 0.0, 0.0, 0.0, 0.005839361329899706, 0.0, 0.007571793620210876, 0.0, 0.027375310393589647, 0.12919859416430812, 0.06571218391551148, 0.08202012805221015, 0.027375310393589647, 0.21160405731210408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07510279220836225]"
"[{'F1': 9.5, 'Latency': 20.0}, {'F1': 11.0, 'Latency': 25.0}, {'F1': 10.5, 'Latency': 23.0}, {'F1': 13.0, 'Latency': 21.0}, {'F1': 12.0, 'Latency': 30.0}, {'F1': 9.5, 'Latency': 20.0}, {'F1': 15.0, 'Latency': 10.5}, {'F1': 12.0, 'Latency': 18.0}, {'F1': 14.5, 'Latency': 12.5}, {'F1': 11.0, 'Latency': 15.0}, {'F1': 8.0, 'Latency': 10.0}, {'F1': 10.0, 'Latency': 11.0}, {'F1': 9.0, 'Latency': 12.0}, {'F1': 11.0, 'Latency': 15.0}, {'F1': 7.0, 'Latency': 9.0}, {'F1': 12.5, 'Latency': 22.0}, {'F1': 17.0, 'Latency': 15.5}, {'F1': 10.0, 'Latency': 26.0}, {'F1': 8.5, 'Latency': 29.0}, {'F1': 18.0, 'Latency': 12.0}, {'F1': 10.5, 'Latency': 29.5}, {'F1': 18.0, 'Latency': 12.0}, {'F1': 12.5, 'Latency': 23.0}, {'F1': 14.5, 'Latency': 30.0}, {'F1': 8.0, 'Latency': 15.0}]","[0.005839361329899706, 0.0, 0.0, 0.0, 0.0, 0.005839361329899706, 0.0, 0.007571793620210876, 0.0, 0.027375310393589647, 0.12919859416430812, 0.06571218391551148, 0.08202012805221015, 0.027375310393589647, 0.21160405731210408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07510279220836225]"
"[{'F1': 9.5, 'Latency': 20.0}, {'F1': 11.0, 'Latency': 25.0}, {'F1': 10.5, 'Latency': 23.0}, {'F1': 13.0, 'Latency': 21.0}, {'F1': 12.0, 'Latency': 30.0}, {'F1': 9.5, 'Latency': 20.0}, {'F1': 15.0, 'Latency': 10.5}, {'F1': 12.0, 'Latency': 18.0}, {'F1': 14.5, 'Latency': 12.5}, {'F1': 11.0, 'Latency': 15.0}, {'F1': 8.0, 'Latency': 10.0}, {'F1': 10.0, 'Latency': 11.0}, {'F1': 9.0, 'Latency': 12.0}, {'F1': 11.0, 'Latency': 15.0}, {'F1': 7.0, 'Latency': 9.0}, {'F1': 12.5, 'Latency': 22.0}, {'F1': 17.0, 'Latency': 15.5}, {'F1': 10.0, 'Latency': 26.0}, {'F1': 8.5, 'Latency': 29.0}, {'F1': 18.0, 'Latency': 12.0}, {'F1': 10.5, 'Latency': 29.5}, {'F1': 18.0, 'Latency': 12.0}, {'F1': 12.5, 'Latency': 23.0}, {'F1': 14.5, 'Latency': 30.0}, {'F1': 8.0, 'Latency': 15.0}]","[0.005839361329899706, 0.0, 0.0, 0.0, 0.0, 0.005839361329899706, 0.0, 0.007571793620210876, 0.0, 0.027375310393589647, 0.12919859416430812, 0.06571218391551148, 0.08202012805221015, 0.027375310393589647, 0.21160405731210408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07510279220836225]"
"[{'F1': 90.0, 'Latency': 12.36}, {'F1': 29.4, 'Latency': 8.99}, {'F1': 20.79, 'Latency': 13.91}, {'F1': 13.32, 'Latency': 17.55}, {'F1': 13.61, 'Latency': 9.79}, {'F1': 12.5, 'Latency': 28.0}, {'F1': 16.0, 'Latency': 15.0}, {'F1': 10.5, 'Latency': 22.0}, {'F1': 18.0, 'Latency': 20.0}, {'F1': 14.0, 'Latency': 25.0}, {'F1': 40.0, 'Latency': 14.0}, {'F1': 60.0, 'Latency': 10.0}, {'F1': 30.0, 'Latency': 11.5}, {'F1': 20.0, 'Latency': 12.5}, {'F1': 25.0, 'Latency': 15.0}, {'F1': 20.0, 'Latency': 15.5}, {'F1': 12.5, 'Latency': 20.0}, {'F1': 14.0, 'Latency': 16.0}, {'F1': 11.0, 'Latency': 30.0}, {'F1': 18.0, 'Latency': 12.0}, {'F1': 14.5, 'Latency': 10.5}, {'F1': 12.8, 'Latency': 18.0}, {'F1': 15.2, 'Latency': 12.0}, {'F1': 11.0, 'Latency': 16.5}, {'F1': 9.5, 'Latency': 14.0}]","[0.0, 0.0, 0.0, 7.582833341013284e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001899784489143297, 0.0, 0.0, 0.0, 0.0, 0.0006721624167729257, 0.0, 0.004964412966220522, 0.014103938657255455]"
"[{'F1': 90.0, 'Latency': 12.36}, {'F1': 29.4, 'Latency': 8.99}, {'F1': 20.79, 'Latency': 13.91}, {'F1': 13.32, 'Latency': 17.55}, {'F1': 13.61, 'Latency': 9.79}, {'F1': 12.5, 'Latency': 28.0}, {'F1': 16.0, 'Latency': 15.0}, {'F1': 10.5, 'Latency': 22.0}, {'F1': 18.0, 'Latency': 20.0}, {'F1': 14.0, 'Latency': 25.0}, {'F1': 40.0, 'Latency': 14.0}, {'F1': 60.0, 'Latency': 10.0}, {'F1': 30.0, 'Latency': 11.5}, {'F1': 20.0, 'Latency': 12.5}, {'F1': 25.0, 'Latency': 15.0}, {'F1': 20.0, 'Latency': 15.5}, {'F1': 12.5, 'Latency': 20.0}, {'F1': 14.0, 'Latency': 16.0}, {'F1': 11.0, 'Latency': 30.0}, {'F1': 18.0, 'Latency': 12.0}, {'F1': 14.5, 'Latency': 10.5}, {'F1': 12.8, 'Latency': 18.0}, {'F1': 15.2, 'Latency': 12.0}, {'F1': 11.0, 'Latency': 16.5}, {'F1': 9.5, 'Latency': 14.0}]","[0.0, 0.0, 0.0, 7.582833341013284e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001899784489143297, 0.0, 0.0, 0.0, 0.0, 0.0006721624167729257, 0.0, 0.004964412966220522, 0.014103938657255455]"
