prompt_tokens,completion_tokens,total_tokens
701,1235,1936
3001,1222,4223
3001,511,3512
4064,111,4175
3278,1217,4495
3278,240,3518
4332,98,4430
3546,1222,4768
3546,483,4029
4599,122,4721
3805,1229,5034
4871,105,4976
4064,1245,5309
5146,98,5244
4333,1239,5572
4333,489,4822
4333,492,4825
5403,113,5516
4591,1235,5826
4591,244,4835
4591,240,4831
5663,109,5772
4858,1197,6055
4858,975,5833
4858,748,5606
5919,106,6025
5117,1242,6359
5117,511,5628
6180,105,6285
5386,1216,6602
5386,240,5626
6439,105,6544
5645,1225,6870
5645,245,5890
6707,106,6813
5904,1221,7125
5904,510,6414
5904,244,6148
5904,244,6148
5904,244,6148
5904,242,6146
6964,104,7068
6162,1228,7390
6162,733,6895
7225,112,7337
6430,1220,7650
7487,107,7594
6689,1209,7898
6689,734,7423
7733,107,7840
6948,1238,8186
6948,244,7192
8018,98,8116
7207,1226,8433
7207,413,7620
7207,510,7717
7207,244,7451
7207,244,7451
7207,244,7451
8261,107,8368
7476,1208,8684
7476,730,8206
8520,105,8625
7735,1234,8969
7735,508,8243
8795,106,8901
8004,1217,9221
8004,494,8498
8004,244,8248
9067,106,9173
8272,1118,9390
8272,984,9256
8272,244,8516
8272,240,8512
8272,208,8480
8272,244,8516
8272,244,8516
8272,242,8514
9325,114,9439
8540,1225,9765
8540,731,9271
8540,501,9041
8540,244,8784
8540,244,8784
8540,244,8784
8540,244,8784
9594,106,9700
8799,1216,10015
8799,244,9043
8799,244,9043
8799,244,9043
8799,244,9043
8799,244,9043
8799,244,9043
8799,242,9041
9850,107,9957
9067,1243,10310
9067,492,9559
10155,106,10261
9343,1241,10584
9343,984,10327
9343,510,9853
9343,242,9585
10404,105,10509
9602,1076,10678
9602,929,10531
9602,244,9846
9602,208,9810
9602,244,9846
9602,244,9846
9602,244,9846
9602,244,9846
9602,244,9846
9602,244,9846
9602,1232,10834
10670,106,10776
9870,1036,10906
9870,1231,11101
9870,492,10362
10941,107,11048
10138,1234,11372
