surrogate_model_prediction,benchmark_evaluation
"{'F1': 8.0, 'Latency': 15.0}","{'f1': 13.296666666666667, 'latency': 15.071430206298828}"
"{'F1': 8.0, 'Latency': 15.0}","{'f1': 11.223333333333315, 'latency': 20.61328887939453}"
"{'F1': 8.0, 'Latency': 15.0}","{'f1': 7.444999999999993, 'latency': 25.511679649353027}"
"{'F1': 8.0, 'Latency': 15.0}","{'f1': 19.86, 'latency': 21.23195171356201}"
"{'F1': 30.0, 'Latency': 10.0}","{'f1': 90.0, 'latency': 13.159713745117188}"
"{'F1': 30.0, 'Latency': 10.0}","{'f1': 90.0, 'latency': 13.159713745117188}"
"{'F1': 30.0, 'Latency': 10.0}","{'f1': 13.35499999999999, 'latency': 14.906549453735352}"
"{'F1': 30.0, 'Latency': 10.0}","{'f1': 13.435000000000002, 'latency': 15.813064575195312}"
"{'F1': 18.0, 'Latency': 14.0}","{'f1': 90.0, 'latency': 11.464042663574219}"
"{'F1': 18.0, 'Latency': 14.0}","{'f1': 90.0, 'latency': 14.755716323852539}"
"{'F1': 18.0, 'Latency': 14.0}","{'f1': 90.0, 'latency': 10.595459938049316}"
"{'F1': 18.0, 'Latency': 14.0}","{'f1': 24.039999999999992, 'latency': 14.653844833374023}"
"{'F1': 19.0, 'Latency': 14.0}","{'f1': 20.043333333333337, 'latency': 14.745159149169922}"
"{'F1': 19.0, 'Latency': 14.0}","{'f1': 22.89, 'latency': 18.431005477905273}"
"{'F1': 19.0, 'Latency': 14.0}","{'f1': 13.613333333333344, 'latency': 14.02707576751709}"
"{'F1': 19.0, 'Latency': 14.0}","{'f1': 90.0, 'latency': 19.260001182556152}"
"{'F1': 6.58, 'Latency': 27.41}","{'f1': 6.27000000000001, 'latency': 26.76736831665039}"
"{'F1': 6.58, 'Latency': 27.41}","{'f1': 20.35333333333334, 'latency': 13.12258243560791}"
"{'F1': 6.58, 'Latency': 27.41}","{'f1': 23.776666666666657, 'latency': 17.314906120300293}"
"{'F1': 6.58, 'Latency': 27.41}","{'f1': 13.36, 'latency': 20.50647258758545}"
"{'F1': 20.35, 'Latency': 13.12}","{'f1': 13.294999999999987, 'latency': 10.640363693237305}"
