surrogate_model_prediction,benchmark_evaluation
"{'F1': 8.0, 'Latency': 18.5}","{'f1': 13.383333333333326, 'latency': 14.125375747680664}"
"{'F1': 8.0, 'Latency': 18.5}","{'f1': 24.11333333333333, 'latency': 18.968143463134766}"
"{'F1': 8.0, 'Latency': 18.5}","{'f1': 20.180000000000007, 'latency': 14.04973030090332}"
"{'F1': 8.0, 'Latency': 18.5}","{'f1': 15.836666666666673, 'latency': 9.825439453125}"
"{'F1': 5.5, 'Latency': 8.0}","{'f1': 90.0, 'latency': 12.327055931091309}"
"{'F1': 5.5, 'Latency': 8.0}","{'f1': 90.0, 'latency': 11.464042663574219}"
"{'F1': 5.5, 'Latency': 8.0}","{'f1': 26.623333333333335, 'latency': 14.026637077331543}"
"{'F1': 5.5, 'Latency': 8.0}","{'f1': 11.35666666666667, 'latency': 21.684203147888184}"
"{'F1': 10.0, 'Latency': 17.0}","{'f1': 10.930000000000007, 'latency': 13.923816680908203}"
"{'F1': 10.0, 'Latency': 17.0}","{'f1': 11.435000000000002, 'latency': 17.06681251525879}"
"{'F1': 10.0, 'Latency': 17.0}","{'f1': 90.0, 'latency': 15.594658851623535}"
"{'F1': 10.0, 'Latency': 17.0}","{'f1': 20.036666666666676, 'latency': 13.885054588317871}"
"{'F1': 12.0, 'Latency': 12.0}","{'f1': 13.61, 'latency': 9.81755256652832}"
"{'F1': 12.0, 'Latency': 12.0}","{'f1': 20.700000000000003, 'latency': 21.609272956848145}"
"{'F1': 12.0, 'Latency': 12.0}","{'f1': 13.779999999999987, 'latency': 14.113149642944336}"
"{'F1': 12.0, 'Latency': 12.0}","{'f1': 24.080000000000013, 'latency': 20.099287033081055}"
"{'F1': 10.0, 'Latency': 15.0}","{'f1': 10.444999999999993, 'latency': 13.073019981384277}"
"{'F1': 10.0, 'Latency': 15.0}","{'f1': 10.86333333333333, 'latency': 17.25301742553711}"
"{'F1': 10.0, 'Latency': 15.0}","{'f1': 47.825, 'latency': 24.889988899230957}"
"{'F1': 10.0, 'Latency': 15.0}","{'f1': 15.090000000000018, 'latency': 21.173405647277832}"
"{'F1': 10.3, 'Latency': 16.23}","{'f1': 90.0, 'latency': 12.289891242980957}"
"{'F1': 10.3, 'Latency': 16.23}","{'f1': 19.905, 'latency': 18.13455581665039}"
"{'F1': 10.3, 'Latency': 16.23}","{'f1': 13.686666666666667, 'latency': 9.83133316040039}"
"{'F1': 10.3, 'Latency': 16.23}","{'f1': 26.38499999999999, 'latency': 17.918696403503418}"
"{'F1': 12.5, 'Latency': 20.0}","{'f1': 37.660000000000004, 'latency': 17.229719161987305}"
"{'F1': 12.5, 'Latency': 20.0}","{'f1': 34.099999999999994, 'latency': 26.641597747802734}"
"{'F1': 12.5, 'Latency': 20.0}","{'f1': 24.799999999999997, 'latency': 18.90491485595703}"
"{'F1': 12.5, 'Latency': 20.0}","{'f1': 20.0, 'latency': 13.922691345214844}"
"{'F1': 10.3, 'Latency': 12.33}","{'f1': 90.0, 'latency': 20.109710693359375}"
"{'F1': 10.3, 'Latency': 12.33}","{'f1': 24.709999999999994, 'latency': 18.07537078857422}"
"{'F1': 10.3, 'Latency': 12.33}","{'f1': 20.379999999999995, 'latency': 18.37127685546875}"
"{'F1': 10.3, 'Latency': 12.33}","{'f1': 9.034999999999997, 'latency': 22.024621963500977}"
"{'F1': 6.08, 'Latency': 25.73}","{'f1': 13.436666666666667, 'latency': 19.323091506958008}"
