surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.62, 'F2': 3.1}","{'F1': 0.25, 'F2': 4.03}"
"{'F1': 0.62, 'F2': 3.1}","{'F1': 0.034, 'F2': 3.556}"
"{'F1': 0.62, 'F2': 3.1}","{'F1': 0.013, 'F2': 3.893}"
"{'F1': 0.62, 'F2': 3.1}","{'F1': 0.083, 'F2': 3.509}"
"{'F1': 0.01, 'F2': 3.5}","{'F1': 0.1, 'F2': 1.464}"
"{'F1': 0.01, 'F2': 3.5}","{'F1': 0.12, 'F2': 2.921}"
"{'F1': 0.01, 'F2': 3.5}","{'F1': 0.02, 'F2': 4.627}"
"{'F1': 0.01, 'F2': 3.5}","{'F1': 0.08, 'F2': 4.843}"
"{'F1': 0.03, 'F2': 3.1}","{'F1': 0.025, 'F2': 3.985}"
"{'F1': 0.03, 'F2': 3.1}","{'F1': 0.04, 'F2': 4.716}"
"{'F1': 0.03, 'F2': 3.1}","{'F1': 0.048, 'F2': 3.761}"
"{'F1': 0.03, 'F2': 3.1}","{'F1': 0.045, 'F2': 3.64}"
"{'F1': 0.01, 'F2': 3.8}","{'F1': 0.007, 'F2': 4.877}"
"{'F1': 0.01, 'F2': 3.8}","{'F1': 0.01, 'F2': 5.472}"
"{'F1': 0.01, 'F2': 3.8}","{'F1': 0.018, 'F2': 4.505}"
"{'F1': 0.01, 'F2': 3.8}","{'F1': 0.012, 'F2': 3.146}"
"{'F1': 0.02, 'F2': 3.0}","{'F1': 0.05, 'F2': 2.339}"
"{'F1': 0.02, 'F2': 3.0}","{'F1': 0.013, 'F2': 5.056}"
"{'F1': 0.02, 'F2': 3.0}","{'F1': 0.002, 'F2': 3.376}"
"{'F1': 0.02, 'F2': 3.0}","{'F1': 0.007, 'F2': 4.854}"
"{'F1': 0.02, 'F2': 4.06}","{'F1': 0.032, 'F2': 3.725}"
"{'F1': 0.02, 'F2': 4.06}","{'F1': 0.077, 'F2': 3.807}"
"{'F1': 0.02, 'F2': 4.06}","{'F1': 0.019, 'F2': 3.922}"
"{'F1': 0.02, 'F2': 4.06}","{'F1': 0.054, 'F2': 3.114}"
"{'F1': 0.06, 'F2': 4.32}","{'F1': 0.022, 'F2': 3.938}"
"{'F1': 0.06, 'F2': 4.32}","{'F1': 0.038, 'F2': 4.721}"
"{'F1': 0.06, 'F2': 4.32}","{'F1': 0.015, 'F2': 4.926}"
"{'F1': 0.06, 'F2': 4.32}","{'F1': 0.022, 'F2': 4.885}"
"{'F1': 0.0, 'F2': 2.76}","{'F1': 0.005, 'F2': 1.887}"
"{'F1': 0.0, 'F2': 2.76}","{'F1': 0.012, 'F2': 4.866}"
"{'F1': 0.0, 'F2': 2.76}","{'F1': 0.029, 'F2': 4.76}"
"{'F1': 0.0, 'F2': 2.76}","{'F1': 0.04, 'F2': 4.69}"
"{'F1': 0.03, 'F2': 4.15}","{'F1': 0.04, 'F2': 5.061}"
"{'F1': 0.03, 'F2': 4.15}","{'F1': 0.09, 'F2': 4.373}"
"{'F1': 0.03, 'F2': 4.15}","{'F1': 0.015, 'F2': 4.006}"
"{'F1': 0.03, 'F2': 4.15}","{'F1': 0.009, 'F2': 4.586}"
"{'F1': 0.02, 'F2': 4.45}","{'F1': 0.013, 'F2': 3.368}"
"{'F1': 0.02, 'F2': 4.45}","{'F1': 0.017, 'F2': 5.106}"
"{'F1': 0.02, 'F2': 4.45}","{'F1': 0.015, 'F2': 5.258}"
"{'F1': 0.02, 'F2': 4.45}","{'F1': 0.01, 'F2': 5.269}"
"{'F1': 0.02, 'F2': 4.8}","{'F1': 0.004, 'F2': 5.144}"
"{'F1': 0.02, 'F2': 4.8}","{'F1': 0.04, 'F2': 5.001}"
"{'F1': 0.02, 'F2': 4.8}","{'F1': 0.05, 'F2': 4.147}"
"{'F1': 0.02, 'F2': 4.8}","{'F1': 0.04, 'F2': 4.891}"
"{'F1': 0.02, 'F2': 4.72}","{'F1': 0.02, 'F2': 4.837}"
"{'F1': 0.02, 'F2': 4.72}","{'F1': 0.01, 'F2': 4.386}"
"{'F1': 0.02, 'F2': 4.72}","{'F1': 0.032, 'F2': 5.052}"
"{'F1': 0.02, 'F2': 4.72}","{'F1': 0.035, 'F2': 5.046}"
