surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.34, 'F2': 3.5}","{'F1': 0.222, 'F2': 3.187}"
"{'F1': 0.34, 'F2': 3.5}","{'F1': 0.265, 'F2': 2.945}"
"{'F1': 0.34, 'F2': 3.5}","{'F1': 0.312, 'F2': 3.012}"
"{'F1': 0.34, 'F2': 3.5}","{'F1': 0.35, 'F2': 2.209}"
"{'F1': 0.05, 'F2': 2.5}","{'F1': 0.05, 'F2': 1.181}"
"{'F1': 0.05, 'F2': 2.5}","{'F1': 0.1, 'F2': 1.851}"
"{'F1': 0.05, 'F2': 2.5}","{'F1': 0.1, 'F2': 2.615}"
"{'F1': 0.05, 'F2': 2.5}","{'F1': 0.15, 'F2': 1.278}"
"{'F1': 0.09, 'F2': 1.15}","{'F1': 0.09, 'F2': 1.498}"
"{'F1': 0.09, 'F2': 1.15}","{'F1': 0.2, 'F2': 1.744}"
"{'F1': 0.09, 'F2': 1.15}","{'F1': 0.4, 'F2': 2.328}"
"{'F1': 0.09, 'F2': 1.15}","{'F1': 0.345, 'F2': 1.901}"
"{'F1': 0.07, 'F2': 1.5}","{'F1': 0.12, 'F2': 1.971}"
"{'F1': 0.07, 'F2': 1.5}","{'F1': 0.3, 'F2': 2.223}"
"{'F1': 0.07, 'F2': 1.5}","{'F1': 0.19, 'F2': 1.748}"
"{'F1': 0.07, 'F2': 1.5}","{'F1': 0.25, 'F2': 1.945}"
"{'F1': 0.04, 'F2': 1.1}","{'F1': 0.03, 'F2': 1.615}"
"{'F1': 0.04, 'F2': 1.1}","{'F1': 0.04, 'F2': 1.587}"
"{'F1': 0.04, 'F2': 1.1}","{'F1': 0.05, 'F2': 1.606}"
"{'F1': 0.04, 'F2': 1.1}","{'F1': 0.07, 'F2': 1.535}"
"{'F1': 0.2, 'F2': 1.8}","{'F1': 0.15, 'F2': 1.473}"
"{'F1': 0.2, 'F2': 1.8}","{'F1': 0.4, 'F2': 1.405}"
"{'F1': 0.2, 'F2': 1.8}","{'F1': 0.25, 'F2': 1.426}"
"{'F1': 0.2, 'F2': 1.8}","{'F1': 0.12, 'F2': 1.499}"
"{'F1': 0.02, 'F2': 1.28}","{'F1': 0.02, 'F2': 1.271}"
"{'F1': 0.02, 'F2': 1.28}","{'F1': 0.3, 'F2': 1.396}"
"{'F1': 0.02, 'F2': 1.28}","{'F1': 0.26, 'F2': 4.787}"
"{'F1': 0.02, 'F2': 1.28}","{'F1': 0.2, 'F2': 1.598}"
"{'F1': 0.01, 'F2': 1.25}","{'F1': 0.01, 'F2': 2.284}"
"{'F1': 0.01, 'F2': 1.25}","{'F1': 0.2, 'F2': 1.784}"
"{'F1': 0.01, 'F2': 1.25}","{'F1': 0.1, 'F2': 1.679}"
"{'F1': 0.01, 'F2': 1.25}","{'F1': 0.35, 'F2': 3.747}"
"{'F1': 0.08, 'F2': 1.5}","{'F1': 0.2, 'F2': 1.297}"
"{'F1': 0.08, 'F2': 1.5}","{'F1': 0.08, 'F2': 1.104}"
"{'F1': 0.08, 'F2': 1.5}","{'F1': 0.12, 'F2': 1.436}"
"{'F1': 0.08, 'F2': 1.5}","{'F1': 0.18, 'F2': 1.386}"
"{'F1': 0.18, 'F2': 2.07}","{'F1': 0.25, 'F2': 1.274}"
"{'F1': 0.18, 'F2': 2.07}","{'F1': 0.2, 'F2': 1.323}"
"{'F1': 0.18, 'F2': 2.07}","{'F1': 0.15, 'F2': 4.714}"
"{'F1': 0.18, 'F2': 2.07}","{'F1': 0.6, 'F2': 3.813}"
"{'F1': 0.2, 'F2': 1.6}","{'F1': 0.03, 'F2': 1.083}"
"{'F1': 0.2, 'F2': 1.6}","{'F1': 0.07, 'F2': 1.639}"
"{'F1': 0.2, 'F2': 1.6}","{'F1': 0.1, 'F2': 1.574}"
"{'F1': 0.2, 'F2': 1.6}","{'F1': 0.03, 'F2': 1.216}"
"{'F1': 0.01, 'F2': 1.27}","{'F1': 0.01, 'F2': 0.989}"
"{'F1': 0.01, 'F2': 1.27}","{'F1': 0.02, 'F2': 0.992}"
"{'F1': 0.01, 'F2': 1.27}","{'F1': 0.1, 'F2': 1.464}"
"{'F1': 0.01, 'F2': 1.27}","{'F1': 0.15, 'F2': 1.756}"
"{'F1': 0.02, 'F2': 1.0}","{'F1': 0.05, 'F2': 1.526}"
"{'F1': 0.02, 'F2': 1.0}","{'F1': 0.25, 'F2': 1.3}"
"{'F1': 0.02, 'F2': 1.0}","{'F1': 0.15, 'F2': 1.406}"
"{'F1': 0.02, 'F2': 1.0}","{'F1': 0.34, 'F2': 1.719}"
"{'F1': 0.1, 'F2': 1.43}","{'F1': 0.05, 'F2': 1.706}"
"{'F1': 0.1, 'F2': 1.43}","{'F1': 0.15, 'F2': 1.371}"
"{'F1': 0.1, 'F2': 1.43}","{'F1': 0.1, 'F2': 2.468}"
"{'F1': 0.1, 'F2': 1.43}","{'F1': 0.15, 'F2': 1.42}"
"{'F1': 0.15, 'F2': 1.41}","{'F1': 0.15, 'F2': 1.393}"
"{'F1': 0.15, 'F2': 1.41}","{'F1': 0.3, 'F2': 1.22}"
"{'F1': 0.15, 'F2': 1.41}","{'F1': 0.04, 'F2': 3.162}"
"{'F1': 0.15, 'F2': 1.41}","{'F1': 0.2, 'F2': 2.068}"
