surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.23, 'F2': 3.0}","{'F1': 0.123, 'F2': 4.781}"
"{'F1': 0.23, 'F2': 3.0}","{'F1': 0.134, 'F2': 1.601}"
"{'F1': 0.23, 'F2': 3.0}","{'F1': 0.134, 'F2': 1.692}"
"{'F1': 0.23, 'F2': 3.0}","{'F1': 0.12, 'F2': 2.432}"
"{'F1': 0.04, 'F2': 1.5}","{'F1': 0.041, 'F2': 1.264}"
"{'F1': 0.04, 'F2': 1.5}","{'F1': 0.01, 'F2': 2.284}"
"{'F1': 0.04, 'F2': 1.5}","{'F1': 0.057, 'F2': 1.183}"
"{'F1': 0.04, 'F2': 1.5}","{'F1': 0.045, 'F2': 1.28}"
"{'F1': 0.02, 'F2': 1.22}","{'F1': 0.02, 'F2': 2.332}"
"{'F1': 0.02, 'F2': 1.22}","{'F1': 0.02, 'F2': 2.305}"
"{'F1': 0.02, 'F2': 1.22}","{'F1': 0.02, 'F2': 1.125}"
"{'F1': 0.02, 'F2': 1.22}","{'F1': 0.02, 'F2': 2.305}"
"{'F1': 0.01, 'F2': 1.12}","{'F1': 0.001, 'F2': 1.11}"
"{'F1': 0.01, 'F2': 1.12}","{'F1': 0.015, 'F2': 2.292}"
"{'F1': 0.01, 'F2': 1.12}","{'F1': 0.03, 'F2': 1.734}"
"{'F1': 0.01, 'F2': 1.12}","{'F1': 0.025, 'F2': 2.321}"
"{'F1': 0.0, 'F2': 1.11}","{'F1': 0.002, 'F2': 1.237}"
"{'F1': 0.0, 'F2': 1.11}","{'F1': 0.001, 'F2': 1.243}"
"{'F1': 0.0, 'F2': 1.11}","{'F1': 0.06, 'F2': 1.707}"
"{'F1': 0.0, 'F2': 1.11}","{'F1': 0.015, 'F2': 2.229}"
"{'F1': 0.0, 'F2': 1.18}","{'F1': 0.005, 'F2': 2.286}"
"{'F1': 0.0, 'F2': 1.18}","{'F1': 0.001, 'F2': 1.243}"
"{'F1': 0.0, 'F2': 1.18}","{'F1': 0.02, 'F2': 3.512}"
"{'F1': 0.0, 'F2': 1.18}","{'F1': 0.078, 'F2': 1.222}"
"{'F1': 0.01, 'F2': 2.31}","{'F1': 0.03, 'F2': 1.213}"
"{'F1': 0.01, 'F2': 2.31}","{'F1': 0.029, 'F2': 2.336}"
"{'F1': 0.01, 'F2': 2.31}","{'F1': 0.03, 'F2': 2.193}"
"{'F1': 0.01, 'F2': 2.31}","{'F1': 0.05, 'F2': 2.293}"
"{'F1': 0.2, 'F2': 3.5}","{'F1': 0.02, 'F2': 1.151}"
"{'F1': 0.2, 'F2': 3.5}","{'F1': 0.11, 'F2': 5.86}"
"{'F1': 0.2, 'F2': 3.5}","{'F1': 0.01, 'F2': 2.284}"
"{'F1': 0.2, 'F2': 3.5}","{'F1': 0.1, 'F2': 3.449}"
"{'F1': 0.0, 'F2': 1.14}","{'F1': 0.007, 'F2': 1.758}"
"{'F1': 0.0, 'F2': 1.14}","{'F1': 0.001, 'F2': 1.26}"
"{'F1': 0.0, 'F2': 1.14}","{'F1': 0.01, 'F2': 2.24}"
"{'F1': 0.0, 'F2': 1.14}","{'F1': 0.2, 'F2': 2.303}"
"{'F1': 0.0, 'F2': 1.24}","{'F1': 0.001, 'F2': 1.51}"
"{'F1': 0.0, 'F2': 1.24}","{'F1': 0.005, 'F2': 1.627}"
"{'F1': 0.0, 'F2': 1.24}","{'F1': 0.2, 'F2': 1.467}"
"{'F1': 0.0, 'F2': 1.24}","{'F1': 0.04, 'F2': 2.381}"
"{'F1': 0.05, 'F2': 2.24}","{'F1': 0.02, 'F2': 2.317}"
"{'F1': 0.05, 'F2': 2.24}","{'F1': 0.12, 'F2': 4.633}"
"{'F1': 0.05, 'F2': 2.24}","{'F1': 0.1, 'F2': 1.11}"
"{'F1': 0.05, 'F2': 2.24}","{'F1': 0.18, 'F2': 1.713}"
"{'F1': 0.0, 'F2': 1.24}","{'F1': 0.003, 'F2': 1.366}"
"{'F1': 0.0, 'F2': 1.24}","{'F1': 0.004, 'F2': 1.497}"
"{'F1': 0.0, 'F2': 1.24}","{'F1': 0.2, 'F2': 1.336}"
"{'F1': 0.0, 'F2': 1.24}","{'F1': 0.2, 'F2': 4.859}"
"{'F1': 0.0, 'F2': 1.18}","{'F1': 0.008, 'F2': 0.948}"
"{'F1': 0.0, 'F2': 1.18}","{'F1': 0.003, 'F2': 0.999}"
"{'F1': 0.0, 'F2': 1.18}","{'F1': 0.1, 'F2': 1.478}"
"{'F1': 0.0, 'F2': 1.18}","{'F1': 0.007, 'F2': 2.231}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.01, 'F2': 0.986}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.005, 'F2': 2.255}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.09, 'F2': 2.199}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.06, 'F2': 2.459}"
"{'F1': 0.07, 'F2': 3.01}","{'F1': 0.01, 'F2': 2.467}"
"{'F1': 0.07, 'F2': 3.01}","{'F1': 0.04, 'F2': 3.657}"
"{'F1': 0.07, 'F2': 3.01}","{'F1': 0.024, 'F2': 2.264}"
"{'F1': 0.07, 'F2': 3.01}","{'F1': 0.92, 'F2': 1.834}"
