prompt_cost,completion_cost,total_cost
0.00014759999999999998,0.0012971999999999999,0.0014447999999999998
0.0002013,0.0034235999999999997,0.0036249
0.00016155,0.0023268,0.00248835
0.00021524999999999997,0.004624199999999999,0.0048394499999999995
0.00017549999999999998,0.0025356,0.0027110999999999997
0.0002292,0.0031355999999999997,0.0033648
0.0002292,0.0022817999999999996,0.0025109999999999998
0.0001896,0.0018257999999999998,0.0020153999999999997
0.00024329999999999998,0.0035909999999999996,0.0038342999999999997
0.0002037,0.0017879999999999999,0.0019917
0.00025739999999999997,0.0031475999999999995,0.0034049999999999996
0.00021749999999999997,0.0017615999999999999,0.0019790999999999997
0.0002712,0.0042683999999999995,0.0045395999999999995
0.00023114999999999995,0.0015899999999999998,0.0018211499999999997
0.00028485,0.0032819999999999998,0.00356685
0.0002451,0.0025835999999999997,0.0028286999999999995
0.00029879999999999994,0.0032928,0.0035916
0.00025905,0.0020429999999999997,0.0023020499999999995
0.00031275,0.0027492,0.00306195
0.00027285,0.0028445999999999996,0.0031174499999999995
0.00027285,0.0025374,0.00281025
0.00032654999999999994,0.0052992,0.00562575
0.00028649999999999997,0.0014615999999999997,0.0017480999999999998
0.0003401999999999999,0.0021887999999999994,0.002528999999999999
0.0003,0.0023952,0.0026952
0.0003537,0.0027371999999999995,0.0030908999999999997
0.0003537,0.0029429999999999994,0.0032966999999999996
0.0003141,0.0011267999999999999,0.0014408999999999997
0.00036779999999999994,0.0017976,0.0021653999999999996
0.00032774999999999997,0.0011321999999999999,0.0014599499999999998
0.00032774999999999997,0.0024642,0.00279195
0.00032774999999999997,0.0027455999999999995,0.0030733499999999994
0.00038145,0.0016211999999999997,0.00200265
0.00034185,0.0016715999999999996,0.0020134499999999995
0.00034185,0.0027695999999999997,0.0031114499999999995
0.00039554999999999994,0.0027833999999999997,0.00317895
0.00035595,0.0017142,0.0020701499999999998
0.00040964999999999996,0.0019253999999999999,0.00233505
0.00037004999999999997,0.0023688,0.0027388499999999997
0.00042375,0.005131799999999999,0.0055555499999999985
0.00042375,0.0036636,0.00408735
0.00038415,0.0013001999999999998,0.0016843499999999998
0.00043784999999999994,0.0021822,0.00262005
0.0003981,0.0014537999999999999,0.0018518999999999999
0.0004518,0.0023177999999999996,0.0027695999999999997
