prompt_tokens,completion_tokens,total_tokens
1103,342,1445
1209,92,1301
1103,342,1445
1209,88,1297
1103,342,1445
1209,88,1297
1103,342,1445
1103,342,1445
1103,342,1445
1209,88,1297
1209,92,1301
1209,88,1297
1443,342,1785
1549,88,1637
1443,342,1785
1549,88,1637
1443,342,1785
1549,88,1637
1443,342,1785
1549,88,1637
1443,342,1785
1443,342,1785
1549,92,1641
1549,88,1637
1443,342,1785
1443,342,1785
1549,88,1637
1549,92,1641
1783,342,2125
1889,88,1977
1783,342,2125
1889,88,1977
1783,342,2125
1889,92,1981
1783,342,2125
1889,88,1977
1783,342,2125
1889,92,1981
1783,342,2125
1783,342,2125
1783,342,2125
1889,88,1977
1783,342,2125
1889,88,1977
1889,88,1977
1889,88,1977
1783,342,2125
1889,88,1977
2123,342,2465
2229,88,2317
2123,342,2465
2229,88,2317
2123,342,2465
2229,92,2321
2123,342,2465
2229,88,2317
2123,342,2465
2229,88,2317
2123,342,2465
2123,342,2465
2123,342,2465
2229,88,2317
2123,342,2465
2229,88,2317
2229,88,2317
2123,342,2465
2229,88,2317
2229,88,2317
2463,342,2805
2569,88,2657
2463,342,2805
2569,88,2657
2463,342,2805
2569,88,2657
2463,342,2805
2569,88,2657
2463,342,2805
2569,82,2651
2463,342,2805
2463,342,2805
2463,342,2805
2463,342,2805
2569,88,2657
2569,88,2657
2569,88,2657
2569,92,2661
2463,361,2824
2569,88,2657
2803,342,3145
2909,92,3001
2803,342,3145
2909,88,2997
2803,342,3145
2909,88,2997
2803,342,3145
2909,88,2997
2803,342,3145
2909,88,2997
2803,342,3145
2803,342,3145
2803,342,3145
2803,342,3145
2909,88,2997
2803,342,3145
2909,88,2997
2909,88,2997
2909,88,2997
2909,88,2997
3143,342,3485
3249,92,3341
3143,342,3485
3249,88,3337
3143,342,3485
3249,88,3337
3143,342,3485
3249,88,3337
3143,342,3485
3249,88,3337
3143,342,3485
3143,342,3485
3143,342,3485
3143,342,3485
3249,88,3337
3143,361,3504
3249,88,3337
3249,88,3337
3249,88,3337
3249,88,3337
3483,342,3825
3589,88,3677
3483,342,3825
3589,88,3677
3483,342,3825
3483,342,3825
3861,160,4021
3483,342,3825
3589,88,3677
3483,342,3825
3589,88,3677
3483,342,3825
3483,342,3825
3483,342,3825
3589,88,3677
3589,88,3677
3483,342,3825
3589,88,3677
3483,342,3825
3589,88,3677
3589,88,3677
3823,342,4165
3929,88,4017
3823,342,4165
3929,88,4017
3823,342,4165
3929,92,4021
3823,342,4165
3929,92,4021
3823,342,4165
3929,88,4017
3823,342,4165
3823,342,4165
3929,88,4017
3823,342,4165
3823,342,4165
3823,342,4165
3929,88,4017
3929,88,4017
3929,88,4017
3823,342,4165
4201,156,4357
4163,342,4505
4269,88,4357
4163,342,4505
4269,88,4357
4163,342,4505
4269,92,4361
4163,342,4505
4269,88,4357
4163,342,4505
4269,88,4357
4163,342,4505
4163,342,4505
4163,342,4505
4163,342,4505
4269,88,4357
4269,88,4357
4269,92,4361
4269,92,4361
4163,342,4505
4269,92,4361
4503,342,4845
4609,88,4697
4503,342,4845
4609,88,4697
4503,342,4845
4609,88,4697
4503,342,4845
4609,88,4697
4503,342,4845
4609,88,4697
4503,342,4845
4503,342,4845
4503,342,4845
4503,342,4845
4609,88,4697
4609,88,4697
4609,88,4697
4503,342,4845
4609,88,4697
4609,88,4697
4843,342,5185
4949,92,5041
4843,342,5185
4843,342,5185
5221,160,5381
4843,342,5185
4949,92,5041
4843,342,5185
4949,92,5041
4843,342,5185
4949,88,5037
4843,342,5185
4843,342,5185
4843,342,5185
4843,342,5185
4843,342,5185
4949,88,5037
4949,88,5037
4949,88,5037
4949,88,5037
4843,342,5185
5221,156,5377
5183,342,5525
5183,342,5525
5561,156,5717
5183,342,5525
5183,342,5525
5561,156,5717
5183,342,5525
5289,92,5381
5183,342,5525
5289,88,5377
5183,342,5525
5289,88,5377
5183,342,5525
5183,342,5525
5183,342,5525
5183,342,5525
5289,92,5381
5289,82,5371
5289,88,5377
5183,342,5525
5183,342,5525
5289,88,5377
5561,156,5717
5523,342,5865
5629,88,5717
5523,342,5865
5629,88,5717
5523,342,5865
5523,342,5865
5833,139,5972
5523,342,5865
5629,88,5717
5523,342,5865
5523,342,5865
5833,143,5976
5523,342,5865
5523,342,5865
5629,88,5717
5523,342,5865
5523,342,5865
5523,342,5865
5629,88,5717
5629,92,5721
5629,88,5717
5629,88,5717
5863,342,6205
5969,88,6057
5863,342,6205
5969,92,6061
5863,342,6205
5969,88,6057
5863,342,6205
5969,88,6057
5863,342,6205
5863,342,6205
6241,160,6401
5863,342,6205
5863,342,6205
5863,342,6205
5863,342,6205
5863,342,6205
5969,88,6057
5969,92,6061
5969,82,6051
5969,88,6057
5969,92,6061
