candidate_evaluations,hypervolume_contributions
"[{'F1': 8.5, 'Latency': 24.0}, {'F1': 7.8, 'Latency': 25.0}, {'F1': 8.2, 'Latency': 32.0}, {'F1': 8.0, 'Latency': 23.5}, {'F1': 30.0, 'Latency': 24.5}]","[0.0, 0.0, 0.0, 0.0014650328055991757, 0.0]"
"[{'F1': 8.9, 'Latency': 22.0}, {'F1': 9.1, 'Latency': 24.0}, {'F1': 8.5, 'Latency': 23.5}, {'F1': 9.0, 'Latency': 23.0}, {'F1': 8.7, 'Latency': 22.5}]","[0.0, 0.0, 0.0002728804804410512, 0.0, 0.0]"
"[{'F1': 8.5, 'Latency': 24.5}, {'F1': 9.0, 'Latency': 23.0}, {'F1': 7.8, 'Latency': 29.0}, {'F1': 8.2, 'Latency': 26.0}, {'F1': 8.8, 'Latency': 22.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 7.9, 'Latency': 27.5}, {'F1': 8.2, 'Latency': 22.5}, {'F1': 8.8, 'Latency': 21.5}, {'F1': 7.3, 'Latency': 28.5}, {'F1': 7.1, 'Latency': 26.5}]","[0.0, 0.0021319722152697285, 0.0006197830407959071, 0.0015221300974601615, 0.0059924447729373664]"
"[{'F1': 8.2, 'Latency': 25.0}, {'F1': 7.8, 'Latency': 29.0}, {'F1': 8.5, 'Latency': 24.0}, {'F1': 8.0, 'Latency': 28.0}, {'F1': 7.9, 'Latency': 26.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 9.0, 'Latency': 24.0}, {'F1': 8.5, 'Latency': 25.0}, {'F1': 9.5, 'Latency': 23.5}, {'F1': 8.0, 'Latency': 22.0}, {'F1': 9.2, 'Latency': 24.5}]","[0.0, 0.0, 0.0, 0.004022260540867073, 0.0]"
"[{'F1': 9.5, 'Latency': 26}, {'F1': 10.5, 'Latency': 22}, {'F1': 11, 'Latency': 27}, {'F1': 10, 'Latency': 24}, {'F1': 9, 'Latency': 28}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 6.5, 'Latency': 28.0}, {'F1': 7.0, 'Latency': 26.0}, {'F1': 6.0, 'Latency': 30.0}, {'F1': 7.5, 'Latency': 27.0}, {'F1': 6.2, 'Latency': 29.0}]","[0.006119819961068584, 0.008020968817635588, 0.0, 0.0018929382874968148, 0.0030544891176678135]"
"[{'F1': 9.0, 'Latency': 25.0}, {'F1': 6.5, 'Latency': 30.0}, {'F1': 8.0, 'Latency': 24.0}, {'F1': 8.5, 'Latency': 22.0}, {'F1': 8.8, 'Latency': 23.5}]","[0.0, 0.0, 0.0, 0.0011414798433042606, 0.0]"
"[{'F1': 7.5, 'Latency': 25.5}, {'F1': 9.5, 'Latency': 24.5}, {'F1': 7.0, 'Latency': 30.0}, {'F1': 8.5, 'Latency': 25.0}, {'F1': 6.0, 'Latency': 29.0}]","[0.002969185129133134, 0.0, 0.0, 0.0, 0.0034511760160662597]"
"[{'F1': 8.5, 'Latency': 27.5}, {'F1': 7.0, 'Latency': 29.0}, {'F1': 9.0, 'Latency': 22.0}, {'F1': 7.5, 'Latency': 28.0}, {'F1': 6.5, 'Latency': 29.5}]","[0.0, 0.0014677415240742508, 0.0, 0.0011844812827876972, 0.0006292781745711462]"
"[{'F1': 9.78, 'Latency': 24.55}, {'F1': 9.26, 'Latency': 18.47}, {'F1': 10.2, 'Latency': 31.47}, {'F1': 10.2, 'Latency': 31.47}, {'F1': 6.25, 'Latency': 30.07}]","[0.0, 0.00036096610341918023, 0.0, 0.0, 0.0]"
"[{'F1': 6.25, 'Latency': 30.07}, {'F1': 9.22, 'Latency': 28.87}, {'F1': 31.56, 'Latency': 24.15}, {'F1': 12.54, 'Latency': 25.32}, {'F1': 8.68, 'Latency': 23.79}]","[0.0, 0.0, 0.0, 0.0, 2.681131296977668e-07]"
"[{'F1': 8.0, 'Latency': 23.0}, {'F1': 7.0, 'Latency': 27.0}, {'F1': 6.0, 'Latency': 30.0}, {'F1': 9.0, 'Latency': 29.0}, {'F1': 7.5, 'Latency': 25.0}]","[0.0019559276104648138, 0.0, 0.0, 0.0, 0.0012481092894012225]"
"[{'F1': 8.76, 'Latency': 21.8}, {'F1': 6.52, 'Latency': 26.65}, {'F1': 5.91, 'Latency': 29.67}, {'F1': 9.26, 'Latency': 18.47}, {'F1': 8.68, 'Latency': 23.79}]","[5.705174472403485e-06, 0.0, 7.210223573661523e-05, 0.000360908897129697, 2.6797039831549796e-07]"
"[{'F1': 8.0, 'Latency': 22.0}, {'F1': 10.0, 'Latency': 26.0}, {'F1': 6.0, 'Latency': 30.0}, {'F1': 9.0, 'Latency': 25.0}, {'F1': 7.0, 'Latency': 27.0}]","[0.004022260540867073, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 8.93, 'Latency': 26.53}, {'F1': 8.76, 'Latency': 21.8}, {'F1': 9.22, 'Latency': 28.87}, {'F1': 7.74, 'Latency': 25.6}, {'F1': 7.04, 'Latency': 27.17}]","[0.0, 5.708213265620543e-06, 0.0, 0.0, 0.0]"
"[{'F1': 8.93, 'Latency': 26.53}, {'F1': 9.78, 'Latency': 24.55}, {'F1': 6.25, 'Latency': 30.07}, {'F1': 9.22, 'Latency': 28.87}, {'F1': 10.9, 'Latency': 24.57}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 10.38, 'Latency': 30.58}, {'F1': 5.91, 'Latency': 29.67}, {'F1': 9.22, 'Latency': 28.87}, {'F1': 10.2, 'Latency': 31.47}, {'F1': 9.78, 'Latency': 24.55}]","[0.0, 7.21134157481984e-05, 0.0, 0.0, 0.0]"
"[{'F1': 6.52, 'Latency': 26.65}, {'F1': 9.57, 'Latency': 26.11}, {'F1': 5.91, 'Latency': 29.67}, {'F1': 8.83, 'Latency': 24.03}, {'F1': 12.54, 'Latency': 25.32}]","[0.0, 0.0, 7.21134157481984e-05, 0.0, 0.0]"
"[{'F1': 5.91, 'Latency': 29.67}, {'F1': 10.38, 'Latency': 31.47}, {'F1': 9.78, 'Latency': 24.55}, {'F1': 6.25, 'Latency': 30.07}, {'F1': 7.79, 'Latency': 23.95}]","[7.21134157481984e-05, 0.0, 0.0, 0.0, 4.741174532529868e-06]"
"[{'F1': 10.9, 'Latency': 28.87}, {'F1': 12.54, 'Latency': 25.32}, {'F1': 8.22, 'Latency': 25.07}, {'F1': 8.68, 'Latency': 23.79}, {'F1': 9.57, 'Latency': 26.11}]","[0.0, 0.0, 0.0, 2.681131299198114e-07, 0.0]"
"[{'F1': 8.0, 'Latency': 25.0}, {'F1': 8.5, 'Latency': 24.0}, {'F1': 9.0, 'Latency': 23.0}, {'F1': 10.0, 'Latency': 30.0}, {'F1': 7.0, 'Latency': 28.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 10.38, 'Latency': 30.58}, {'F1': 9.22, 'Latency': 28.87}, {'F1': 6.25, 'Latency': 30.07}, {'F1': 9.78, 'Latency': 24.55}, {'F1': 8.7, 'Latency': 21.96}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 9.22, 'Latency': 27.17}, {'F1': 6.25, 'Latency': 30.07}, {'F1': 12.54, 'Latency': 25.32}, {'F1': 6.52, 'Latency': 26.65}, {'F1': 12.18, 'Latency': 19.82}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 6.95, 'Latency': 31.17}, {'F1': 9.57, 'Latency': 26.11}, {'F1': 9.24, 'Latency': 30.86}, {'F1': 6.77, 'Latency': 25.1}, {'F1': 6.52, 'Latency': 26.65}]","[0.0, 0.0, 0.0, 4.056704340005268e-06, 0.0]"
"[{'F1': 7.0, 'Latency': 28.0}, {'F1': 8.0, 'Latency': 25.0}, {'F1': 10.0, 'Latency': 25.0}, {'F1': 12.0, 'Latency': 25.0}, {'F1': 9.0, 'Latency': 28.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 10.2, 'Latency': 28.87}, {'F1': 7.04, 'Latency': 27.17}, {'F1': 8.83, 'Latency': 24.03}, {'F1': 9.22, 'Latency': 28.87}, {'F1': 10.9, 'Latency': 24.57}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 7.59, 'Latency': 28.03}, {'F1': 12.54, 'Latency': 25.32}, {'F1': 9.78, 'Latency': 24.55}, {'F1': 7.51, 'Latency': 31.68}, {'F1': 6.95, 'Latency': 31.17}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 8.86, 'Latency': 24.98}, {'F1': 12.18, 'Latency': 19.82}, {'F1': 7.74, 'Latency': 25.6}, {'F1': 6.95, 'Latency': 31.17}, {'F1': 7.04, 'Latency': 27.17}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 6.95, 'Latency': 31.17}, {'F1': 8.76, 'Latency': 21.8}, {'F1': 8.93, 'Latency': 26.53}, {'F1': 6.77, 'Latency': 25.1}, {'F1': 8.68, 'Latency': 23.79}]","[0.0, 5.7082132653984985e-06, 0.0, 4.056704340005268e-06, 2.681131296977668e-07]"
"[{'F1': 7.04, 'Latency': 27.17}, {'F1': 12.18, 'Latency': 19.82}, {'F1': 10.2, 'Latency': 31.47}, {'F1': 9.78, 'Latency': 24.55}, {'F1': 6.25, 'Latency': 30.07}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 6.74, 'Latency': 27.5}, {'F1': 8.86, 'Latency': 24.98}, {'F1': 7.68, 'Latency': 27.38}, {'F1': 10.38, 'Latency': 22.26}, {'F1': 8.86, 'Latency': 24.98}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 7.45, 'Latency': 25.62}, {'F1': 9.22, 'Latency': 28.87}, {'F1': 8.7, 'Latency': 21.96}, {'F1': 9.78, 'Latency': 24.55}, {'F1': 8.37, 'Latency': 30.8}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
