candidate_evaluations,hypervolume_contributions
"[{'F1': 20.0, 'Latency': 24.0}, {'F1': 10.0, 'Latency': 25.0}, {'F1': 15.0, 'Latency': 26.0}, {'F1': 25.0, 'Latency': 23.0}, {'F1': 12.0, 'Latency': 24.5}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 7.2, 'Latency': 26.5}, {'F1': 8.2, 'Latency': 22.5}, {'F1': 7.8, 'Latency': 27.0}, {'F1': 6.9, 'Latency': 25.0}, {'F1': 8.0, 'Latency': 22.0}]","[0.0, 5.3173839625220154e-05, 0.0, 0.0, 0.00035968585664925]"
"[{'F1': 7.8, 'Latency': 22.2}, {'F1': 6.5, 'Latency': 22.7}, {'F1': 8.2, 'Latency': 21.5}, {'F1': 7.3, 'Latency': 27.3}, {'F1': 7.9, 'Latency': 22.0}]","[0.0003398660049891422, 0.0, 0.001767390748987241, 0.0, 0.00042508328513091165]"
"[{'F1': 8.0, 'Latency': 22.0}, {'F1': 7.0, 'Latency': 23.0}, {'F1': 9.0, 'Latency': 21.0}, {'F1': 6.5, 'Latency': 24.0}, {'F1': 11.0, 'Latency': 19.0}]","[0.00035968585664947206, 0.0, 0.0016006758988844627, 0.0, 0.0028259087322870524]"
"[{'F1': 10.0, 'Latency': 25.0}, {'F1': 8.0, 'Latency': 24.0}, {'F1': 9.5, 'Latency': 26.0}, {'F1': 7.0, 'Latency': 28.0}, {'F1': 11.0, 'Latency': 23.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 7.0, 'Latency': 23.0}, {'F1': 8.0, 'Latency': 25.0}, {'F1': 9.0, 'Latency': 22.0}, {'F1': 7.5, 'Latency': 21.5}, {'F1': 7.2, 'Latency': 24.0}]","[0.0, 0.0, 0.0, 0.0016157701445558281, 0.0]"
"[{'F1': 7.0, 'Latency': 25.0}, {'F1': 9.0, 'Latency': 28.0}, {'F1': 11.0, 'Latency': 23.0}, {'F1': 8.0, 'Latency': 26.0}, {'F1': 6.0, 'Latency': 29.0}]","[0.0, 0.0, 0.0, 0.0, 0.001450419905804523]"
"[{'F1': 7.2, 'Latency': 27.5}, {'F1': 8.8, 'Latency': 30.0}, {'F1': 6.8, 'Latency': 27.0}, {'F1': 7.6, 'Latency': 27.8}, {'F1': 7.0, 'Latency': 28.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 8.96, 'Latency': 22.14}, {'F1': 8.13, 'Latency': 30.4}, {'F1': 10.9, 'Latency': 20.81}, {'F1': 7.11, 'Latency': 29.42}, {'F1': 7.03, 'Latency': 29.73}]","[0.0, 0.0, 2.436967249330735e-06, 0.0, 0.0]"
"[{'F1': 8.55, 'Latency': 21.84}, {'F1': 7.11, 'Latency': 29.42}, {'F1': 12.55, 'Latency': 18.96}, {'F1': 8.13, 'Latency': 30.4}, {'F1': 10.9, 'Latency': 20.81}]","[0.0, 0.0, 4.9730259150670975e-06, 0.0, 2.436967249330735e-06]"
"[{'F1': 7.2, 'Latency': 28.5}, {'F1': 8.2, 'Latency': 25.5}, {'F1': 9.1, 'Latency': 27.3}, {'F1': 7.6, 'Latency': 26.8}, {'F1': 8.8, 'Latency': 29.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 8.96, 'Latency': 30.52}, {'F1': 6.7, 'Latency': 27.17}, {'F1': 12.55, 'Latency': 18.96}, {'F1': 8.13, 'Latency': 30.4}, {'F1': 10.9, 'Latency': 20.81}]","[0.0, 0.0, 4.971534863118521e-06, 0.0, 2.4362365786956275e-06]"
"[{'F1': 9.5, 'Latency': 23.5}, {'F1': 7.8, 'Latency': 26.5}, {'F1': 9.0, 'Latency': 29.0}, {'F1': 7.2, 'Latency': 25.0}, {'F1': 9.3, 'Latency': 22.5}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 8.5, 'Latency': 28.0}, {'F1': 7.5, 'Latency': 29.0}, {'F1': 7.0, 'Latency': 28.5}, {'F1': 11.0, 'Latency': 22.0}, {'F1': 7.2, 'Latency': 27.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 9.72, 'Latency': 30.87}, {'F1': 8.96, 'Latency': 30.52}, {'F1': 8.13, 'Latency': 30.4}, {'F1': 7.03, 'Latency': 29.73}, {'F1': 7.39, 'Latency': 25.39}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 8.55, 'Latency': 21.84}, {'F1': 6.96, 'Latency': 30.23}, {'F1': 12.16, 'Latency': 22.95}, {'F1': 6.7, 'Latency': 27.17}, {'F1': 7.58, 'Latency': 27.58}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 7.0, 'Latency': 29.5}, {'F1': 10.9, 'Latency': 20.8}, {'F1': 8.1, 'Latency': 30.4}, {'F1': 8.5, 'Latency': 21.8}, {'F1': 12.1, 'Latency': 23.0}]","[0.0, 1.53915885352518e-05, 0.0, 0.0001056642730608015, 0.0]"
"[{'F1': 8.89, 'Latency': 21.88}, {'F1': 9.72, 'Latency': 30.87}, {'F1': 8.12, 'Latency': 28.52}, {'F1': 10.9, 'Latency': 20.81}, {'F1': 7.11, 'Latency': 29.42}]","[0.0, 0.0, 0.0, 2.38014833886524e-06, 0.0]"
"[{'F1': 7.23, 'Latency': 24.85}, {'F1': 7.8, 'Latency': 24.71}, {'F1': 7.39, 'Latency': 25.39}, {'F1': 7.11, 'Latency': 29.42}, {'F1': 8.96, 'Latency': 30.52}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 7.27, 'Latency': 29.85}, {'F1': 7.11, 'Latency': 29.42}, {'F1': 8.12, 'Latency': 28.52}, {'F1': 7.88, 'Latency': 26.67}, {'F1': 6.7, 'Latency': 27.17}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 7.1, 'Latency': 29.5}, {'F1': 7.5, 'Latency': 25.5}, {'F1': 7.3, 'Latency': 24.8}, {'F1': 7.2, 'Latency': 28.5}, {'F1': 8.5, 'Latency': 30.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 7.2, 'Latency': 24.5}, {'F1': 7.0, 'Latency': 29.5}, {'F1': 8.5, 'Latency': 22.0}, {'F1': 9.0, 'Latency': 22.5}, {'F1': 7.1, 'Latency': 29.5}]","[0.0, 0.0, 2.5627646530690384e-05, 0.0, 0.0]"
"[{'F1': 7.5, 'Latency': 25.5}, {'F1': 8.0, 'Latency': 22.5}, {'F1': 7.2, 'Latency': 29.5}, {'F1': 9.5, 'Latency': 30.5}, {'F1': 8.5, 'Latency': 28.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 7.0, 'Latency': 29.0}, {'F1': 9.5, 'Latency': 30.0}, {'F1': 7.2, 'Latency': 29.5}, {'F1': 8.0, 'Latency': 28.0}, {'F1': 7.3, 'Latency': 29.7}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 7.27, 'Latency': 29.85}, {'F1': 7.03, 'Latency': 29.73}, {'F1': 7.39, 'Latency': 25.39}, {'F1': 6.4, 'Latency': 22.65}, {'F1': 12.55, 'Latency': 18.96}]","[0.0, 0.0, 0.0, 3.09860811666951e-05, 4.857542609038035e-06]"
"[{'F1': 8.37, 'Latency': 30.8}, {'F1': 7.8, 'Latency': 24.71}, {'F1': 9.72, 'Latency': 30.87}, {'F1': 8.89, 'Latency': 21.88}, {'F1': 7.8, 'Latency': 24.71}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
