configs,runtime_traj,F1,F2
"{'x0': 0.5, 'x1': 0.5, 'x2': 0.5, 'x3': 0.5, 'problem': 'welded_beam'}",5.110824653999998,0.312,35.123
"{'x0': 0.7340429696347311, 'x1': 0.5043868931613189, 'x2': 0.640364332564056, 'x3': 0.3997920777187144, 'problem': 'welded_beam'}",5.110788904999936,0.479,20.91
"{'x0': 0.971397651214524, 'x1': 0.3992014618504318, 'x2': 0.19401821305908, 'x3': 0.6812535355671672, 'problem': 'welded_beam'}",5.110810524000044,0.508,441.202
"{'x0': 0.4531698258951118, 'x1': 0.7038818157656254, 'x2': 0.6778443501212649, 'x3': 0.5711862915010029, 'problem': 'welded_beam'}",5.110895124000081,0.434,12.34
"{'x0': 0.4333667528204988, 'x1': 0.7180421762649241, 'x2': 0.9070783962814556, 'x3': 0.5148575064802305, 'problem': 'welded_beam'}",5.110887073999948,0.48,5.713
"{'x0': 0.4692010930848463, 'x1': 0.6796321284103066, 'x2': 0.0032636883353964, 'x3': 0.3965148684141295, 'problem': 'welded_beam'}",5.110844494000048,0.166,159253350.869
"{'x0': 0.7318931376466036, 'x1': 0.8638796017487235, 'x2': 0.0382016593167963, 'x3': 0.5877027950265935, 'problem': 'welded_beam'}",5.110867613999972,0.527,66999.206
"{'x0': 0.4265565864231826, 'x1': 0.1720903268117185, 'x2': 0.0284795165563022, 'x3': 0.2866160192754476, 'problem': 'welded_beam'}",5.110836084000084,0.04,331570.432
"{'x0': 0.608754102832726, 'x1': 0.6855344528676377, 'x2': 0.040359629979555, 'x3': 0.6465394960178321, 'problem': 'welded_beam'}",5.110858433999965,0.299,51646.097
"{'x0': 0.5981574221816082, 'x1': 0.8341555634765404, 'x2': 0.5863880505057937, 'x3': 0.3204258787213321, 'problem': 'welded_beam'}",5.110878533999994,0.464,33.977
"{'x0': 0.1802781079068598, 'x1': 0.2900672896989278, 'x2': 0.2064113475975585, 'x3': 0.5814217140004454, 'problem': 'welded_beam'}",10.433890625999991,0.093,429.321
"{'x0': 0.3902391994127695, 'x1': 0.0621396421056517, 'x2': 0.5125381962596276, 'x3': 0.528586807514075, 'problem': 'welded_beam'}",10.43390252600011,0.194,30.845
"{'x0': 0.1801573023116877, 'x1': 0.1640785043981639, 'x2': 0.5976313178748514, 'x3': 0.7507646908151254, 'problem': 'welded_beam'}",10.433928756000114,0.312,13.698
"{'x0': 0.4236207721845944, 'x1': 0.5507026329042927, 'x2': 0.1819583897943743, 'x3': 0.1574586066042583, 'problem': 'welded_beam'}",10.43393505600011,0.129,2314.15
"{'x0': 0.1003605762225463, 'x1': 0.3376293589572084, 'x2': 0.5128981718499733, 'x3': 0.5351481127297042, 'problem': 'welded_beam'}",10.433916045999922,0.193,30.402
"{'x0': 0.2284104210377932, 'x1': 0.1678782996719735, 'x2': 0.0576399028168979, 'x3': 0.0441073020182237, 'problem': 'welded_beam'}",10.433940606000078,0.011,259892.58
"{'x0': 0.1972448492883411, 'x1': 0.2477163109408403, 'x2': 0.6270113051569528, 'x3': 0.6252241736714115, 'problem': 'welded_beam'}",10.433909485999948,0.279,14.243
"{'x0': 0.4172516445823644, 'x1': 0.6289738451167856, 'x2': 0.0577748234809776, 'x3': 0.0126323601765915, 'problem': 'welded_beam'}",10.433959056000049,0.121,901101.499
"{'x0': 0.234505515748443, 'x1': 0.0781039029057162, 'x2': 0.2066929201392079, 'x3': 0.2642210923383714, 'problem': 'welded_beam'}",10.43394712600002,0.042,940.87
"{'x0': 0.1561877920979533, 'x1': 0.3353971161558753, 'x2': 0.1809133024240368, 'x3': 0.7951295382148421, 'problem': 'welded_beam'}",10.433953045999942,0.108,466.256
"{'x0': 0.1165623904397719, 'x1': 0.366385860149705, 'x2': 0.888388405057921, 'x3': 0.0542992969273712, 'problem': 'welded_beam'}",15.838722516999953,0.039,57.66
"{'x0': 0.1087975100153428, 'x1': 0.2290439076708667, 'x2': 0.9286368715127904, 'x3': 0.0718406790675736, 'problem': 'welded_beam'}",15.838698257000033,0.049,38.156
"{'x0': 0.0325906251811934, 'x1': 0.2941772391097933, 'x2': 0.6564779109206326, 'x3': 0.162461655877636, 'problem': 'welded_beam'}",15.838744717000054,0.074,47.76
"{'x0': 0.0571547680598968, 'x1': 0.1449902437768626, 'x2': 0.6632432795546995, 'x3': 0.082672230025151, 'problem': 'welded_beam'}",15.83873564700002,0.038,91.011
"{'x0': 0.0578153347776706, 'x1': 0.4646611578271286, 'x2': 0.5413282389369756, 'x3': 0.2142537222583264, 'problem': 'welded_beam'}",15.838752237000108,0.082,64.59
"{'x0': 0.0395703603568479, 'x1': 0.6438499827914715, 'x2': 0.5540485669243906, 'x3': 0.2385000794211472, 'problem': 'welded_beam'}",15.836764525000037,0.094,54.118
"{'x0': 0.0079373680983242, 'x1': 0.7330192971934842, 'x2': 0.6567691536283217, 'x3': 0.30341139752745, 'problem': 'welded_beam'}",15.838758936999966,0.141,25.539
"{'x0': 0.2283515190964614, 'x1': 0.4424472805637061, 'x2': 0.658676946344174, 'x3': 0.0321363525021592, 'problem': 'welded_beam'}",15.838764867000007,0.04,239.034
