surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.38, 'F2': 4.9}","{'F1': 0.197, 'F2': 3.019}"
"{'F1': 0.1, 'F2': 2.0}","{'F1': 0.1, 'F2': 2.081}"
"{'F1': 0.15, 'F2': 2.5}","{'F1': 0.05, 'F2': 2.054}"
"{'F1': 0.2, 'F2': 3.0}","{'F1': 0.2, 'F2': 2.167}"
"{'F1': 0.1, 'F2': 2.0}","{'F1': 0.05, 'F2': 2.132}"
"{'F1': 0.12, 'F2': 2.11}","{'F1': 0.12, 'F2': 2.001}"
"{'F1': 0.05, 'F2': 2.0}","{'F1': 0.04, 'F2': 1.3}"
"{'F1': 0.03, 'F2': 1.75}","{'F1': 0.03, 'F2': 1.993}"
"{'F1': 0.25, 'F2': 2.4}","{'F1': 0.25, 'F2': 2.056}"
"{'F1': 0.02, 'F2': 1.0}","{'F1': 0.02, 'F2': 3.88}"
"{'F1': 0.02, 'F2': 1.95}","{'F1': 0.02, 'F2': 4.057}"
"{'F1': 0.01, 'F2': 2.95}","{'F1': 0.01, 'F2': 2.35}"
"{'F1': 0.1, 'F2': 2.78}","{'F1': 0.1, 'F2': 2.175}"
"{'F1': 0.25, 'F2': 3.25}","{'F1': 0.1, 'F2': 4.412}"
"{'F1': 0.16, 'F2': 4.12}","{'F1': 0.15, 'F2': 5.288}"
"{'F1': 0.04, 'F2': 3.56}","{'F1': 0.04, 'F2': 5.363}"
"{'F1': 0.15, 'F2': 4.41}","{'F1': 0.15, 'F2': 5.558}"
"{'F1': 0.34, 'F2': 5.12}","{'F1': 0.05, 'F2': 5.391}"
"{'F1': 0.03, 'F2': 1.5}","{'F1': 0.02, 'F2': 2.53}"
"{'F1': 0.01, 'F2': 2.23}","{'F1': 0.01, 'F2': 2.44}"
"{'F1': 0.2, 'F2': 3.5}","{'F1': 0.2, 'F2': 2.505}"
"{'F1': 0.1, 'F2': 2.17}","{'F1': 0.1, 'F2': 1.895}"
"{'F1': 0.06, 'F2': 2.78}","{'F1': 0.06, 'F2': 2.159}"
"{'F1': 0.12, 'F2': 3.0}","{'F1': 0.12, 'F2': 2.975}"
"{'F1': 0.1, 'F2': 4.75}","{'F1': 0.1, 'F2': 4.924}"
"{'F1': 0.1, 'F2': 3.0}","{'F1': 0.1, 'F2': 2.796}"
"{'F1': 0.03, 'F2': 2.53}","{'F1': 0.03, 'F2': 2.443}"
"{'F1': 0.2, 'F2': 2.5}","{'F1': 0.2, 'F2': 2.317}"
"{'F1': 0.2, 'F2': 5.5}","{'F1': 0.07, 'F2': 5.443}"
"{'F1': 0.15, 'F2': 3.45}","{'F1': 0.15, 'F2': 4.486}"
"{'F1': 0.05, 'F2': 2.0}","{'F1': 0.05, 'F2': 1.448}"
"{'F1': 0.1, 'F2': 2.15}","{'F1': 0.1, 'F2': 1.973}"
"{'F1': 0.15, 'F2': 2.25}","{'F1': 0.15, 'F2': 2.029}"
"{'F1': 0.3, 'F2': 3.0}","{'F1': 0.3, 'F2': 2.264}"
"{'F1': 0.3, 'F2': 4.5}","{'F1': 0.3, 'F2': 5.079}"
"{'F1': 0.01, 'F2': 2.1}","{'F1': 0.01, 'F2': 4.044}"
"{'F1': 0.1, 'F2': 4.41}","{'F1': 0.1, 'F2': 4.132}"
"{'F1': 0.08, 'F2': 2.51}","{'F1': 0.08, 'F2': 3.068}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 0.5, 'F2': 5.11}"
"{'F1': 0.15, 'F2': 4.26}","{'F1': 0.05, 'F2': 5.018}"
"{'F1': 0.25, 'F2': 5.28}","{'F1': 0.75, 'F2': 3.077}"
"{'F1': 0.01, 'F2': 1.45}","{'F1': 0.01, 'F2': 1.09}"
"{'F1': 0.05, 'F2': 3.08}","{'F1': 0.05, 'F2': 5.127}"
"{'F1': 0.05, 'F2': 5.15}","{'F1': 0.05, 'F2': 5.422}"
"{'F1': 0.02, 'F2': 2.63}","{'F1': 0.02, 'F2': 2.617}"
"{'F1': 0.02, 'F2': 1.99}","{'F1': 0.02, 'F2': 1.09}"
"{'F1': 0.25, 'F2': 5.32}","{'F1': 0.25, 'F2': 5.069}"
"{'F1': 0.3, 'F2': 4.98}","{'F1': 0.3, 'F2': 4.705}"
"{'F1': 0.1, 'F2': 4.04}","{'F1': 0.1, 'F2': 2.921}"
"{'F1': 0.01, 'F2': 2.35}","{'F1': 0.01, 'F2': 4.023}"
