surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.37, 'F2': 4.6}","{'F1': 0.123, 'F2': 5.557}"
"{'F1': 0.15, 'F2': 5.25}","{'F1': 0.018, 'F2': 5.542}"
"{'F1': 0.3, 'F2': 5.2}","{'F1': 0.25, 'F2': 3.995}"
"{'F1': 0.15, 'F2': 5.2}","{'F1': 0.1, 'F2': 5.343}"
"{'F1': 0.23, 'F2': 5.2}","{'F1': 0.05, 'F2': 3.73}"
"{'F1': 0.03, 'F2': 5.1}","{'F1': 0.03, 'F2': 3.771}"
"{'F1': 0.02, 'F2': 4.0}","{'F1': 0.02, 'F2': 3.123}"
"{'F1': 0.01, 'F2': 4.0}","{'F1': 0.01, 'F2': 2.608}"
"{'F1': 0.02, 'F2': 3.25}","{'F1': 0.005, 'F2': 2.384}"
"{'F1': 0.01, 'F2': 2.57}","{'F1': 0.006, 'F2': 2.314}"
"{'F1': 0.07, 'F2': 3.0}","{'F1': 0.067, 'F2': 2.34}"
"{'F1': 0.06, 'F2': 3.25}","{'F1': 0.06, 'F2': 2.069}"
"{'F1': 0.04, 'F2': 3.5}","{'F1': 0.04, 'F2': 5.109}"
"{'F1': 0.02, 'F2': 3.5}","{'F1': 0.008, 'F2': 2.26}"
"{'F1': 0.03, 'F2': 3.0}","{'F1': 0.03, 'F2': 2.135}"
"{'F1': 0.01, 'F2': 2.39}","{'F1': 0.005, 'F2': 2.148}"
"{'F1': 0.02, 'F2': 2.13}","{'F1': 0.022, 'F2': 2.179}"
"{'F1': 0.02, 'F2': 2.15}","{'F1': 0.02, 'F2': 2.341}"
"{'F1': 0.01, 'F2': 2.34}","{'F1': 0.005, 'F2': 2.44}"
"{'F1': 0.02, 'F2': 2.58}","{'F1': 0.015, 'F2': 3.444}"
"{'F1': 0.11, 'F2': 4.03}","{'F1': 0.11, 'F2': 5.833}"
"{'F1': 0.02, 'F2': 2.44}","{'F1': 0.02, 'F2': 3.88}"
"{'F1': 0.02, 'F2': 2.35}","{'F1': 0.02, 'F2': 2.108}"
"{'F1': 0.01, 'F2': 2.45}","{'F1': 0.009, 'F2': 2.198}"
"{'F1': 0.01, 'F2': 2.13}","{'F1': 0.012, 'F2': 2.493}"
"{'F1': 0.02, 'F2': 2.9}","{'F1': 0.01, 'F2': 3.79}"
"{'F1': 0.04, 'F2': 3.55}","{'F1': 0.04, 'F2': 2.231}"
"{'F1': 0.25, 'F2': 4.56}","{'F1': 0.3, 'F2': 6.106}"
"{'F1': 0.02, 'F2': 3.25}","{'F1': 0.02, 'F2': 2.921}"
"{'F1': 0.03, 'F2': 3.81}","{'F1': 0.03, 'F2': 5.32}"
"{'F1': 0.2, 'F2': 4.5}","{'F1': 0.15, 'F2': 5.232}"
"{'F1': 0.05, 'F2': 4.0}","{'F1': 0.05, 'F2': 7.337}"
"{'F1': 0.01, 'F2': 5.34}","{'F1': 0.006, 'F2': 7.036}"
"{'F1': 0.02, 'F2': 3.12}","{'F1': 0.02, 'F2': 2.558}"
"{'F1': 0.01, 'F2': 2.31}","{'F1': 0.008, 'F2': 2.473}"
"{'F1': 0.01, 'F2': 2.46}","{'F1': 0.005, 'F2': 2.364}"
"{'F1': 0.02, 'F2': 2.56}","{'F1': 0.015, 'F2': 3.835}"
"{'F1': 0.15, 'F2': 4.0}","{'F1': 0.15, 'F2': 2.34}"
"{'F1': 0.04, 'F2': 3.42}","{'F1': 0.04, 'F2': 4.06}"
"{'F1': 0.25, 'F2': 6.12}","{'F1': 0.2, 'F2': 5.306}"
"{'F1': 0.35, 'F2': 5.0}","{'F1': 0.5, 'F2': 4.671}"
"{'F1': 0.3, 'F2': 5.3}","{'F1': 0.3, 'F2': 5.266}"
"{'F1': 0.02, 'F2': 2.56}","{'F1': 0.02, 'F2': 2.53}"
"{'F1': 0.05, 'F2': 5.5}","{'F1': 0.052, 'F2': 4.119}"
"{'F1': 0.045, 'F2': 3.61}","{'F1': 0.045, 'F2': 2.754}"
"{'F1': 0.01, 'F2': 2.36}","{'F1': 0.001, 'F2': 1.279}"
"{'F1': 0.3, 'F2': 5.25}","{'F1': 0.4, 'F2': 5.502}"
"{'F1': 0.2, 'F2': 5.0}","{'F1': 0.2, 'F2': 4.902}"
"{'F1': 0.15, 'F2': 4.89}","{'F1': 0.15, 'F2': 5.325}"
"{'F1': 0.03, 'F2': 3.45}","{'F1': 0.07, 'F2': 2.978}"
