surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.05, 'F2': 4.5}","{'F1': 0.05, 'F2': 2.411}"
"{'F1': 0.03, 'F2': 2.35}","{'F1': 0.03, 'F2': 5.553}"
"{'F1': 0.04, 'F2': 5.5}","{'F1': 0.04, 'F2': 5.462}"
"{'F1': 0.11, 'F2': 5.25}","{'F1': 0.11, 'F2': 5.461}"
"{'F1': 0.02, 'F2': 5.75}","{'F1': 0.02, 'F2': 5.404}"
"{'F1': 0.01, 'F2': 3.3}","{'F1': 0.01, 'F2': 5.23}"
"{'F1': 0.15, 'F2': 5.67}","{'F1': 0.15, 'F2': 5.278}"
"{'F1': 0.12, 'F2': 5.25}","{'F1': 0.12, 'F2': 3.208}"
"{'F1': 0.12, 'F2': 5.5}","{'F1': 0.12, 'F2': 5.65}"
"{'F1': 0.08, 'F2': 5.5}","{'F1': 0.08, 'F2': 5.517}"
"{'F1': 0.07, 'F2': 5.56}","{'F1': 0.07, 'F2': 5.378}"
"{'F1': 0.01, 'F2': 5.18}","{'F1': 0.01, 'F2': 3.759}"
"{'F1': 0.03, 'F2': 5.46}","{'F1': 0.03, 'F2': 5.134}"
"{'F1': 0.04, 'F2': 5.5}","{'F1': 0.04, 'F2': 3.998}"
"{'F1': 0.02, 'F2': 5.25}","{'F1': 0.02, 'F2': 5.289}"
"{'F1': 0.01, 'F2': 4.0}","{'F1': 0.01, 'F2': 2.44}"
"{'F1': 0.04, 'F2': 5.12}","{'F1': 0.04, 'F2': 4.06}"
"{'F1': 0.04, 'F2': 5.46}","{'F1': 0.04, 'F2': 4.277}"
"{'F1': 0.005, 'F2': 2.85}","{'F1': 0.005, 'F2': 3.078}"
"{'F1': 0.005, 'F2': 3.05}","{'F1': 0.005, 'F2': 3.745}"
"{'F1': 0.02, 'F2': 3.85}","{'F1': 0.02, 'F2': 2.53}"
"{'F1': 0.04, 'F2': 4.0}","{'F1': 0.4, 'F2': 3.109}"
"{'F1': 0.2, 'F2': 4.21}","{'F1': 0.2, 'F2': 3.758}"
"{'F1': 0.1, 'F2': 4.5}","{'F1': 0.1, 'F2': 2.626}"
"{'F1': 0.12, 'F2': 5.46}","{'F1': 0.12, 'F2': 5.438}"
"{'F1': 0.03, 'F2': 3.94}","{'F1': 0.03, 'F2': 3.97}"
"{'F1': 0.02, 'F2': 5.12}","{'F1': 0.02, 'F2': 5.23}"
"{'F1': 0.005, 'F2': 3.86}","{'F1': 0.005, 'F2': 1.72}"
"{'F1': 0.1, 'F2': 4.15}","{'F1': 0.1, 'F2': 3.079}"
"{'F1': 0.3, 'F2': 4.01}","{'F1': 0.3, 'F2': 3.091}"
"{'F1': 0.15, 'F2': 5.27}","{'F1': 0.15, 'F2': 5.567}"
"{'F1': 0.003, 'F2': 1.76}","{'F1': 0.003, 'F2': 1.162}"
"{'F1': 0.03, 'F2': 4.21}","{'F1': 0.03, 'F2': 5.158}"
"{'F1': 0.01, 'F2': 3.45}","{'F1': 0.01, 'F2': 1.742}"
"{'F1': 0.1, 'F2': 4.02}","{'F1': 0.1, 'F2': 5.175}"
"{'F1': 0.01, 'F2': 1.83}","{'F1': 0.002, 'F2': 1.178}"
"{'F1': 0.05, 'F2': 4.1}","{'F1': 0.05, 'F2': 4.022}"
"{'F1': 0.045, 'F2': 5.35}","{'F1': 0.045, 'F2': 3.499}"
"{'F1': 0.0, 'F2': 1.5}","{'F1': 0.005, 'F2': 2.395}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.001, 'F2': 1.549}"
"{'F1': 0.08, 'F2': 4.5}","{'F1': 0.08, 'F2': 5.424}"
"{'F1': 0.04, 'F2': 4.22}","{'F1': 0.04, 'F2': 3.305}"
"{'F1': 0.09, 'F2': 4.59}","{'F1': 0.09, 'F2': 5.517}"
"{'F1': 0.1, 'F2': 3.12}","{'F1': 0.1, 'F2': 2.688}"
"{'F1': 0.01, 'F2': 1.55}","{'F1': 0.005, 'F2': 1.315}"
"{'F1': 0.0, 'F2': 1.5}","{'F1': 0.001, 'F2': 1.144}"
"{'F1': 0.0, 'F2': 1.2}","{'F1': 0.001, 'F2': 1.279}"
"{'F1': 0.1, 'F2': 4.6}","{'F1': 0.1, 'F2': 4.141}"
"{'F1': 0.1, 'F2': 3.76}","{'F1': 0.1, 'F2': 3.508}"
"{'F1': 0.35, 'F2': 4.89}","{'F1': 0.25, 'F2': 5.395}"
