surrogate_model_prediction,benchmark_evaluation
"{'F1': 8.45, 'Latency': 30.12}","{'f1': 7.799999999999997, 'latency': 27.222867012023926}"
"{'F1': 8.25, 'Latency': 28.5}","{'f1': 10.146666666666661, 'latency': 24.93035316467285}"
"{'F1': 7.65, 'Latency': 20.5}","{'f1': 19.914999999999992, 'latency': 17.063016891479492}"
"{'F1': 12.0, 'Latency': 19.5}","{'f1': 11.995000000000005, 'latency': 18.518247604370117}"
"{'F1': 7.5, 'Latency': 30.0}","{'f1': 10.486666666666665, 'latency': 26.114907264709473}"
"{'F1': 18.0, 'Latency': 17.5}","{'f1': 15.883333333333326, 'latency': 9.892287254333496}"
"{'F1': 15.0, 'Latency': 12.0}","{'f1': 45.70333333333334, 'latency': 8.148136138916016}"
"{'F1': 8.0, 'Latency': 17.0}","{'f1': 24.473333333333343, 'latency': 15.649724006652832}"
"{'F1': 12.0, 'Latency': 18.52}","{'f1': 11.036666666666676, 'latency': 21.929292678833008}"
"{'F1': 15.0, 'Latency': 18.0}","{'f1': 12.64500000000001, 'latency': 20.591578483581543}"
"{'F1': 10.5, 'Latency': 22.0}","{'f1': 7.766666666666666, 'latency': 20.81477165222168}"
"{'F1': 14.02, 'Latency': 12.15}","{'f1': 24.08333333333333, 'latency': 14.812631607055664}"
"{'F1': 13.5, 'Latency': 15.0}","{'f1': 19.92, 'latency': 13.2232666015625}"
"{'F1': 15.88, 'Latency': 9.89}","{'f1': 90.0, 'latency': 11.526975631713867}"
"{'F1': 0.0, 'Latency': 40.0}","{'f1': 90.0, 'latency': 13.159713745117188}"
"{'F1': 15.88, 'Latency': 9.89}","{'f1': 10.569999999999993, 'latency': 13.06042194366455}"
"{'F1': 9.19, 'Latency': 26.31}","{'f1': 10.923333333333332, 'latency': 20.22496223449707}"
"{'F1': 12.0, 'Latency': 18.52}","{'f1': 13.50333333333333, 'latency': 19.223108291625977}"
"{'F1': 14.0, 'Latency': 18.0}","{'f1': 8.263333333333321, 'latency': 22.44523048400879}"
"{'F1': 12.0, 'Latency': 11.5}","{'f1': 15.623333333333335, 'latency': 10.68089485168457}"
"{'F1': 10.57, 'Latency': 13.06}","{'f1': 11.269999999999996, 'latency': 17.27001190185547}"
"{'F1': 20.0, 'Latency': 15.0}","{'f1': 13.61, 'latency': 9.78945255279541}"
"{'F1': 10.15, 'Latency': 24.93}","{'f1': 10.563333333333333, 'latency': 16.526589393615723}"
"{'F1': 19.92, 'Latency': 13.22}","{'f1': 13.579999999999998, 'latency': 17.36696720123291}"
"{'F1': 15.88, 'Latency': 10.89}","{'f1': 30.74666666666667, 'latency': 13.1290864944458}"
"{'F1': 8.5, 'Latency': 19.0}","{'f1': 24.5, 'latency': 20.075430870056152}"
"{'F1': 20.32, 'Latency': 17.65}","{'f1': 7.976666666666674, 'latency': 17.47152328491211}"
"{'F1': 12.65, 'Latency': 18.52}","{'f1': 11.303333333333327, 'latency': 17.266273498535156}"
"{'F1': 14.5, 'Latency': 14.5}","{'f1': 10.790000000000006, 'latency': 17.270407676696777}"
"{'F1': 10.57, 'Latency': 13.06}","{'f1': 38.4, 'latency': 17.287073135375977}"
"{'F1': 20.0, 'Latency': 17.5}","{'f1': 14.25, 'latency': 16.24919891357422}"
"{'F1': 15.88, 'Latency': 9.89}","{'f1': 19.85333333333334, 'latency': 13.853354454040527}"
"{'F1': 18.0, 'Latency': 14.0}","{'f1': 20.230000000000004, 'latency': 13.848104476928711}"
"{'F1': 20.32, 'Latency': 16.65}","{'f1': 36.97333333333333, 'latency': 17.425074577331543}"
"{'F1': 12.0, 'Latency': 17.06}","{'f1': 13.294999999999987, 'latency': 10.640363693237305}"
"{'F1': 20.0, 'Latency': 18.0}","{'f1': 24.659999999999997, 'latency': 19.07088279724121}"
"{'F1': 10.49, 'Latency': 26.11}","{'f1': 7.89500000000001, 'latency': 15.848603248596191}"
"{'F1': 10.57, 'Latency': 13.06}","{'f1': 11.123333333333335, 'latency': 13.862524032592773}"
"{'F1': 10.15, 'Latency': 24.93}","{'f1': 90.0, 'latency': 19.278230667114258}"
"{'F1': 10.15, 'Latency': 24.93}","{'f1': 24.293333333333337, 'latency': 17.23026752471924}"
"{'F1': 10.2, 'Latency': 15.5}","{'f1': 8.015, 'latency': 19.541258811950684}"
"{'F1': 10.0, 'Latency': 17.0}","{'f1': 24.233333333333334, 'latency': 17.210192680358887}"
"{'F1': 10.5, 'Latency': 15.2}","{'f1': 13.203333333333333, 'latency': 15.92061996459961}"
"{'F1': 12.5, 'Latency': 12.0}","{'f1': 13.689999999999998, 'latency': 11.496109962463379}"
"{'F1': 8.5, 'Latency': 16.5}","{'f1': 90.0, 'latency': 15.609970092773438}"
"{'F1': 14.25, 'Latency': 16.25}","{'f1': 13.513333333333321, 'latency': 14.741401672363281}"
"{'F1': 13.29, 'Latency': 11.5}","{'f1': 11.010000000000005, 'latency': 17.25450038909912}"
"{'F1': 19.92, 'Latency': 13.22}","{'f1': 13.870000000000005, 'latency': 14.72930908203125}"
"{'F1': 20.56, 'Latency': 16.3}","{'f1': 11.263333333333321, 'latency': 19.840116500854492}"
"{'F1': 15.88, 'Latency': 9.89}","{'f1': 24.08999999999999, 'latency': 14.069790840148926}"
"{'F1': 19.91, 'Latency': 17.06}","{'f1': 13.25, 'latency': 17.231483459472656}"
"{'F1': 20.23, 'Latency': 13.85}","{'f1': 20.306666666666672, 'latency': 14.005270004272461}"
"{'F1': 11.0, 'Latency': 17.0}","{'f1': 13.35499999999999, 'latency': 14.906549453735352}"
"{'F1': 12.9, 'Latency': 12.7}","{'f1': 13.490000000000009, 'latency': 11.472864151000977}"
"{'F1': 30.75, 'Latency': 13.13}","{'f1': 12.74333333333334, 'latency': 16.526403427124023}"
"{'F1': 13.87, 'Latency': 14.73}","{'f1': 13.575000000000003, 'latency': 15.018277168273926}"
"{'F1': 14.0, 'Latency': 17.5}","{'f1': 32.230000000000004, 'latency': 21.43611431121826}"
"{'F1': 15.62, 'Latency': 13.85}","{'f1': 13.153333333333322, 'latency': 16.520352363586426}"
"{'F1': 10.0, 'Latency': 10.0}","{'f1': 90.0, 'latency': 15.48612117767334}"
"{'F1': 13.35, 'Latency': 14.91}","{'f1': 90.0, 'latency': 16.608891487121582}"
"{'F1': 10.0, 'Latency': 14.5}","{'f1': 24.549999999999997, 'latency': 17.839527130126953}"
"{'F1': 20.32, 'Latency': 17.65}","{'f1': 24.35000000000001, 'latency': 18.14971923828125}"
"{'F1': 19.15, 'Latency': 16.2}","{'f1': 26.489999999999995, 'latency': 18.29637050628662}"
"{'F1': 30.0, 'Latency': 16.5}","{'f1': 38.00666666666667, 'latency': 17.338695526123047}"
"{'F1': 15.62, 'Latency': 10.68}","{'f1': 13.563333333333333, 'latency': 10.67023754119873}"
"{'F1': 13.35, 'Latency': 14.91}","{'f1': 90.0, 'latency': 15.6007719039917}"
"{'F1': 19.0, 'Latency': 16.0}","{'f1': 37.083333333333336, 'latency': 13.168578147888184}"
"{'F1': 11.32, 'Latency': 18.56}","{'f1': 12.870000000000005, 'latency': 18.84410858154297}"
"{'F1': 10.49, 'Latency': 26.11}","{'f1': 20.89333333333333, 'latency': 17.60930061340332}"
"{'F1': 10.5, 'Latency': 15.0}","{'f1': 24.266666666666666, 'latency': 18.013854026794434}"
