surrogate_model_prediction,benchmark_evaluation
"{'F1': 10.0, 'Latency': 24.0}","{'f1': 6.640000000000001, 'latency': 27.413315773010254}"
"{'F1': 7.0, 'Latency': 25.0}","{'f1': 23.89999999999999, 'latency': 24.242548942565918}"
"{'F1': 20.0, 'Latency': 22.5}","{'f1': 8.14, 'latency': 25.9859037399292}"
"{'F1': 9.5, 'Latency': 22.5}","{'f1': 8.14, 'latency': 19.75846767425537}"
"{'F1': 7.5, 'Latency': 20.5}","{'f1': 13.590000000000003, 'latency': 20.137453079223633}"
"{'F1': 10.33, 'Latency': 15.58}","{'f1': 16.49666666666667, 'latency': 20.50787925720215}"
"{'F1': 10.0, 'Latency': 18.0}","{'f1': 13.655000000000001, 'latency': 14.864559173583984}"
"{'F1': 7.5, 'Latency': 27.0}","{'f1': 9.360000000000014, 'latency': 22.1127986907959}"
"{'F1': 13.66, 'Latency': 14.86}","{'f1': 8.483333333333334, 'latency': 24.32487964630127}"
"{'F1': 7.5, 'Latency': 26.0}","{'f1': 7.863333333333344, 'latency': 18.368687629699707}"
"{'F1': 12.5, 'Latency': 18.0}","{'f1': 10.273333333333326, 'latency': 21.013107299804688}"
"{'F1': 7.5, 'Latency': 19.0}","{'f1': 8.666666666666671, 'latency': 19.394960403442383}"
"{'F1': 6.5, 'Latency': 27.0}","{'f1': 7.840000000000003, 'latency': 26.31870746612549}"
"{'F1': 10.33, 'Latency': 15.58}","{'f1': 24.47, 'latency': 16.954216957092285}"
"{'F1': 10.91, 'Latency': 21.25}","{'f1': 13.480000000000004, 'latency': 18.08143138885498}"
"{'F1': 7.84, 'Latency': 21.01}","{'f1': 24.459999999999994, 'latency': 18.887481689453125}"
"{'F1': 10.87, 'Latency': 19.25}","{'f1': 8.079999999999998, 'latency': 19.322471618652344}"
"{'F1': 5.0, 'Latency': 15.0}","{'f1': 90.0, 'latency': 13.159713745117188}"
"{'F1': 10.0, 'Latency': 15.0}","{'f1': 90.0, 'latency': 11.465206146240234}"
"{'F1': 8.84, 'Latency': 23.12}","{'f1': 12.16000000000001, 'latency': 22.946910858154297}"
"{'F1': 10.66, 'Latency': 22.22}","{'f1': 10.50333333333333, 'latency': 15.288057327270508}"
"{'F1': 6.8, 'Latency': 25.0}","{'f1': 8.510000000000005, 'latency': 26.96500301361084}"
"{'F1': 10.5, 'Latency': 20.14}","{'f1': 43.98333333333333, 'latency': 21.110353469848633}"
"{'F1': 10.5, 'Latency': 15.29}","{'f1': 24.180000000000007, 'latency': 13.874731063842773}"
"{'F1': 10.0, 'Latency': 16.0}","{'f1': 13.570000000000007, 'latency': 10.720548629760742}"
"{'F1': 10.33, 'Latency': 15.58}","{'f1': 12.333333333333329, 'latency': 19.618678092956543}"
"{'F1': 10.33, 'Latency': 19.58}","{'f1': 11.159999999999997, 'latency': 17.217602729797363}"
"{'F1': 13.57, 'Latency': 10.72}","{'f1': 45.70333333333334, 'latency': 8.148136138916016}"
"{'F1': 10.5, 'Latency': 15.29}","{'f1': 15.769999999999996, 'latency': 9.819540977478027}"
"{'F1': 10.33, 'Latency': 15.58}","{'f1': 19.873333333333335, 'latency': 17.21024990081787}"
"{'F1': 6.5, 'Latency': 10.0}","{'f1': 90.0, 'latency': 16.25850200653076}"
"{'F1': 13.57, 'Latency': 10.72}","{'f1': 31.63666666666667, 'latency': 13.215675354003906}"
"{'F1': 10.33, 'Latency': 15.58}","{'f1': 12.840000000000003, 'latency': 25.28409481048584}"
"{'F1': 10.5, 'Latency': 18.37}","{'f1': 8.446666666666658, 'latency': 18.5797119140625}"
"{'F1': 10.33, 'Latency': 15.58}","{'f1': 13.649999999999991, 'latency': 17.156572341918945}"
"{'F1': 18.5, 'Latency': 20.0}","{'f1': 11.766666666666666, 'latency': 21.264214515686035}"
"{'F1': 10.5, 'Latency': 15.29}","{'f1': 10.950000000000003, 'latency': 17.980470657348633}"
"{'F1': 10.27, 'Latency': 18.08}","{'f1': 90.0, 'latency': 17.0078706741333}"
"{'F1': 10.5, 'Latency': 15.29}","{'f1': 31.723333333333343, 'latency': 13.266730308532715}"
