candidate_evaluations,hypervolume_contributions
"[{'F1': 0.5, 'F2': 3.0}, {'F1': 0.7, 'F2': 2.3}, {'F1': 0.3, 'F2': 3.7}, {'F1': 0.4, 'F2': 3.3}, {'F1': 0.5, 'F2': 3.0}]","[0.0969045910424996, 0.12272383451251179, 0.021104987619685378, 0.07787391482082973, 0.0969045910424996]"
"[{'F1': 0.726, 'F2': 2.631}, {'F1': 0.894, 'F2': 2.995}, {'F1': 0.604, 'F2': 2.382}, {'F1': 0.698, 'F2': 2.584}, {'F1': 0.781, 'F2': 2.788}]","[0.07431640709975351, 0.0, 0.16096402787843112, 0.09115743947996868, 0.037462858230289275]"
"[{'F1': 0.266, 'F2': 3.963}, {'F1': 0.622, 'F2': 3.281}, {'F1': 0.437, 'F2': 3.627}, {'F1': 0.177, 'F2': 3.909}, {'F1': 0.395, 'F2': 3.512}]","[0.0, 0.05121483435660723, 0.031590356553143684, 0.0, 0.05587572580885625]"
"[{'F1': 0.25, 'F2': 4.176}, {'F1': 0.7, 'F2': 3.321}, {'F1': 0.08, 'F2': 4.893}, {'F1': 0.1, 'F2': 4.287}, {'F1': 0.6, 'F2': 3.452}, {'F1': 0.4, 'F2': 3.985}, {'F1': 0.3, 'F2': 4.099}, {'F1': 0.8, 'F2': 3.102}, {'F1': 0.55, 'F2': 3.729}]","[0.0, 0.026869816846908368, 0.01314744091250386, 0.027308806641955563, 0.03936099836073281, 0.0]"
"[{'F1': 0.25, 'F2': 4.176}, {'F1': 0.7, 'F2': 3.321}, {'F1': 0.08, 'F2': 4.893}, {'F1': 0.1, 'F2': 4.287}, {'F1': 0.6, 'F2': 3.452}, {'F1': 0.4, 'F2': 3.985}, {'F1': 0.3, 'F2': 4.099}, {'F1': 0.8, 'F2': 3.102}, {'F1': 0.55, 'F2': 3.729}]","[0.0, 0.026869816846908368, 0.01314744091250386, 0.027308806641955563, 0.03936099836073281, 0.0]"
"[{'F1': 0.25, 'F2': 4.176}, {'F1': 0.7, 'F2': 3.321}, {'F1': 0.08, 'F2': 4.893}, {'F1': 0.1, 'F2': 4.287}, {'F1': 0.6, 'F2': 3.452}, {'F1': 0.4, 'F2': 3.985}, {'F1': 0.3, 'F2': 4.099}, {'F1': 0.8, 'F2': 3.102}, {'F1': 0.55, 'F2': 3.729}]","[0.0, 0.026869816846908368, 0.01314744091250386, 0.027308806641955563, 0.03936099836073281, 0.0]"
"[{'F1': 0.25, 'F2': 4.176}, {'F1': 0.7, 'F2': 3.321}, {'F1': 0.08, 'F2': 4.893}, {'F1': 0.1, 'F2': 4.287}, {'F1': 0.6, 'F2': 3.452}, {'F1': 0.4, 'F2': 3.985}, {'F1': 0.3, 'F2': 4.099}, {'F1': 0.8, 'F2': 3.102}, {'F1': 0.55, 'F2': 3.729}]","[0.0, 0.026869816846908368, 0.01314744091250386, 0.027308806641955563, 0.03936099836073281, 0.0]"
"[{'F1': 0.35, 'F2': 4.232}, {'F1': 0.5, 'F2': 3.842}, {'F1': 0.7, 'F2': 3.086}, {'F1': 0.3, 'F2': 4.371}, {'F1': 0.4, 'F2': 3.987}]","[0.0, 0.0, 0.03746491217024861, 0.0, 0.0]"
"[{'F1': 0.2, 'F2': 4.963}, {'F1': 0.4, 'F2': 4.196}, {'F1': 0.1, 'F2': 4.897}, {'F1': 0.3, 'F2': 4.331}, {'F1': 0.7, 'F2': 3.439}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.4, 'F2': 3.736}, {'F1': 0.25, 'F2': 4.021}, {'F1': 0.1, 'F2': 4.874}, {'F1': 0.3, 'F2': 3.388}, {'F1': 0.25, 'F2': 3.96}]","[0.00615994018783228, 0.0, 0.0, 0.06046877994511268, 0.0]"
"[{'F1': 0.05, 'F2': 4.96}, {'F1': 0.4, 'F2': 3.917}, {'F1': 0.2, 'F2': 4.422}, {'F1': 0.01, 'F2': 4.919}, {'F1': 0.75, 'F2': 3.47}, {'F1': 0.3, 'F2': 3.988}, {'F1': 0.12, 'F2': 4.693}, {'F1': 0.55, 'F2': 3.716}, {'F1': 0.65, 'F2': 3.58}]","[0.0, 0.005032588486604261, 0.009967720497753518, 0.034988365293080026, 0.0, 0.0]"
"[{'F1': 0.05, 'F2': 4.96}, {'F1': 0.4, 'F2': 3.917}, {'F1': 0.2, 'F2': 4.422}, {'F1': 0.01, 'F2': 4.919}, {'F1': 0.75, 'F2': 3.47}, {'F1': 0.3, 'F2': 3.988}, {'F1': 0.12, 'F2': 4.693}, {'F1': 0.55, 'F2': 3.716}, {'F1': 0.65, 'F2': 3.58}]","[0.0, 0.005032588486604261, 0.009967720497753518, 0.034988365293080026, 0.0, 0.0]"
