surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.287, 'F2': 4.211}","{'F1': 0.2, 'F2': 4.367}"
"{'F1': 0.155, 'F2': 4.667}","{'F1': 0.01, 'F2': 2.281}"
"{'F1': 0.7, 'F2': 4.267}","{'F1': 0.7, 'F2': 3.563}"
,"{'F1': 0.005, 'F2': 1.626}"
,"{'F1': 0.05, 'F2': 4.306}"
,"{'F1': 0.001, 'F2': 1.11}"
"{'F1': 0.25, 'F2': 4.276}","{'F1': 0.25, 'F2': 2.099}"
"{'F1': 0.6, 'F2': 3.563}","{'F1': 0.6, 'F2': 3.658}"
"{'F1': 0.01, 'F2': 1.11}","{'F1': 0.01, 'F2': 0.983}"
,"{'F1': 0.002, 'F2': 1.237}"
,"{'F1': 0.0, 'F2': 1.004}"
,"{'F1': 0.001, 'F2': 0.977}"
"{'F1': 0.02, 'F2': 4.871}","{'F1': 0.02, 'F2': 4.934}"
"{'F1': 0.4, 'F2': 4.016}","{'F1': 0.4, 'F2': 4.189}"
"{'F1': 0.2, 'F2': 4.367}","{'F1': 0.2, 'F2': 4.146}"
,"{'F1': 0.001, 'F2': 1.049}"
,"{'F1': 0.001, 'F2': 0.982}"
,"{'F1': 0.0, 'F2': 0.998}"
,"{'F1': 0.0, 'F2': 0.998}"
"{'F1': 0.3, 'F2': 4.026}","{'F1': 0.3, 'F2': 4.106}"
"{'F1': 0.1, 'F2': 4.667}","{'F1': 0.1, 'F2': 4.594}"
"{'F1': 0.5, 'F2': 3.761}","{'F1': 0.5, 'F2': 3.771}"
,"{'F1': 0.0, 'F2': 0.991}"
,"{'F1': 0.0, 'F2': 0.993}"
,"{'F1': 0.0, 'F2': 0.985}"
"{'F1': 0.5, 'F2': 3.771}","{'F1': 0.5, 'F2': 3.797}"
"{'F1': 0.213, 'F2': 4.293}","{'F1': 0.213, 'F2': 4.187}"
"{'F1': 0.21, 'F2': 4.287}","{'F1': 0.21, 'F2': 4.165}"
,"{'F1': 0.001, 'F2': 0.979}"
,"{'F1': 0.0, 'F2': 0.988}"
,"{'F1': 0.0, 'F2': 0.984}"
"{'F1': 0.41, 'F2': 4.146}","{'F1': 0.41, 'F2': 3.898}"
"{'F1': 0.08, 'F2': 4.476}","{'F1': 0.08, 'F2': 4.65}"
"{'F1': 0.55, 'F2': 3.821}","{'F1': 0.55, 'F2': 3.66}"
,"{'F1': 0.001, 'F2': 0.98}"
,"{'F1': 0.001, 'F2': 0.982}"
,"{'F1': 0.001, 'F2': 0.982}"
"{'F1': 0.7, 'F2': 3.563}","{'F1': 0.7, 'F2': 3.461}"
"{'F1': 0.3, 'F2': 4.162}","{'F1': 0.3, 'F2': 4.024}"
"{'F1': 0.4, 'F2': 4.18}","{'F1': 0.4, 'F2': 4.044}"
,"{'F1': 0.0, 'F2': 0.989}"
,"{'F1': 0.001, 'F2': 0.982}"
,"{'F1': 0.0, 'F2': 0.991}"
"{'F1': 0.05, 'F2': 4.296}","{'F1': 0.05, 'F2': 4.852}"
"{'F1': 0.7, 'F2': 3.563}","{'F1': 0.7, 'F2': 3.487}"
"{'F1': 0.1, 'F2': 4.594}","{'F1': 0.1, 'F2': 4.62}"
,"{'F1': 0.0, 'F2': 0.988}"
,"{'F1': 0.0, 'F2': 0.988}"
,"{'F1': 0.001, 'F2': 0.982}"
"{'F1': 0.15, 'F2': 4.76}","{'F1': 0.15, 'F2': 2.663}"
"{'F1': 0.75, 'F2': 3.487}","{'F1': 0.75, 'F2': 4.156}"
"{'F1': 0.1, 'F2': 4.62}","{'F1': 0.2, 'F2': 4.288}"
,"{'F1': 0.0, 'F2': 0.985}"
,"{'F1': 0.001, 'F2': 0.973}"
,"{'F1': 0.0, 'F2': 0.999}"
"{'F1': 0.3, 'F2': 4.08}","{'F1': 0.3, 'F2': 3.204}"
"{'F1': 0.1, 'F2': 4.62}","{'F1': 0.1, 'F2': 4.594}"
"{'F1': 0.2, 'F2': 4.288}","{'F1': 0.2, 'F2': 4.2}"
,"{'F1': 0.001, 'F2': 0.981}"
,"{'F1': 0.001, 'F2': 0.982}"
,"{'F1': 0.0, 'F2': 0.991}"
"{'F1': 0.25, 'F2': 4.46}","{'F1': 0.25, 'F2': 3.903}"
"{'F1': 0.3, 'F2': 3.286}","{'F1': 0.3, 'F2': 4.136}"
