surrogate_model_prediction,benchmark_evaluation
"{'F1': 16.5, 'Latency': 20.5}","{'f1': 8.103333333333339, 'latency': 25.41072368621826}"
"{'F1': 16.5, 'Latency': 20.5}","{'f1': 9.976666666666674, 'latency': 23.03837776184082}"
"{'F1': 16.5, 'Latency': 20.5}","{'f1': 7.596666666666678, 'latency': 21.140847206115723}"
"{'F1': 16.5, 'Latency': 20.5}","{'f1': 9.574999999999989, 'latency': 26.11192226409912}"
"{'F1': 19.0, 'Latency': 18.5}","{'f1': 8.15000000000002, 'latency': 25.21775245666504}"
"{'F1': 19.0, 'Latency': 18.5}","{'f1': 7.435000000000002, 'latency': 31.46233558654785}"
"{'F1': 19.0, 'Latency': 18.5}","{'f1': 11.863333333333344, 'latency': 25.207858085632324}"
"{'F1': 19.0, 'Latency': 18.5}","{'f1': 7.819999999999993, 'latency': 26.346054077148438}"
"{'F1': 10.0, 'Latency': 21.0}","{'f1': 10.055000000000007, 'latency': 28.463611602783203}"
"{'F1': 10.0, 'Latency': 21.0}","{'f1': 9.060000000000002, 'latency': 30.564699172973633}"
"{'F1': 10.0, 'Latency': 21.0}","{'f1': 8.716666666666654, 'latency': 22.12273597717285}"
"{'F1': 10.0, 'Latency': 21.0}","{'f1': 8.126666666666665, 'latency': 25.224075317382812}"
"{'F1': 9.5, 'Latency': 25.5}","{'f1': 7.7933333333333366, 'latency': 27.135038375854492}"
"{'F1': 9.5, 'Latency': 25.5}","{'f1': 6.673333333333332, 'latency': 27.04792022705078}"
"{'F1': 9.5, 'Latency': 25.5}","{'f1': 8.66000000000001, 'latency': 22.0688533782959}"
"{'F1': 9.5, 'Latency': 25.5}","{'f1': 7.939999999999998, 'latency': 24.95159149169922}"
"{'F1': 7.0, 'Latency': 26.0}","{'f1': 7.555000000000007, 'latency': 25.337767601013184}"
"{'F1': 7.0, 'Latency': 26.0}","{'f1': 6.564999999999998, 'latency': 26.38371467590332}"
"{'F1': 7.0, 'Latency': 26.0}","{'f1': 8.485, 'latency': 34.25347328186035}"
"{'F1': 7.0, 'Latency': 26.0}","{'f1': 7.773333333333326, 'latency': 27.164363861083984}"
"{'F1': 7.0, 'Latency': 26.0}","{'f1': 7.239999999999995, 'latency': 27.369766235351562}"
"{'F1': 7.0, 'Latency': 26.0}","{'f1': 7.090000000000003, 'latency': 29.994091987609863}"
"{'F1': 7.0, 'Latency': 26.0}","{'f1': 9.783333333333346, 'latency': 24.548873901367188}"
"{'F1': 7.0, 'Latency': 26.0}","{'f1': 7.049999999999997, 'latency': 27.120189666748047}"
"{'F1': 6.26, 'Latency': 26.98}","{'f1': 7.534999999999997, 'latency': 29.439897537231445}"
"{'F1': 6.26, 'Latency': 26.98}","{'f1': 7.384999999999991, 'latency': 29.638800621032715}"
"{'F1': 6.26, 'Latency': 26.98}","{'f1': 19.91666666666667, 'latency': 21.886272430419922}"
"{'F1': 6.26, 'Latency': 26.98}","{'f1': 6.383333333333326, 'latency': 31.025705337524414}"
"{'F1': 7.6, 'Latency': 21.14}","{'f1': 9.239999999999995, 'latency': 30.85841655731201}"
"{'F1': 7.6, 'Latency': 21.14}","{'f1': 7.760000000000005, 'latency': 30.65295696258545}"
"{'F1': 7.6, 'Latency': 21.14}","{'f1': 10.34999999999998, 'latency': 21.650214195251465}"
"{'F1': 7.6, 'Latency': 21.14}","{'f1': 9.239999999999995, 'latency': 30.85841655731201}"
"{'F1': 6.56, 'Latency': 26.38}","{'f1': 7.663333333333341, 'latency': 30.20608425140381}"
"{'F1': 6.56, 'Latency': 26.38}","{'f1': 7.663333333333341, 'latency': 30.20608425140381}"
"{'F1': 6.56, 'Latency': 26.38}","{'f1': 11.310000000000002, 'latency': 26.114001274108887}"
"{'F1': 6.56, 'Latency': 26.38}","{'f1': 6.890000000000001, 'latency': 27.179994583129883}"
"{'F1': 7.6, 'Latency': 21.14}","{'f1': 10.735, 'latency': 28.708267211914062}"
"{'F1': 7.6, 'Latency': 21.14}","{'f1': 7.299999999999997, 'latency': 27.04887866973877}"
"{'F1': 7.6, 'Latency': 21.14}","{'f1': 7.519999999999996, 'latency': 24.23518180847168}"
"{'F1': 7.6, 'Latency': 21.14}","{'f1': 7.5, 'latency': 27.020463943481445}"
"{'F1': 19.87, 'Latency': 17.21}","{'f1': 12.49666666666667, 'latency': 25.64500331878662}"
"{'F1': 19.87, 'Latency': 17.21}","{'f1': 6.6699999999999875, 'latency': 30.10063648223877}"
"{'F1': 19.87, 'Latency': 17.21}","{'f1': 8.736666666666679, 'latency': 25.916924476623535}"
"{'F1': 19.87, 'Latency': 17.21}","{'f1': 9.25, 'latency': 28.56217861175537}"
"{'F1': 6.56, 'Latency': 26.38}","{'f1': 7.180000000000007, 'latency': 30.713210105895996}"
"{'F1': 6.56, 'Latency': 26.38}","{'f1': 7.4950000000000045, 'latency': 24.564270973205566}"
