surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.05, 'F2': 100.0}","{'F1': 0.0, 'F2': 189.21}"
"{'F1': 0.1, 'F2': 100.0}","{'F1': 0.05, 'F2': 83.66}"
"{'F1': 0.02, 'F2': 150.0}","{'F1': 0.02, 'F2': 114.358}"
"{'F1': 0.0, 'F2': 130.0}","{'F1': 0.0, 'F2': 144.55}"
"{'F1': 0.01, 'F2': 125.23}","{'F1': 0.01, 'F2': 136.248}"
"{'F1': 0.0, 'F2': 200.25}","{'F1': 0.0, 'F2': 350.63}"
"{'F1': 0.01, 'F2': 350.63}","{'F1': 0.01, 'F2': 242.358}"
"{'F1': 0.02, 'F2': 134.36}","{'F1': 0.03, 'F2': 128.769}"
"{'F1': 0.15, 'F2': 116.25}","{'F1': 0.15, 'F2': 119.392}"
"{'F1': 0.0, 'F2': 350.63}","{'F1': 0.0, 'F2': 391.17}"
"{'F1': 0.0, 'F2': 391.17}","{'F1': 0.0, 'F2': 291.18}"
"{'F1': 0.04, 'F2': 115.45}","{'F1': 0.04, 'F2': 86.787}"
"{'F1': 0.02, 'F2': 195.12}","{'F1': 0.02, 'F2': 313.406}"
"{'F1': 0.1, 'F2': 115.0}","{'F1': 0.1, 'F2': 94.367}"
"{'F1': 0.02, 'F2': 130.45}","{'F1': 0.02, 'F2': 148.009}"
"{'F1': 0.03, 'F2': 148.01}","{'F1': 0.03, 'F2': 192.641}"
"{'F1': 0.02, 'F2': 192.64}","{'F1': 0.02, 'F2': 176.779}"
"{'F1': 0.06, 'F2': 83.66}","{'F1': 0.06, 'F2': 69.803}"
"{'F1': 0.02, 'F2': 175.12}","{'F1': 0.05, 'F2': 270.964}"
"{'F1': 0.0, 'F2': 291.18}","{'F1': 0.0, 'F2': 244.07}"
"{'F1': 0.0, 'F2': 289.67}","{'F1': 0.0, 'F2': 182.35}"
"{'F1': 0.04, 'F2': 80.0}","{'F1': 0.04, 'F2': 122.12}"
"{'F1': 0.0, 'F2': 291.18}","{'F1': 0.0, 'F2': 212.07}"
"{'F1': 0.02, 'F2': 313.41}","{'F1': 0.0, 'F2': 251.63}"
"{'F1': 0.02, 'F2': 313.41}","{'F1': 0.02, 'F2': 301.216}"
"{'F1': 0.04, 'F2': 147.89}","{'F1': 0.04, 'F2': 164.763}"
"{'F1': 0.04, 'F2': 164.76}","{'F1': 0.04, 'F2': 220.043}"
"{'F1': 0.03, 'F2': 176.78}","{'F1': 0.03, 'F2': 424.706}"
"{'F1': 0.02, 'F2': 413.56}","{'F1': 0.02, 'F2': 442.377}"
"{'F1': 0.02, 'F2': 307.21}","{'F1': 0.02, 'F2': 363.524}"
"{'F1': 0.03, 'F2': 182.35}","{'F1': 0.03, 'F2': 155.456}"
"{'F1': 0.02, 'F2': 400.0}","{'F1': 0.02, 'F2': 388.533}"
"{'F1': 0.04, 'F2': 220.04}","{'F1': 0.04, 'F2': 173.664}"
"{'F1': 0.02, 'F2': 337.4}","{'F1': 0.02, 'F2': 277.783}"
"{'F1': 0.01, 'F2': 136.25}","{'F1': 0.01, 'F2': 187.257}"
"{'F1': 0.06, 'F2': 85.56}","{'F1': 0.06, 'F2': 141.892}"
"{'F1': 0.05, 'F2': 215.92}","{'F1': 0.05, 'F2': 322.131}"
"{'F1': 0.02, 'F2': 411.55}","{'F1': 0.02, 'F2': 375.789}"
"{'F1': 0.02, 'F2': 375.79}","{'F1': 0.04, 'F2': 384.35}"
"{'F1': 0.01, 'F2': 424.71}","{'F1': 0.01, 'F2': 372.144}"
"{'F1': 0.01, 'F2': 187.26}","{'F1': 0.01, 'F2': 114.495}"
"{'F1': 0.04, 'F2': 280.45}","{'F1': 0.04, 'F2': 345.553}"
"{'F1': 0.04, 'F2': 356.12}","{'F1': 0.04, 'F2': 321.027}"
"{'F1': 0.05, 'F2': 80.0}","{'F1': 0.05, 'F2': 56.396}"
"{'F1': 0.03, 'F2': 178.22}","{'F1': 0.03, 'F2': 196.716}"
"{'F1': 0.03, 'F2': 192.64}","{'F1': 0.03, 'F2': 258.42}"
"{'F1': 0.02, 'F2': 391.17}","{'F1': 0.03, 'F2': 289.955}"
"{'F1': 0.02, 'F2': 176.78}","{'F1': 0.02, 'F2': 164.606}"
"{'F1': 0.01, 'F2': 250.5}","{'F1': 0.01, 'F2': 229.909}"
"{'F1': 0.01, 'F2': 220.09}","{'F1': 0.01, 'F2': 197.47}"
