surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.12, 'F2': 4.0}","{'F1': 0.12, 'F2': 4.985}"
"{'F1': 0.12, 'F2': 4.0}","{'F1': 0.03, 'F2': 4.01}"
"{'F1': 0.12, 'F2': 4.0}","{'F1': 0.04, 'F2': 3.529}"
"{'F1': 0.12, 'F2': 4.0}","{'F1': 0.01, 'F2': 4.367}"
"{'F1': 0.02, 'F2': 4.0}","{'F1': 0.02, 'F2': 3.234}"
"{'F1': 0.02, 'F2': 4.0}","{'F1': 0.01, 'F2': 3.085}"
"{'F1': 0.02, 'F2': 4.0}","{'F1': 0.07, 'F2': 3.637}"
"{'F1': 0.02, 'F2': 4.0}","{'F1': 0.08, 'F2': 3.978}"
"{'F1': 0.03, 'F2': 3.01}","{'F1': 0.03, 'F2': 4.342}"
"{'F1': 0.03, 'F2': 3.01}","{'F1': 0.06, 'F2': 2.799}"
"{'F1': 0.03, 'F2': 3.01}","{'F1': 0.12, 'F2': 5.041}"
"{'F1': 0.03, 'F2': 3.01}","{'F1': 0.005, 'F2': 5.252}"
"{'F1': 0.02, 'F2': 3.0}","{'F1': 0.02, 'F2': 2.53}"
"{'F1': 0.02, 'F2': 3.0}","{'F1': 0.02, 'F2': 3.88}"
"{'F1': 0.02, 'F2': 3.0}","{'F1': 0.1, 'F2': 4.908}"
"{'F1': 0.02, 'F2': 3.0}","{'F1': 0.1, 'F2': 5.296}"
"{'F1': 0.01, 'F2': 2.9}","{'F1': 0.01, 'F2': 2.44}"
"{'F1': 0.01, 'F2': 2.9}","{'F1': 0.015, 'F2': 2.595}"
"{'F1': 0.01, 'F2': 2.9}","{'F1': 0.02, 'F2': 3.79}"
"{'F1': 0.01, 'F2': 2.9}","{'F1': 0.06, 'F2': 5.577}"
"{'F1': 0.02, 'F2': 4.25}","{'F1': 0.025, 'F2': 2.575}"
"{'F1': 0.02, 'F2': 4.25}","{'F1': 0.05, 'F2': 5.406}"
"{'F1': 0.02, 'F2': 4.25}","{'F1': 0.04, 'F2': 2.709}"
"{'F1': 0.02, 'F2': 4.25}","{'F1': 0.2, 'F2': 5.493}"
"{'F1': 0.02, 'F2': 3.88}","{'F1': 0.25, 'F2': 2.778}"
"{'F1': 0.02, 'F2': 3.88}","{'F1': 0.3, 'F2': 5.032}"
"{'F1': 0.02, 'F2': 3.88}","{'F1': 0.03, 'F2': 5.357}"
"{'F1': 0.02, 'F2': 3.88}","{'F1': 0.07, 'F2': 5.49}"
"{'F1': 0.02, 'F2': 3.34}","{'F1': 0.02, 'F2': 1.18}"
"{'F1': 0.02, 'F2': 3.34}","{'F1': 0.05, 'F2': 4.149}"
"{'F1': 0.02, 'F2': 3.34}","{'F1': 0.15, 'F2': 5.409}"
"{'F1': 0.02, 'F2': 3.34}","{'F1': 0.2, 'F2': 5.372}"
"{'F1': 0.4, 'F2': 5.4}","{'F1': 0.03, 'F2': 3.97}"
"{'F1': 0.4, 'F2': 5.4}","{'F1': 0.1, 'F2': 2.081}"
"{'F1': 0.4, 'F2': 5.4}","{'F1': 0.5, 'F2': 5.079}"
"{'F1': 0.4, 'F2': 5.4}","{'F1': 0.2, 'F2': 4.047}"
"{'F1': 0.12, 'F2': 5.19}","{'F1': 0.01, 'F2': 3.759}"
"{'F1': 0.12, 'F2': 5.19}","{'F1': 0.04, 'F2': 4.777}"
"{'F1': 0.12, 'F2': 5.19}","{'F1': 0.05, 'F2': 5.391}"
"{'F1': 0.12, 'F2': 5.19}","{'F1': 0.01, 'F2': 4.113}"
"{'F1': 0.5, 'F2': 4.9}","{'F1': 0.012, 'F2': 2.458}"
"{'F1': 0.5, 'F2': 4.9}","{'F1': 0.1, 'F2': 4.598}"
"{'F1': 0.5, 'F2': 4.9}","{'F1': 0.07, 'F2': 2.978}"
"{'F1': 0.5, 'F2': 4.9}","{'F1': 0.09, 'F2': 5.533}"
"{'F1': 0.1, 'F2': 5.12}","{'F1': 0.05, 'F2': 2.473}"
"{'F1': 0.1, 'F2': 5.12}","{'F1': 0.2, 'F2': 5.285}"
"{'F1': 0.1, 'F2': 5.12}","{'F1': 0.15, 'F2': 5.605}"
"{'F1': 0.1, 'F2': 5.12}","{'F1': 0.2, 'F2': 2.786}"
"{'F1': 0.01, 'F2': 2.43}","{'F1': 0.01, 'F2': 3.7}"
"{'F1': 0.01, 'F2': 2.43}","{'F1': 0.07, 'F2': 4.329}"
"{'F1': 0.01, 'F2': 2.43}","{'F1': 0.15, 'F2': 5.418}"
"{'F1': 0.01, 'F2': 2.43}","{'F1': 0.18, 'F2': 4.332}"
"{'F1': 0.2, 'F2': 5.49}","{'F1': 0.01, 'F2': 3.79}"
"{'F1': 0.2, 'F2': 5.49}","{'F1': 0.1, 'F2': 5.321}"
"{'F1': 0.2, 'F2': 5.49}","{'F1': 0.2, 'F2': 5.244}"
"{'F1': 0.2, 'F2': 5.49}","{'F1': 0.1, 'F2': 5.197}"
"{'F1': 0.3, 'F2': 5.45}","{'F1': 0.02, 'F2': 2.44}"
"{'F1': 0.3, 'F2': 5.45}","{'F1': 0.05, 'F2': 2.799}"
"{'F1': 0.3, 'F2': 5.45}","{'F1': 0.2, 'F2': 5.633}"
"{'F1': 0.3, 'F2': 5.45}","{'F1': 0.1, 'F2': 5.048}"
