surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.2, 'F2': 5.1}","{'F1': 0.123, 'F2': 5.199}"
"{'F1': 0.2, 'F2': 5.1}","{'F1': 0.241, 'F2': 4.305}"
"{'F1': 0.2, 'F2': 5.1}","{'F1': 0.12, 'F2': 3.637}"
"{'F1': 0.2, 'F2': 5.1}","{'F1': 0.234, 'F2': 5.361}"
"{'F1': 0.09, 'F2': 4.35}","{'F1': 0.015, 'F2': 3.524}"
"{'F1': 0.09, 'F2': 4.35}","{'F1': 0.009, 'F2': 3.595}"
"{'F1': 0.09, 'F2': 4.35}","{'F1': 0.05, 'F2': 4.578}"
"{'F1': 0.09, 'F2': 4.35}","{'F1': 0.029, 'F2': 3.731}"
"{'F1': 0.01, 'F2': 3.5}","{'F1': 0.006, 'F2': 3.513}"
"{'F1': 0.01, 'F2': 3.5}","{'F1': 0.015, 'F2': 3.531}"
"{'F1': 0.01, 'F2': 3.5}","{'F1': 0.043, 'F2': 3.466}"
"{'F1': 0.01, 'F2': 3.5}","{'F1': 0.028, 'F2': 3.517}"
"{'F1': 0.02, 'F2': 3.45}","{'F1': 0.012, 'F2': 3.542}"
"{'F1': 0.02, 'F2': 3.45}","{'F1': 0.05, 'F2': 3.237}"
"{'F1': 0.02, 'F2': 3.45}","{'F1': 0.002, 'F2': 3.494}"
"{'F1': 0.02, 'F2': 3.45}","{'F1': 0.005, 'F2': 3.481}"
"{'F1': 0.02, 'F2': 3.45}","{'F1': 0.008, 'F2': 3.48}"
"{'F1': 0.02, 'F2': 3.45}","{'F1': 0.004, 'F2': 3.482}"
"{'F1': 0.02, 'F2': 3.45}","{'F1': 0.02, 'F2': 3.573}"
"{'F1': 0.02, 'F2': 3.45}","{'F1': 0.001, 'F2': 3.493}"
"{'F1': 0.0, 'F2': 3.49}","{'F1': 0.002, 'F2': 3.488}"
"{'F1': 0.0, 'F2': 3.49}","{'F1': 0.015, 'F2': 3.452}"
"{'F1': 0.0, 'F2': 3.49}","{'F1': 0.028, 'F2': 3.389}"
"{'F1': 0.0, 'F2': 3.49}","{'F1': 0.007, 'F2': 3.47}"
"{'F1': 0.01, 'F2': 3.45}","{'F1': 0.02, 'F2': 3.247}"
"{'F1': 0.01, 'F2': 3.45}","{'F1': 0.03, 'F2': 3.622}"
"{'F1': 0.01, 'F2': 3.45}","{'F1': 0.003, 'F2': 3.493}"
"{'F1': 0.01, 'F2': 3.45}","{'F1': 0.002, 'F2': 3.483}"
"{'F1': 0.0, 'F2': 3.48}","{'F1': 0.001, 'F2': 3.008}"
"{'F1': 0.0, 'F2': 3.48}","{'F1': 0.004, 'F2': 3.421}"
"{'F1': 0.0, 'F2': 3.48}","{'F1': 0.022, 'F2': 3.493}"
"{'F1': 0.0, 'F2': 3.48}","{'F1': 0.013, 'F2': 3.512}"
"{'F1': 0.0, 'F2': 3.48}","{'F1': 0.001, 'F2': 3.416}"
"{'F1': 0.0, 'F2': 3.48}","{'F1': 0.007, 'F2': 3.495}"
"{'F1': 0.0, 'F2': 3.48}","{'F1': 0.017, 'F2': 3.45}"
"{'F1': 0.0, 'F2': 3.48}","{'F1': 0.008, 'F2': 3.526}"
"{'F1': 0.01, 'F2': 3.52}","{'F1': 0.018, 'F2': 3.47}"
"{'F1': 0.01, 'F2': 3.52}","{'F1': 0.021, 'F2': 3.512}"
"{'F1': 0.01, 'F2': 3.52}","{'F1': 0.004, 'F2': 3.483}"
"{'F1': 0.01, 'F2': 3.52}","{'F1': 0.003, 'F2': 3.495}"
"{'F1': 0.0, 'F2': 3.48}","{'F1': 0.005, 'F2': 3.504}"
"{'F1': 0.0, 'F2': 3.48}","{'F1': 0.003, 'F2': 3.493}"
"{'F1': 0.0, 'F2': 3.48}","{'F1': 0.01, 'F2': 3.265}"
"{'F1': 0.0, 'F2': 3.48}","{'F1': 0.01, 'F2': 3.439}"
"{'F1': 0.0, 'F2': 3.47}","{'F1': 0.002, 'F2': 3.433}"
"{'F1': 0.0, 'F2': 3.47}","{'F1': 0.002, 'F2': 3.466}"
"{'F1': 0.0, 'F2': 3.47}","{'F1': 0.003, 'F2': 3.441}"
"{'F1': 0.0, 'F2': 3.47}","{'F1': 0.01, 'F2': 3.264}"
