surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.3, 'F2': 4.7}","{'F1': 0.28, 'F2': 3.844}"
"{'F1': 0.3, 'F2': 4.7}","{'F1': 0.35, 'F2': 3.523}"
"{'F1': 0.3, 'F2': 4.7}","{'F1': 0.33, 'F2': 3.758}"
"{'F1': 0.3, 'F2': 4.7}","{'F1': 0.1, 'F2': 3.994}"
"{'F1': 0.05, 'F2': 3.5}","{'F1': 0.05, 'F2': 6.446}"
"{'F1': 0.05, 'F2': 3.5}","{'F1': 0.2, 'F2': 2.761}"
"{'F1': 0.05, 'F2': 3.5}","{'F1': 0.09, 'F2': 6.15}"
"{'F1': 0.05, 'F2': 3.5}","{'F1': 0.15, 'F2': 3.1}"
"{'F1': 0.12, 'F2': 3.35}","{'F1': 0.12, 'F2': 2.437}"
"{'F1': 0.12, 'F2': 3.35}","{'F1': 0.12, 'F2': 3.906}"
"{'F1': 0.12, 'F2': 3.35}","{'F1': 0.11, 'F2': 2.382}"
"{'F1': 0.12, 'F2': 3.35}","{'F1': 0.12, 'F2': 2.764}"
"{'F1': 0.07, 'F2': 3.22}","{'F1': 0.05, 'F2': 2.382}"
"{'F1': 0.07, 'F2': 3.22}","{'F1': 0.07, 'F2': 2.266}"
"{'F1': 0.07, 'F2': 3.22}","{'F1': 0.08, 'F2': 2.475}"
"{'F1': 0.07, 'F2': 3.22}","{'F1': 0.08, 'F2': 2.373}"
"{'F1': 0.01, 'F2': 2.1}","{'F1': 0.01, 'F2': 1.993}"
"{'F1': 0.01, 'F2': 2.1}","{'F1': 0.02, 'F2': 2.32}"
"{'F1': 0.01, 'F2': 2.1}","{'F1': 0.04, 'F2': 2.077}"
"{'F1': 0.01, 'F2': 2.1}","{'F1': 0.03, 'F2': 1.929}"
"{'F1': 0.01, 'F2': 1.75}","{'F1': 0.01, 'F2': 1.873}"
"{'F1': 0.01, 'F2': 1.75}","{'F1': 0.01, 'F2': 1.733}"
"{'F1': 0.01, 'F2': 1.75}","{'F1': 0.02, 'F2': 1.895}"
"{'F1': 0.01, 'F2': 1.75}","{'F1': 0.02, 'F2': 1.817}"
"{'F1': 0.01, 'F2': 1.65}","{'F1': 0.01, 'F2': 1.686}"
"{'F1': 0.01, 'F2': 1.65}","{'F1': 0.03, 'F2': 1.919}"
"{'F1': 0.01, 'F2': 1.65}","{'F1': 0.04, 'F2': 2.35}"
"{'F1': 0.01, 'F2': 1.65}","{'F1': 0.04, 'F2': 1.903}"
"{'F1': 0.06, 'F2': 2.24}","{'F1': 0.03, 'F2': 1.763}"
"{'F1': 0.06, 'F2': 2.24}","{'F1': 0.05, 'F2': 2.397}"
"{'F1': 0.06, 'F2': 2.24}","{'F1': 0.02, 'F2': 1.671}"
"{'F1': 0.06, 'F2': 2.24}","{'F1': 0.01, 'F2': 1.63}"
"{'F1': 0.02, 'F2': 1.75}","{'F1': 0.15, 'F2': 3.769}"
"{'F1': 0.02, 'F2': 1.75}","{'F1': 0.03, 'F2': 1.854}"
"{'F1': 0.02, 'F2': 1.75}","{'F1': 0.05, 'F2': 2.272}"
"{'F1': 0.02, 'F2': 1.75}","{'F1': 0.04, 'F2': 1.956}"
"{'F1': 0.005, 'F2': 1.78}","{'F1': 0.005, 'F2': 1.691}"
"{'F1': 0.005, 'F2': 1.78}","{'F1': 0.006, 'F2': 1.737}"
"{'F1': 0.005, 'F2': 1.78}","{'F1': 0.05, 'F2': 2.154}"
"{'F1': 0.005, 'F2': 1.78}","{'F1': 0.02, 'F2': 1.736}"
"{'F1': 0.01, 'F2': 1.6}","{'F1': 0.01, 'F2': 1.687}"
"{'F1': 0.01, 'F2': 1.6}","{'F1': 0.04, 'F2': 1.816}"
"{'F1': 0.01, 'F2': 1.6}","{'F1': 0.015, 'F2': 1.711}"
"{'F1': 0.01, 'F2': 1.6}","{'F1': 0.02, 'F2': 1.791}"
"{'F1': 0.005, 'F2': 1.5}","{'F1': 0.005, 'F2': 1.447}"
"{'F1': 0.005, 'F2': 1.5}","{'F1': 0.015, 'F2': 1.554}"
"{'F1': 0.005, 'F2': 1.5}","{'F1': 0.06, 'F2': 2.023}"
"{'F1': 0.005, 'F2': 1.5}","{'F1': 0.04, 'F2': 1.835}"
"{'F1': 0.015, 'F2': 1.66}","{'F1': 0.02, 'F2': 1.717}"
"{'F1': 0.015, 'F2': 1.66}","{'F1': 0.04, 'F2': 1.81}"
"{'F1': 0.015, 'F2': 1.66}","{'F1': 0.04, 'F2': 2.118}"
"{'F1': 0.015, 'F2': 1.66}","{'F1': 0.03, 'F2': 1.879}"
"{'F1': 0.02, 'F2': 1.68}","{'F1': 0.03, 'F2': 1.925}"
"{'F1': 0.02, 'F2': 1.68}","{'F1': 0.01, 'F2': 1.705}"
"{'F1': 0.02, 'F2': 1.68}","{'F1': 0.05, 'F2': 2.26}"
"{'F1': 0.02, 'F2': 1.68}","{'F1': 0.04, 'F2': 1.859}"
"{'F1': 0.06, 'F2': 2.36}","{'F1': 0.06, 'F2': 2.007}"
"{'F1': 0.06, 'F2': 2.36}","{'F1': 0.03, 'F2': 1.984}"
"{'F1': 0.06, 'F2': 2.36}","{'F1': 0.04, 'F2': 5.236}"
"{'F1': 0.06, 'F2': 2.36}","{'F1': 0.05, 'F2': 2.105}"
