prompt_tokens,completion_tokens,total_tokens
473,1362,1835
2786,1362,4148
2871,92,2963
2871,92,2963
2871,92,2963
2871,98,2969
2871,98,2969
3075,1362,4437
3160,92,3252
3160,98,3258
3160,98,3258
3160,102,3262
3160,92,3252
3364,1362,4726
3449,92,3541
3449,98,3547
3449,92,3541
3449,98,3547
3449,92,3541
3653,1362,5015
3738,92,3830
3738,92,3830
3738,92,3830
3738,92,3830
3738,98,3836
3942,1362,5304
4027,98,4125
4027,92,4119
4027,102,4129
4027,92,4119
4027,92,4119
4231,1362,5593
4316,92,4408
4316,92,4408
4316,98,4414
4316,92,4408
4316,98,4414
4520,1362,5882
4520,272,4792
4520,272,4792
4605,92,4697
4605,98,4703
4605,92,4697
4605,92,4697
4605,98,4703
4809,1362,6171
4894,98,4992
4894,98,4992
4894,98,4992
4894,98,4992
4894,98,4992
5098,1362,6460
5183,98,5281
5183,92,5275
5183,98,5281
5183,92,5275
5183,92,5275
5387,1362,6749
5472,92,5564
5472,92,5564
5472,92,5564
5472,98,5570
5472,92,5564
5676,1362,7038
5676,272,5948
5761,92,5853
5761,98,5859
5761,92,5853
5761,98,5859
5761,97,5858
5965,1362,7327
6050,92,6142
6050,98,6148
6050,98,6148
6050,92,6142
6050,98,6148
6254,1362,7616
6339,92,6431
6339,98,6437
6339,92,6431
6339,98,6437
6339,102,6441
6543,1362,7905
6628,92,6720
6628,98,6726
6628,98,6726
6628,98,6726
6628,98,6726
6832,1362,8194
6832,272,7104
6832,272,7104
6832,272,7104
6832,272,7104
6832,272,7104
6832,272,7104
6832,272,7104
6832,272,7104
6917,92,7009
6917,91,7008
6917,92,7009
6917,92,7009
6917,98,7015
7121,1362,8483
7206,92,7298
7206,92,7298
7206,98,7304
7206,98,7304
7206,98,7304
7410,1362,8772
7495,92,7587
7495,98,7593
7495,98,7593
7495,92,7587
7495,98,7593
7699,1362,9061
7784,92,7876
7784,92,7876
7784,98,7882
7784,92,7876
7784,92,7876
7988,1362,9350
8073,98,8171
8073,98,8171
8073,98,8171
8073,92,8165
8073,92,8165
8277,1362,9639
8277,549,8826
8277,545,8822
8277,272,8549
8362,92,8454
8362,98,8460
8362,98,8460
8362,98,8460
8362,98,8460
8566,1362,9928
8566,819,9385
8566,272,8838
8651,97,8748
8651,98,8749
8651,98,8749
8651,92,8743
8651,98,8749
8855,1362,10217
8940,92,9032
8940,92,9032
8940,92,9032
