configs,runtime_traj,F1,F2
"{'x0': 0.5, 'x1': 0.5, 'x2': 0.5, 'x3': 0.5, 'problem': 'welded_beam'}",5.110695383999882,0.312,35.123
"{'x0': 0.4547010522213721, 'x1': 0.8326320323149597, 'x2': 0.0690513408736042, 'x3': 0.3194472510397673, 'problem': 'welded_beam'}",5.110621243999958,0.206,20871.737
"{'x0': 0.4851871929759633, 'x1': 0.2982616313651307, 'x2': 0.2124262739922225, 'x3': 0.166746837969808, 'problem': 'welded_beam'}",5.110708713999884,0.102,1373.383
"{'x0': 0.1762213066051411, 'x1': 0.3185452432219371, 'x2': 0.3490676632113582, 'x3': 0.9992508603400948, 'problem': 'welded_beam'}",5.11067871399996,0.251,51.65
"{'x0': 0.5066846142238558, 'x1': 0.2370594899692707, 'x2': 0.3892532123452717, 'x3': 0.4727371361363963, 'problem': 'welded_beam'}",5.110652474000062,0.193,78.733
"{'x0': 0.8569679300356892, 'x1': 0.9737427100419668, 'x2': 0.4593411615050131, 'x3': 0.9523800798479476, 'problem': 'welded_beam'}",5.110640174000082,1.105,23.783
"{'x0': 0.456999189044563, 'x1': 0.9244771851038424, 'x2': 0.8843779857073643, 'x3': 0.0908425359373984, 'problem': 'welded_beam'}",5.110686213999998,0.271,34.936
"{'x0': 0.4553655200041342, 'x1': 0.8086086697963959, 'x2': 0.8278239540993878, 'x3': 0.5231105620516908, 'problem': 'welded_beam'}",5.110670443999879,0.494,7.397
"{'x0': 0.1000869470874845, 'x1': 0.7008267271590665, 'x2': 0.4954821142245852, 'x3': 0.5370109866459574, 'problem': 'welded_beam'}",5.110702614000047,0.196,33.605
"{'x0': 0.2142623470150187, 'x1': 0.3801995708087384, 'x2': 0.7568975107185656, 'x3': 0.0290827555957817, 'problem': 'welded_beam'}",5.110662024000021,0.035,174.071
"{'x0': 0.7338229146578721, 'x1': 0.8675894114994239, 'x2': 0.4763598883145462, 'x3': 0.242493594164022, 'problem': 'welded_beam'}",10.12208520299987,0.599,83.747
"{'x0': 0.2545043119344724, 'x1': 0.6310352531309374, 'x2': 0.9077030823627612, 'x3': 0.9080674343169032, 'problem': 'welded_beam'}",10.122115422999968,0.625,3.232
"{'x0': 0.1391109386275602, 'x1': 0.5183845338474369, 'x2': 0.4809709331325417, 'x3': 0.4743489883221538, 'problem': 'welded_beam'}",10.122120253000048,0.17,41.593
"{'x0': 0.8342985769974867, 'x1': 0.884844526336571, 'x2': 0.8108223286605837, 'x3': 0.4550454892119476, 'problem': 'welded_beam'}",10.122098473000053,0.945,9.05
"{'x0': 0.6412347337395637, 'x1': 0.3554585461149567, 'x2': 0.4384043127129445, 'x3': 0.0075511985216114, 'problem': 'welded_beam'}",10.122071112999947,0.164,3450.116
"{'x0': 0.1050572181508943, 'x1': 0.4857206177001312, 'x2': 0.1947206545631372, 'x3': 0.9703428603133232, 'problem': 'welded_beam'}",10.12209215300004,0.138,306.417
"{'x0': 0.7070521055127708, 'x1': 0.226685014656593, 'x2': 0.7186651170409628, 'x3': 0.992740598974496, 'problem': 'welded_beam'}",10.122109832999968,0.614,5.957
"{'x0': 0.8385877913407604, 'x1': 0.340515591094038, 'x2': 0.7863075197138795, 'x3': 0.8850108914598614, 'problem': 'welded_beam'}",10.122049442999923,0.745,5.102
"{'x0': 0.0205609936267548, 'x1': 0.4100138853552519, 'x2': 0.4910146039568336, 'x3': 0.0027174684449031, 'problem': 'welded_beam'}",10.122078602999864,0.001,6823.801
