configs,runtime_traj,F1,F2
"{'x0': 0.5, 'x1': 0.5, 'x2': 0.5, 'x3': 0.5, 'problem': 'welded_beam'}",5.110399497000117,0.312,35.123
"{'x0': 0.3470626021991051, 'x1': 0.677479485418203, 'x2': 0.777768436132985, 'x3': 0.7979683252286911, 'problem': 'welded_beam'}",5.110356207999985,0.528,5.847
"{'x0': 0.0212929422675892, 'x1': 0.9573405427895136, 'x2': 0.9592044861221558, 'x3': 0.5818945542467895, 'problem': 'welded_beam'}",5.110363888000165,0.402,4.275
"{'x0': 0.4067936746367743, 'x1': 0.7326304693210808, 'x2': 0.237560430317248, 'x3': 0.6150964271950266, 'problem': 'welded_beam'}",5.110393367000143,0.238,266.2
"{'x0': 0.293057185586941, 'x1': 0.2867537737003325, 'x2': 0.0673738680243852, 'x3': 0.60531611960732, 'problem': 'welded_beam'}",5.110378278000098,0.055,11858.163
"{'x0': 0.8812133871078845, 'x1': 0.1272784975015405, 'x2': 0.955830271280986, 'x3': 0.7060263610406551, 'problem': 'welded_beam'}",5.110335997999982,0.568,3.56
"{'x0': 0.1531560291909841, 'x1': 0.7564771197676036, 'x2': 0.1461813519177424, 'x3': 0.7936743156492027, 'problem': 'welded_beam'}",5.110386517000052,0.102,885.433
"{'x0': 0.0434378583710708, 'x1': 0.6103082073609463, 'x2': 0.0937557612489787, 'x3': 0.0512174207572582, 'problem': 'welded_beam'}",5.110371387999976,0.005,52007.083
"{'x0': 0.718220112689696, 'x1': 0.1794961340579389, 'x2': 0.6831803787572371, 'x3': 0.561076123189058, 'problem': 'welded_beam'}",5.110317678000001,0.364,12.27
"{'x0': 0.6018293481437079, 'x1': 0.5160336519426341, 'x2': 0.6756550754102303, 'x3': 0.791154389300555, 'problem': 'welded_beam'}",5.110347157999968,0.58,8.996
"{'x0': 0.588145645235687, 'x1': 0.2951157588744665, 'x2': 0.1315575491978368, 'x3': 0.1477435577707311, 'problem': 'welded_beam'}",10.126290324000138,0.126,6525.566
