surrogate_model_prediction,benchmark_evaluation
"{'Latency': 10.261946718772608, 'Perplexity': 26.8625545501709}","{'Latency': 10.888570899071306, 'Perplexity': 26.525897979736328}"
"{'Latency': 6.709719794042017, 'Perplexity': 36.222347259521484}","{'Latency': 6.94151828129581, 'Perplexity': 36.05168533325195}"
"{'Latency': 10.261946718772608, 'Perplexity': 26.8625545501709}","{'Latency': 10.259584182675868, 'Perplexity': 26.8625545501709}"
"{'Latency': 8.6139, 'Perplexity': 29.2085}","{'Latency': 10.185044033821155, 'Perplexity': 27.013141632080078}"
"{'Latency': 6.7097, 'Perplexity': 36.2223}","{'Latency': 14.632480906841158, 'Perplexity': 22.774919509887695}"
"{'Latency': 8.6139, 'Perplexity': 29.2085}","{'Latency': 9.725232206248737, 'Perplexity': 28.478185653686523}"
"{'Latency': 7.2856, 'Perplexity': 35.6467}","{'Latency': 8.848286267692057, 'Perplexity': 28.904890060424805}"
"{'Latency': 13.185, 'Perplexity': 24.678}","{'Latency': 10.747539893573109, 'Perplexity': 27.494125366210938}"
"{'Latency': 6.7097, 'Perplexity': 36.2223}","{'Latency': 12.58401645952384, 'Perplexity': 23.787160873413086}"
"{'Latency': 6.7097, 'Perplexity': 36.2223}","{'Latency': 8.305426658526693, 'Perplexity': 29.25995445251465}"
"{'Latency': 6.7097, 'Perplexity': 36.2223}","{'Latency': 7.198302003058587, 'Perplexity': 36.15555953979492}"
"{'Latency': 10.185, 'Perplexity': 27.0131}","{'Latency': 10.530944086423613, 'Perplexity': 28.242568969726562}"
"{'Latency': 10.185, 'Perplexity': 27.0131}","{'Latency': 9.287968381681543, 'Perplexity': 27.530427932739258}"
"{'Latency': 14.6325, 'Perplexity': 22.7749}","{'Latency': 15.209407340719823, 'Perplexity': 22.549652099609375}"
"{'Latency': 12.584, 'Perplexity': 20.6879}","{'Latency': 14.732628955358981, 'Perplexity': 21.91261863708496}"
"{'Latency': 10.185, 'Perplexity': 27.0131}","{'Latency': 9.821607012429249, 'Perplexity': 28.322376251220703}"
"{'Latency': 8.3054, 'Perplexity': 29.26}","{'Latency': 7.639659241962496, 'Perplexity': 35.32380676269531}"
"{'Latency': 6.709719794042017, 'Perplexity': 36.222347259521484}","{'Latency': 8.631265595411067, 'Perplexity': 27.792736053466797}"
"{'Latency': 8.3054, 'Perplexity': 29.26}","{'Latency': 6.954352317822295, 'Perplexity': 36.16046905517578}"
"{'Latency': 12.584, 'Perplexity': 23.7872}","{'Latency': 12.891100667009747, 'Perplexity': 23.730106353759766}"
"{'Latency': 14.7326, 'Perplexity': 21.9126}","{'Latency': 16.125787273996128, 'Perplexity': 21.20897674560547}"
"{'Latency': 6.7097, 'Perplexity': 36.2223}","{'Latency': 8.137296987106899, 'Perplexity': 35.678260803222656}"
"{'Latency': 6.9415, 'Perplexity': 36.0517}","{'Latency': 8.089848956711618, 'Perplexity': 35.57841491699219}"
"{'Latency': 9.288, 'Perplexity': 27.5304}","{'Latency': 8.989975288673092, 'Perplexity': 27.73062515258789}"
"{'Latency': 10.185, 'Perplexity': 27.0131}","{'Latency': 9.45034791375285, 'Perplexity': 28.529953002929688}"
"{'Latency': 10.5309, 'Perplexity': 28.2426}","{'Latency': 10.209109474132513, 'Perplexity': 28.299715042114258}"
"{'Latency': 10.185, 'Perplexity': 27.0131}","{'Latency': 9.833510730646472, 'Perplexity': 27.077741622924805}"
"{'Latency': 12.8911, 'Perplexity': 23.7301}","{'Latency': 10.569831072236134, 'Perplexity': 26.44355583190918}"
"{'Latency': 6.7097, 'Perplexity': 36.2223}","{'Latency': 6.833262043247671, 'Perplexity': 35.58074188232422}"
"{'Latency': 9.288, 'Perplexity': 27.5304}","{'Latency': 8.665574528682624, 'Perplexity': 34.86372756958008}"
"{'Latency': 9.1778, 'Perplexity': 26.4436}","{'Latency': 9.265804399465566, 'Perplexity': 27.123140335083008}"
"{'Latency': 14.7326, 'Perplexity': 21.9126}","{'Latency': 14.139501946728217, 'Perplexity': 22.99414825439453}"
"{'Latency': 6.7097, 'Perplexity': 36.2223}","{'Latency': 8.589129436692094, 'Perplexity': 29.06556510925293}"
"{'Latency': 10.185, 'Perplexity': 27.0131}","{'Latency': 10.627990058755191, 'Perplexity': 26.806978225708008}"
"{'Latency': 8.99, 'Perplexity': 27.7306}","{'Latency': 7.373548731053154, 'Perplexity': 35.32539367675781}"
"{'Latency': 10.185, 'Perplexity': 27.0131}","{'Latency': 10.647054622939478, 'Perplexity': 26.52090072631836}"
"{'Latency': 8.9903, 'Perplexity': 27.7306}","{'Latency': 9.323136063648532, 'Perplexity': 35.35655975341797}"
"{'Latency': 9.2658, 'Perplexity': 27.1231}","{'Latency': 8.462081020745506, 'Perplexity': 34.746524810791016}"
"{'Latency': 6.709719794042017, 'Perplexity': 36.222347259521484}","{'Latency': 9.250642764064539, 'Perplexity': 27.55550765991211}"
"{'Latency': 10.185, 'Perplexity': 27.0131}","{'Latency': 10.143830958949268, 'Perplexity': 28.26645851135254}"
"{'Latency': 6.7097, 'Perplexity': 36.2223}","{'Latency': 8.899444722556195, 'Perplexity': 29.040376663208008}"
