surrogate_model_prediction,benchmark_evaluation
"{'Latency': 10.247062098005559, 'Perplexity': 26.8625545501709}","{'Latency': 11.031726890407487, 'Perplexity': 26.769933700561523}"
"{'Latency': 11.0, 'Perplexity': 24.5}","{'Latency': 8.978574994630064, 'Perplexity': 27.5882625579834}"
"{'Latency': 6.711088257100824, 'Perplexity': 36.222347259521484}","{'Latency': 8.323743006285273, 'Perplexity': 34.945526123046875}"
"{'Latency': 8.3237, 'Perplexity': 34.9455}","{'Latency': 7.117633424041023, 'Perplexity': 35.406341552734375}"
"{'Latency': 15.2, 'Perplexity': 21.0}","{'Latency': 14.196772198627793, 'Perplexity': 22.813135147094727}"
"{'Latency': 6.711088257100824, 'Perplexity': 36.222347259521484}","{'Latency': 8.301744351096684, 'Perplexity': 29.25995445251465}"
"{'Latency': 11.0317, 'Perplexity': 26.7699}","{'Latency': 10.599359101962156, 'Perplexity': 26.806978225708008}"
"{'Latency': 7.1176, 'Perplexity': 35.4063}","{'Latency': 8.123143851490218, 'Perplexity': 35.57841491699219}"
"{'Latency': 15.75, 'Perplexity': 21.5909}","{'Latency': 15.190131377999755, 'Perplexity': 21.50094985961914}"
"{'Latency': 8.3017, 'Perplexity': 29.26}","{'Latency': 10.381776126400089, 'Perplexity': 28.301725387573242}"
"{'Latency': 8.3017, 'Perplexity': 29.26}","{'Latency': 9.84714438276331, 'Perplexity': 27.077741622924805}"
"{'Latency': 8.3017, 'Perplexity': 29.26}","{'Latency': 9.433772054460693, 'Perplexity': 28.529953002929688}"
"{'Latency': 10.247062098005559, 'Perplexity': 26.8625545501709}","{'Latency': 9.826240741047421, 'Perplexity': 28.322376251220703}"
"{'Latency': 7.1176, 'Perplexity': 35.4063}","{'Latency': 7.251529543871751, 'Perplexity': 35.19892120361328}"
"{'Latency': 13.7438, 'Perplexity': 22.2585}","{'Latency': 15.085690230987119, 'Perplexity': 21.738048553466797}"
"{'Latency': 9.0, 'Perplexity': 26.1}","{'Latency': 10.202791485549696, 'Perplexity': 27.013141632080078}"
"{'Latency': 15.1901, 'Perplexity': 21.5009}","{'Latency': 16.75158121763681, 'Perplexity': 20.92825698852539}"
"{'Latency': 7.2515, 'Perplexity': 35.1989}","{'Latency': 6.998689642400517, 'Perplexity': 35.37018585205078}"
"{'Latency': 13.7438, 'Perplexity': 22.2585}","{'Latency': 14.871425056042993, 'Perplexity': 21.672687530517578}"
"{'Latency': 10.2471, 'Perplexity': 26.8626}","{'Latency': 11.583582459084896, 'Perplexity': 26.377050399780273}"
"{'Latency': 6.711088257100824, 'Perplexity': 36.222347259521484}","{'Latency': 8.145228124629469, 'Perplexity': 35.678260803222656}"
"{'Latency': 8.9786, 'Perplexity': 27.5883}","{'Latency': 13.3506778376306, 'Perplexity': 22.53700065612793}"
"{'Latency': 9.8262, 'Perplexity': 28.3224}","{'Latency': 8.327223257112388, 'Perplexity': 35.03525924682617}"
"{'Latency': 6.7111, 'Perplexity': 36.2223}","{'Latency': 7.340439774242065, 'Perplexity': 35.4959716796875}"
"{'Latency': 9.8471, 'Perplexity': 27.0777}","{'Latency': 9.861273046693551, 'Perplexity': 27.077741622924805}"
"{'Latency': 10.2028, 'Perplexity': 27.0131}","{'Latency': 10.61981546729715, 'Perplexity': 26.52090072631836}"
"{'Latency': 10.2028, 'Perplexity': 27.0131}","{'Latency': 10.171652307359286, 'Perplexity': 28.26645851135254}"
"{'Latency': 9.8471, 'Perplexity': 27.0777}","{'Latency': 8.583425778926845, 'Perplexity': 29.06556510925293}"
"{'Latency': 15.1901, 'Perplexity': 21.5009}","{'Latency': 16.362399082619618, 'Perplexity': 21.060346603393555}"
"{'Latency': 10.247062098005559, 'Perplexity': 26.8625545501709}","{'Latency': 9.266668139211113, 'Perplexity': 27.55550765991211}"
"{'Latency': 10.2028, 'Perplexity': 27.0131}","{'Latency': 8.651887936800204, 'Perplexity': 34.86372756958008}"
"{'Latency': 9.8471, 'Perplexity': 27.0777}","{'Latency': 7.2248577487624495, 'Perplexity': 35.990291595458984}"
"{'Latency': 18.099, 'Perplexity': 20.688}","{'Latency': 15.827745113339546, 'Perplexity': 21.532073974609375}"
"{'Latency': 10.2028, 'Perplexity': 22.537}","{'Latency': 15.718824181107623, 'Perplexity': 21.2936954498291}"
