surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.1, 'F2': 58.0}","{'F1': 0.1, 'F2': 47.851}"
"{'F1': 0.1, 'F2': 58.0}","{'F1': 0.3, 'F2': 9.183}"
"{'F1': 0.1, 'F2': 58.0}","{'F1': 0.4, 'F2': 89.929}"
"{'F1': 0.1, 'F2': 58.0}","{'F1': 0.3, 'F2': 127.252}"
"{'F1': 0.0, 'F2': 5.0}","{'F1': 0.0, 'F2': 93.67}"
"{'F1': 0.0, 'F2': 5.0}","{'F1': 0.0, 'F2': 192.0}"
"{'F1': 0.0, 'F2': 5.0}","{'F1': 0.05, 'F2': 107.091}"
"{'F1': 0.0, 'F2': 5.0}","{'F1': 0.05, 'F2': 100.681}"
"{'F1': 0.0, 'F2': 90.0}","{'F1': 0.1, 'F2': 569.186}"
"{'F1': 0.0, 'F2': 90.0}","{'F1': 0.0, 'F2': 874.634}"
"{'F1': 0.0, 'F2': 90.0}","{'F1': 0.2, 'F2': 7.816}"
"{'F1': 0.0, 'F2': 90.0}","{'F1': 0.05, 'F2': 288.259}"
"{'F1': 0.2, 'F2': 142.42}","{'F1': 0.15, 'F2': 223.06}"
"{'F1': 0.2, 'F2': 142.42}","{'F1': 0.2, 'F2': 720.03}"
"{'F1': 0.2, 'F2': 142.42}","{'F1': 0.25, 'F2': 47.979}"
"{'F1': 0.2, 'F2': 142.42}","{'F1': 0.2, 'F2': 177.373}"
"{'F1': 0.3, 'F2': 190.55}","{'F1': 0.1, 'F2': 32.0}"
"{'F1': 0.3, 'F2': 190.55}","{'F1': 0.3, 'F2': 208.441}"
"{'F1': 0.3, 'F2': 190.55}","{'F1': 0.1, 'F2': 198.583}"
"{'F1': 0.3, 'F2': 190.55}","{'F1': 0.2, 'F2': 185.489}"
"{'F1': 0.0, 'F2': 874.63}","{'F1': 0.35, 'F2': 32.023}"
"{'F1': 0.0, 'F2': 874.63}","{'F1': 0.05, 'F2': 756.076}"
"{'F1': 0.0, 'F2': 874.63}","{'F1': 0.0, 'F2': 882.0}"
"{'F1': 0.0, 'F2': 874.63}","{'F1': 0.0, 'F2': 799.0}"
"{'F1': 0.02, 'F2': 90.5}","{'F1': 0.02, 'F2': 27.35}"
"{'F1': 0.02, 'F2': 90.5}","{'F1': 0.1, 'F2': 56.914}"
"{'F1': 0.02, 'F2': 90.5}","{'F1': 0.0, 'F2': 774.0}"
"{'F1': 0.02, 'F2': 90.5}","{'F1': 0.0, 'F2': 863.0}"
"{'F1': 0.4, 'F2': 74.98}","{'F1': 0.1, 'F2': 167.853}"
"{'F1': 0.4, 'F2': 74.98}","{'F1': 0.15, 'F2': 57.917}"
"{'F1': 0.4, 'F2': 74.98}","{'F1': 0.1, 'F2': 70.328}"
"{'F1': 0.4, 'F2': 74.98}","{'F1': 0.3, 'F2': 63.135}"
"{'F1': 0.1, 'F2': 198.58}","{'F1': 0.25, 'F2': 55.933}"
"{'F1': 0.1, 'F2': 198.58}","{'F1': 0.25, 'F2': 190.356}"
"{'F1': 0.1, 'F2': 198.58}","{'F1': 0.3, 'F2': 42.957}"
"{'F1': 0.1, 'F2': 198.58}","{'F1': 0.15, 'F2': 47.027}"
"{'F1': 0.1, 'F2': 800.0}","{'F1': 0.05, 'F2': 50.191}"
"{'F1': 0.1, 'F2': 800.0}","{'F1': 0.1, 'F2': 22.46}"
"{'F1': 0.1, 'F2': 800.0}","{'F1': 0.15, 'F2': 630.45}"
"{'F1': 0.1, 'F2': 800.0}","{'F1': 0.0, 'F2': 442.0}"
"{'F1': 0.25, 'F2': 64.0}","{'F1': 0.1, 'F2': 40.995}"
"{'F1': 0.25, 'F2': 64.0}","{'F1': 0.4, 'F2': 8.676}"
"{'F1': 0.25, 'F2': 64.0}","{'F1': 0.15, 'F2': 45.725}"
"{'F1': 0.25, 'F2': 64.0}","{'F1': 0.1, 'F2': 50.942}"
