candidate_evaluations,hypervolume_contributions
"[{'F1': 0.05, 'F2': 4.5}, {'F1': 0.06, 'F2': 5.2}, {'F1': 0.08, 'F2': 5.0}, {'F1': 0.09, 'F2': 5.4}, {'F1': 0.1, 'F2': 5.8}]","[0.10519903950777065, 0.05516151500126121, 0.05048412295602622, 0.028325969114617155, 0.011453004024885693]"
"[{'F1': 0.12, 'F2': 4.54}, {'F1': 0.25, 'F2': 5.78}, {'F1': 0.48, 'F2': 6.34}, {'F1': 0.14, 'F2': 4.67}, {'F1': 0.03, 'F2': 2.35}]","[0.0, 0.0, 0.0, 0.0, 0.03976168977601824]"
"[{'F1': 0.45, 'F2': 5.12}, {'F1': 0.32, 'F2': 5.75}, {'F1': 0.15, 'F2': 5.45}, {'F1': 0.05, 'F2': 6.0}, {'F1': 0.04, 'F2': 5.5}]","[0.0, 0.0, 0.0, 0.0, 0.00015938394220516017]"
"[{'F1': 0.11, 'F2': 5.25}, {'F1': 0.15, 'F2': 5.1}, {'F1': 0.05, 'F2': 5.45}, {'F1': 0.37, 'F2': 5.8}, {'F1': 0.2, 'F2': 5.15}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.09, 'F2': 5.25}, {'F1': 0.02, 'F2': 5.75}, {'F1': 0.07, 'F2': 5.45}, {'F1': 0.11, 'F2': 5.35}, {'F1': 0.15, 'F2': 5.85}]","[0.0, 0.0015609722958287442, 0.0, 0.0, 0.0]"
"[{'F1': 0.03, 'F2': 5.49}, {'F1': 0.12, 'F2': 5.5}, {'F1': 0.15, 'F2': 5.45}, {'F1': 0.22, 'F2': 5.75}, {'F1': 0.01, 'F2': 3.3}]","[0.0, 0.0, 0.0, 0.0, 0.029589719017803384]"
"[{'F1': 0.15, 'F2': 5.67}, {'F1': 0.02, 'F2': 5.23}, {'F1': 0.35, 'F2': 6.0}, {'F1': 0.12, 'F2': 5.46}, {'F1': 0.9, 'F2': 5.5}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.12, 'F2': 5.25}, {'F1': 0.03, 'F2': 5.4}, {'F1': 0.2, 'F2': 5.5}, {'F1': 0.1, 'F2': 5.2}, {'F1': 0.05, 'F2': 5.1}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.12, 'F2': 5.5}, {'F1': 0.09, 'F2': 5.1}, {'F1': 0.05, 'F2': 4.0}, {'F1': 0.07, 'F2': 5.2}, {'F1': 0.15, 'F2': 5.4}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.08, 'F2': 5.5}, {'F1': 0.06, 'F2': 5.4}, {'F1': 0.05, 'F2': 5.3}, {'F1': 0.1, 'F2': 5.6}, {'F1': 0.09, 'F2': 5.2}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
